hs6_code,ucc_code,ucc_description,map_weight,confidence_level
290110,250111,FUEL OIL (RENTER),0.0671,MEDIUM
290110,600132,PURCHASE OF BOAT WITH MOTOR,0.0606,MEDIUM-LOW
290110,490312,"LUBE, OIL CHANGE, AND OIL FILTERS",0.0581,MEDIUM-LOW
290110,250112,FUEL OIL (OWNED HOME),0.0581,MEDIUM-LOW
290110,250113,FUEL OIL (OWNED VACATION),0.0581,MEDIUM-LOW
290110,250114,FUEL OIL (RENTED VACATION),0.0581,MEDIUM-LOW
290110,470113,GASOLINE ON OUT-OF-TOWN TRIPS,0.0581,MEDIUM-LOW
290129,470211,MOTOR OIL,0.1541,HIGH
290129,470111,GASOLINE,0.1484,HIGH
290129,160211,FATS AND OILS,0.1484,HIGH
290129,490311,MOTOR TUNE-UP,0.0847,MEDIUM
290129,470212,MOTOR OIL ON OUT-OF-TOWN TRIPS,0.0845,MEDIUM
290129,250111,FUEL OIL (RENTER),0.0711,MEDIUM-LOW
290129,600132,PURCHASE OF BOAT WITH MOTOR,0.0654,MEDIUM-LOW
290129,490312,"LUBE, OIL CHANGE, AND OIL FILTERS",0.0487,MEDIUM-LOW
290129,250112,FUEL OIL (OWNED HOME),0.0487,MEDIUM-LOW
290129,250113,FUEL OIL (OWNED VACATION),0.0487,MEDIUM-LOW
290129,250114,FUEL OIL (RENTED VACATION),0.0487,MEDIUM-LOW
290129,470113,GASOLINE ON OUT-OF-TOWN TRIPS,0.0487,MEDIUM-LOW
290420,150212,ARTIFICIAL SWEETENERS,1.0,MEDIUM-LOW
290511,200535,OTHER ALCOHOL AT BOARD,0.625,MEDIUM-LOW
290511,470112,DIESEL FUEL,0.375,MEDIUM-LOW
290513,200535,OTHER ALCOHOL AT BOARD,1.0,MEDIUM
290514,200535,OTHER ALCOHOL AT BOARD,1.0,MEDIUM
290516,200535,OTHER ALCOHOL AT BOARD,1.0,MEDIUM
290517,200535,OTHER ALCOHOL AT BOARD,1.0,MEDIUM-LOW
290519,200535,OTHER ALCOHOL AT BOARD,1.0,MEDIUM
290529,200535,OTHER ALCOHOL AT BOARD,1.0,MEDIUM
290621,200535,OTHER ALCOHOL AT BOARD,1.0,MEDIUM
290629,200535,OTHER ALCOHOL AT BOARD,1.0,MEDIUM
290722,620330,PHOTO PROCESSING,0.5,MEDIUM-LOW
290722,610220,OTHER PHOTOGRAPHIC SUPPLIES,0.25,MEDIUM
290722,610230,PHOTOGRAPHIC EQUIPMENT,0.25,MEDIUM
290930,150212,ARTIFICIAL SWEETENERS,1.0,MEDIUM-LOW
290950,200535,OTHER ALCOHOL AT BOARD,1.0,MEDIUM-LOW
290960,200535,OTHER ALCOHOL AT BOARD,1.0,MEDIUM-LOW
291440,200535,OTHER ALCOHOL AT BOARD,1.0,MEDIUM-LOW
291469,610220,OTHER PHOTOGRAPHIC SUPPLIES,0.25,MEDIUM
291469,610230,PHOTOGRAPHIC EQUIPMENT,0.25,MEDIUM
291469,540000,PRESCRIPTION DRUGS,0.25,MEDIUM
291469,550210,NONPRESCRIPTION DRUGS,0.25,MEDIUM
291470,150212,ARTIFICIAL SWEETENERS,1.0,MEDIUM-LOW
291479,150212,ARTIFICIAL SWEETENERS,1.0,MEDIUM-LOW
291539,200535,OTHER ALCOHOL AT BOARD,1.0,MEDIUM-LOW
291590,140410,FROZEN VEGETABLE JUICES,0.5,MEDIUM-LOW
291590,140420,FRESH AND CANNED VEGETABLE JUICES,0.5,MEDIUM-LOW
291813,090210,CREAM,0.5095,HIGH
291813,100410,ICE CREAM AND RELATED PRODUCTS,0.2608,MEDIUM
291813,160310,NONDAIRY CREAM AND IMITATION MILK,0.2297,MEDIUM
291819,200535,OTHER ALCOHOL AT BOARD,1.0,MEDIUM-LOW
291899,540000,PRESCRIPTION DRUGS,0.5,MEDIUM
291899,550210,NONPRESCRIPTION DRUGS,0.5,MEDIUM
292149,540000,PRESCRIPTION DRUGS,0.5,MEDIUM-LOW
292149,550210,NONPRESCRIPTION DRUGS,0.5,MEDIUM-LOW
292151,610220,OTHER PHOTOGRAPHIC SUPPLIES,0.5,MEDIUM-LOW
292151,610230,PHOTOGRAPHIC EQUIPMENT,0.5,MEDIUM-LOW
292219,540000,PRESCRIPTION DRUGS,0.5,MEDIUM-LOW
292219,550210,NONPRESCRIPTION DRUGS,0.5,MEDIUM-LOW
292229,610220,OTHER PHOTOGRAPHIC SUPPLIES,0.5,MEDIUM-LOW
292229,610230,PHOTOGRAPHIC EQUIPMENT,0.5,MEDIUM-LOW
292249,540000,PRESCRIPTION DRUGS,0.5,MEDIUM-LOW
292249,550210,NONPRESCRIPTION DRUGS,0.5,MEDIUM-LOW
292250,200535,OTHER ALCOHOL AT BOARD,0.4839,MEDIUM-LOW
292250,540000,PRESCRIPTION DRUGS,0.2581,MEDIUM
292250,550210,NONPRESCRIPTION DRUGS,0.2581,MEDIUM
292320,080110,EGGS,0.5,HIGH
292320,160211,FATS AND OILS,0.5,HIGH
292429,540000,PRESCRIPTION DRUGS,0.5,MEDIUM-LOW
292429,550210,NONPRESCRIPTION DRUGS,0.5,MEDIUM-LOW
292529,540000,PRESCRIPTION DRUGS,0.5,MEDIUM-LOW
292529,550210,NONPRESCRIPTION DRUGS,0.5,MEDIUM-LOW
292700,610220,OTHER PHOTOGRAPHIC SUPPLIES,0.5,MEDIUM-LOW
292700,610230,PHOTOGRAPHIC EQUIPMENT,0.5,MEDIUM-LOW
292800,540000,PRESCRIPTION DRUGS,0.5,MEDIUM-LOW
292800,550210,NONPRESCRIPTION DRUGS,0.5,MEDIUM-LOW
293020,620330,PHOTO PROCESSING,1.0,MEDIUM-LOW
293090,620330,PHOTO PROCESSING,0.5,MEDIUM-LOW
293090,540000,PRESCRIPTION DRUGS,0.25,MEDIUM-LOW
293090,550210,NONPRESCRIPTION DRUGS,0.25,MEDIUM-LOW
293190,540000,PRESCRIPTION DRUGS,0.5,MEDIUM-LOW
293190,550210,NONPRESCRIPTION DRUGS,0.5,MEDIUM-LOW
293213,200535,OTHER ALCOHOL AT BOARD,1.0,MEDIUM
293214,160211,FATS AND OILS,1.0,HIGH
293219,160211,FATS AND OILS,1.0,HIGH
293220,540000,PRESCRIPTION DRUGS,0.5,MEDIUM
293220,550210,NONPRESCRIPTION DRUGS,0.5,MEDIUM
293319,160211,FATS AND OILS,0.3728,HIGH
293319,610220,OTHER PHOTOGRAPHIC SUPPLIES,0.1919,MEDIUM-LOW
293319,610230,PHOTOGRAPHIC EQUIPMENT,0.1919,MEDIUM-LOW
293319,540000,PRESCRIPTION DRUGS,0.1216,MEDIUM-LOW
293319,550210,NONPRESCRIPTION DRUGS,0.1216,MEDIUM-LOW
293329,160211,FATS AND OILS,0.6226,HIGH
293329,540000,PRESCRIPTION DRUGS,0.1887,MEDIUM-LOW
293329,550210,NONPRESCRIPTION DRUGS,0.1887,MEDIUM-LOW
293339,160211,FATS AND OILS,0.6656,HIGH
293339,540000,PRESCRIPTION DRUGS,0.1672,MEDIUM-LOW
293339,550210,NONPRESCRIPTION DRUGS,0.1672,MEDIUM-LOW
293349,160211,FATS AND OILS,0.6236,HIGH
293349,540000,PRESCRIPTION DRUGS,0.1882,MEDIUM-LOW
293349,550210,NONPRESCRIPTION DRUGS,0.1882,MEDIUM-LOW
293359,160211,FATS AND OILS,0.652,HIGH
293359,540000,PRESCRIPTION DRUGS,0.174,MEDIUM-LOW
293359,550210,NONPRESCRIPTION DRUGS,0.174,MEDIUM-LOW
293369,160211,FATS AND OILS,0.7542,HIGH
293369,620330,PHOTO PROCESSING,0.2458,MEDIUM-LOW
293399,610220,OTHER PHOTOGRAPHIC SUPPLIES,0.25,MEDIUM
293399,610230,PHOTOGRAPHIC EQUIPMENT,0.25,MEDIUM
293399,540000,PRESCRIPTION DRUGS,0.25,MEDIUM-LOW
293399,550210,NONPRESCRIPTION DRUGS,0.25,MEDIUM-LOW
293410,160211,FATS AND OILS,1.0,HIGH
293420,160211,FATS AND OILS,1.0,HIGH
293430,160211,FATS AND OILS,0.6224,HIGH
293430,540000,PRESCRIPTION DRUGS,0.1888,MEDIUM-LOW
293430,550210,NONPRESCRIPTION DRUGS,0.1888,MEDIUM-LOW
293499,610220,OTHER PHOTOGRAPHIC SUPPLIES,0.25,MEDIUM
293499,610230,PHOTOGRAPHIC EQUIPMENT,0.25,MEDIUM
293499,540000,PRESCRIPTION DRUGS,0.25,MEDIUM-LOW
293499,550210,NONPRESCRIPTION DRUGS,0.25,MEDIUM-LOW
293500,540000,PRESCRIPTION DRUGS,0.5,MEDIUM-LOW
293500,550210,NONPRESCRIPTION DRUGS,0.5,MEDIUM-LOW
293590,540000,PRESCRIPTION DRUGS,0.5,MEDIUM-LOW
293590,550210,NONPRESCRIPTION DRUGS,0.5,MEDIUM-LOW
293621,550410,NONPRESCRIPTION VITAMINS,1.0,MEDIUM
293622,550410,NONPRESCRIPTION VITAMINS,0.5769,MEDIUM-HIGH
293622,180720,VITAMIN SUPPLEMENTS,0.4231,MEDIUM
293623,550410,NONPRESCRIPTION VITAMINS,0.5769,MEDIUM-HIGH
293623,180720,VITAMIN SUPPLEMENTS,0.4231,MEDIUM
293624,550410,NONPRESCRIPTION VITAMINS,0.5798,MEDIUM
293624,180720,VITAMIN SUPPLEMENTS,0.4202,MEDIUM-LOW
293625,550410,NONPRESCRIPTION VITAMINS,0.5833,MEDIUM
293625,180720,VITAMIN SUPPLEMENTS,0.4167,MEDIUM-LOW
293626,550410,NONPRESCRIPTION VITAMINS,0.5833,MEDIUM
293626,180720,VITAMIN SUPPLEMENTS,0.4167,MEDIUM-LOW
293627,550410,NONPRESCRIPTION VITAMINS,0.5798,MEDIUM
293627,180720,VITAMIN SUPPLEMENTS,0.4202,MEDIUM-LOW
293628,550410,NONPRESCRIPTION VITAMINS,0.5833,MEDIUM
293628,180720,VITAMIN SUPPLEMENTS,0.4167,MEDIUM-LOW
293629,610320,"PET PURCHASE, SUPPLIES, MEDICINE",0.5,MEDIUM
293629,550410,NONPRESCRIPTION VITAMINS,0.5,MEDIUM
293723,140410,FROZEN VEGETABLE JUICES,0.5,MEDIUM
293723,140420,FRESH AND CANNED VEGETABLE JUICES,0.5,MEDIUM
293919,140410,FROZEN VEGETABLE JUICES,0.5,MEDIUM-LOW
293919,140420,FRESH AND CANNED VEGETABLE JUICES,0.5,MEDIUM-LOW
293979,140410,FROZEN VEGETABLE JUICES,0.5,MEDIUM-LOW
293979,140420,FRESH AND CANNED VEGETABLE JUICES,0.5,MEDIUM-LOW
293999,140410,FROZEN VEGETABLE JUICES,0.5,MEDIUM-LOW
293999,140420,FRESH AND CANNED VEGETABLE JUICES,0.5,MEDIUM-LOW
294000,150211,SUGAR,0.3411,HIGH
294000,100510,MISCELLANEOUS DAIRY PRODUCTS,0.3295,HIGH
294000,090110,"FRESH MILK, ALL TYPES",0.3295,HIGH
294200,540000,PRESCRIPTION DRUGS,0.5,MEDIUM
294200,550210,NONPRESCRIPTION DRUGS,0.5,MEDIUM
300210,030810,OTHER BEEF,0.5,MEDIUM-LOW
300210,030110,GROUND BEEF,0.5,MEDIUM-LOW
300212,030810,OTHER BEEF,0.5,MEDIUM-LOW
300212,030110,GROUND BEEF,0.5,MEDIUM-LOW
300450,550410,NONPRESCRIPTION VITAMINS,1.0,MEDIUM-LOW
300510,550310,TOPICALS AND DRESSINGS,1.0,MEDIUM-LOW
310210,470112,DIESEL FUEL,0.6971,HIGH
310210,250111,FUEL OIL (RENTER),0.3029,MEDIUM-LOW
320190,180320,NUTS,0.5,HIGH
320190,140410,FROZEN VEGETABLE JUICES,0.25,MEDIUM
320190,140420,FRESH AND CANNED VEGETABLE JUICES,0.25,MEDIUM
320300,140410,FROZEN VEGETABLE JUICES,0.5,MEDIUM-LOW
320300,140420,FRESH AND CANNED VEGETABLE JUICES,0.5,MEDIUM-LOW
320413,110310,ORANGES,0.515,HIGH
320413,110510,"CITRUS FRUITS, EXCLUDING ORANGES",0.255,MEDIUM
320413,130110,FROZEN ORANGE JUICE,0.23,MEDIUM-LOW
320415,110310,ORANGES,0.525,HIGH
320415,110510,"CITRUS FRUITS, EXCLUDING ORANGES",0.2507,MEDIUM-LOW
320415,130110,FROZEN ORANGE JUICE,0.2243,MEDIUM-LOW
320416,110310,ORANGES,0.5178,HIGH
320416,110510,"CITRUS FRUITS, EXCLUDING ORANGES",0.2538,MEDIUM
320416,130110,FROZEN ORANGE JUICE,0.2284,MEDIUM-LOW
320417,110310,ORANGES,0.5113,HIGH
320417,110510,"CITRUS FRUITS, EXCLUDING ORANGES",0.2566,MEDIUM
320417,130110,FROZEN ORANGE JUICE,0.2321,MEDIUM-LOW
320419,110310,ORANGES,0.5178,HIGH
320419,110510,"CITRUS FRUITS, EXCLUDING ORANGES",0.2538,MEDIUM
320419,130110,FROZEN ORANGE JUICE,0.2284,MEDIUM-LOW
320620,110310,ORANGES,0.4835,HIGH
320620,110510,"CITRUS FRUITS, EXCLUDING ORANGES",0.2686,MEDIUM
320620,130110,FROZEN ORANGE JUICE,0.2479,MEDIUM
321000,990940,MATERIAL FOR FINISHING BASEMENTS AND,1.0,MEDIUM-LOW
330112,110310,ORANGES,0.2196,MEDIUM
330112,110510,"CITRUS FRUITS, EXCLUDING ORANGES",0.2196,MEDIUM
330112,130310,CANNED FRUITS,0.1869,MEDIUM-LOW
330112,110410,OTHER FRESH FRUITS,0.1869,MEDIUM-LOW
330112,130121,FROZEN FRUITS,0.1869,MEDIUM-LOW
330113,110510,"CITRUS FRUITS, EXCLUDING ORANGES",0.2233,MEDIUM
330113,110310,ORANGES,0.2067,MEDIUM-LOW
330113,130310,CANNED FRUITS,0.19,MEDIUM-LOW
330113,110410,OTHER FRESH FRUITS,0.19,MEDIUM-LOW
330113,130121,FROZEN FRUITS,0.19,MEDIUM-LOW
330119,110510,"CITRUS FRUITS, EXCLUDING ORANGES",0.2236,MEDIUM
330119,110310,ORANGES,0.2074,MEDIUM-LOW
330119,130310,CANNED FRUITS,0.1896,MEDIUM-LOW
330119,110410,OTHER FRESH FRUITS,0.1896,MEDIUM-LOW
330119,130121,FROZEN FRUITS,0.1896,MEDIUM-LOW
330129,110310,ORANGES,0.2093,MEDIUM-LOW
330129,110510,"CITRUS FRUITS, EXCLUDING ORANGES",0.2093,MEDIUM-LOW
330129,130310,CANNED FRUITS,0.1938,MEDIUM-LOW
330129,110410,OTHER FRESH FRUITS,0.1938,MEDIUM-LOW
330129,130121,FROZEN FRUITS,0.1938,MEDIUM-LOW
330190,160211,FATS AND OILS,1.0,MEDIUM-LOW
330290,640310,"COSMETICS, PERFUME, BATH PREPARATIONS",0.5164,MEDIUM-LOW
330290,160211,FATS AND OILS,0.4836,MEDIUM-LOW
330499,640110,HAIR CARE PRODUCTS,0.5,MEDIUM-LOW
330499,470111,GASOLINE,0.25,MEDIUM-LOW
330499,470211,MOTOR OIL,0.25,MEDIUM-LOW
330530,640110,HAIR CARE PRODUCTS,0.5,MEDIUM
330530,640120,NONELECTRIC ARTICLES FOR THE HAIR,0.5,MEDIUM
330590,640110,HAIR CARE PRODUCTS,0.5,MEDIUM
330590,640120,NONELECTRIC ARTICLES FOR THE HAIR,0.5,MEDIUM
330690,640210,"ORAL HYGIENE PRODUCTS, ARTICLES",1.0,HIGH
330710,640220,SHAVING NEEDS,1.0,MEDIUM-LOW
330720,640410,"DEODORANTS, FEMININE HYGIENE, MISCELLANEOUS PERSONAL",1.0,MEDIUM-HIGH
330790,640310,"COSMETICS, PERFUME, BATH PREPARATIONS",1.0,MEDIUM
340130,090210,CREAM,1.0,MEDIUM-LOW
340220,330210,OTHER LAUNDRY CLEANING PRODUCTS,1.0,MEDIUM-LOW
340290,330110,SOAPS AND DETERGENTS,0.5,MEDIUM
340290,330210,OTHER LAUNDRY CLEANING PRODUCTS,0.5,MEDIUM-HIGH
340311,470111,GASOLINE,0.5,MEDIUM-LOW
340311,470211,MOTOR OIL,0.5,MEDIUM-LOW
340319,470211,MOTOR OIL,0.5138,MEDIUM
340319,470111,GASOLINE,0.4862,MEDIUM-LOW
340391,470211,MOTOR OIL,0.3447,MEDIUM-LOW
340391,470111,GASOLINE,0.3277,MEDIUM-LOW
340391,160211,FATS AND OILS,0.3277,MEDIUM-LOW
340399,470211,MOTOR OIL,0.5164,MEDIUM
340399,470111,GASOLINE,0.4836,MEDIUM-LOW
350110,090110,"FRESH MILK, ALL TYPES",0.3236,HIGH
350110,100210,CHEESE,0.2633,HIGH
350110,100510,MISCELLANEOUS DAIRY PRODUCTS,0.2633,HIGH
350110,160310,NONDAIRY CREAM AND IMITATION MILK,0.1498,MEDIUM
350190,100210,CHEESE,0.5,HIGH
350190,100510,MISCELLANEOUS DAIRY PRODUCTS,0.5,HIGH
350211,080110,EGGS,1.0,HIGH
350219,080110,EGGS,1.0,HIGH
350220,090110,"FRESH MILK, ALL TYPES",0.5,HIGH
350220,100510,MISCELLANEOUS DAIRY PRODUCTS,0.5,HIGH
350300,610220,OTHER PHOTOGRAPHIC SUPPLIES,0.1667,MEDIUM
350300,610230,PHOTOGRAPHIC EQUIPMENT,0.1667,MEDIUM
350300,100210,CHEESE,0.1667,HIGH
350300,100510,MISCELLANEOUS DAIRY PRODUCTS,0.1667,HIGH
350300,070110,CANNED FISH AND SEAFOOD,0.1111,MEDIUM
350300,070230,FRESH FISH AND SHELLFISH,0.1111,MEDIUM
350300,070240,FROZEN FISH AND SHELLFISH,0.1111,MEDIUM
350510,120110,POTATOES,0.5,HIGH
350510,140220,CANNED CORN,0.3416,HIGH
350510,010320,"PASTA, CORNMEAL AND OTHER CEREAL PRODUCTS",0.1584,MEDIUM
350610,100210,CHEESE,0.3042,HIGH
350610,100510,MISCELLANEOUS DAIRY PRODUCTS,0.3042,HIGH
350610,070110,CANNED FISH AND SEAFOOD,0.1305,MEDIUM-LOW
350610,070230,FRESH FISH AND SHELLFISH,0.1305,MEDIUM-LOW
350610,070240,FROZEN FISH AND SHELLFISH,0.1305,MEDIUM-LOW
350691,610210,FILM,1.0,MEDIUM-HIGH
360410,610901,FIREWORKS,1.0,HIGH
360610,470114,ALTERNATIVE FUELS,1.0,MEDIUM-LOW
360690,470114,ALTERNATIVE FUELS,1.0,MEDIUM-LOW
370110,610210,FILM,1.0,HIGH
370120,610210,FILM,1.0,HIGH
370130,610210,FILM,1.0,HIGH
370191,610210,FILM,0.6154,HIGH
370191,610220,OTHER PHOTOGRAPHIC SUPPLIES,0.1923,MEDIUM-LOW
370191,610230,PHOTOGRAPHIC EQUIPMENT,0.1923,MEDIUM-LOW
370199,610210,FILM,0.6121,HIGH
370199,610220,OTHER PHOTOGRAPHIC SUPPLIES,0.194,MEDIUM-LOW
370199,610230,PHOTOGRAPHIC EQUIPMENT,0.194,MEDIUM-LOW
370210,610210,FILM,0.6457,HIGH
370210,020310,BISCUITS AND ROLLS,0.3543,MEDIUM-LOW
370231,610210,FILM,0.6544,MEDIUM-HIGH
370231,020310,BISCUITS AND ROLLS,0.3456,MEDIUM-LOW
370232,020310,BISCUITS AND ROLLS,0.5101,MEDIUM-LOW
370232,610210,FILM,0.4899,HIGH
370239,610210,FILM,0.6544,MEDIUM-HIGH
370239,020310,BISCUITS AND ROLLS,0.3456,MEDIUM-LOW
370241,610210,FILM,1.0,MEDIUM-HIGH
370242,610210,FILM,1.0,MEDIUM-HIGH
370243,610210,FILM,1.0,HIGH
370244,610210,FILM,1.0,HIGH
370252,610210,FILM,1.0,HIGH
370253,610210,FILM,0.7181,MEDIUM-HIGH
370253,020310,BISCUITS AND ROLLS,0.2819,MEDIUM-LOW
370254,610210,FILM,1.0,HIGH
370255,610210,FILM,1.0,HIGH
370256,610210,FILM,1.0,HIGH
370291,610210,FILM,0.3891,MEDIUM-HIGH
370291,610220,OTHER PHOTOGRAPHIC SUPPLIES,0.2036,MEDIUM-LOW
370291,020310,BISCUITS AND ROLLS,0.2036,MEDIUM-LOW
370291,610230,PHOTOGRAPHIC EQUIPMENT,0.2036,MEDIUM-LOW
370293,610210,FILM,1.0,HIGH
370294,610210,FILM,1.0,HIGH
370295,610210,FILM,1.0,HIGH
370296,610210,FILM,1.0,HIGH
370297,610210,FILM,1.0,HIGH
370298,610210,FILM,1.0,HIGH
370310,020310,BISCUITS AND ROLLS,0.5652,MEDIUM-LOW
370310,610220,OTHER PHOTOGRAPHIC SUPPLIES,0.2174,MEDIUM-LOW
370310,610230,PHOTOGRAPHIC EQUIPMENT,0.2174,MEDIUM-LOW
370320,020310,BISCUITS AND ROLLS,0.5556,MEDIUM-LOW
370320,610220,OTHER PHOTOGRAPHIC SUPPLIES,0.2222,MEDIUM-LOW
370320,610230,PHOTOGRAPHIC EQUIPMENT,0.2222,MEDIUM-LOW
370390,020310,BISCUITS AND ROLLS,0.5,MEDIUM-LOW
370390,610220,OTHER PHOTOGRAPHIC SUPPLIES,0.25,MEDIUM-LOW
370390,610230,PHOTOGRAPHIC EQUIPMENT,0.25,MEDIUM-LOW
370400,610210,FILM,0.4847,MEDIUM-HIGH
370400,610220,OTHER PHOTOGRAPHIC SUPPLIES,0.2576,MEDIUM-LOW
370400,610230,PHOTOGRAPHIC EQUIPMENT,0.2576,MEDIUM-LOW
370500,610210,FILM,0.4847,MEDIUM-HIGH
370500,610220,OTHER PHOTOGRAPHIC SUPPLIES,0.2576,MEDIUM-LOW
370500,610230,PHOTOGRAPHIC EQUIPMENT,0.2576,MEDIUM-LOW
370510,610210,FILM,0.4828,HIGH
370510,610220,OTHER PHOTOGRAPHIC SUPPLIES,0.2586,MEDIUM-LOW
370510,610230,PHOTOGRAPHIC EQUIPMENT,0.2586,MEDIUM-LOW
370590,610210,FILM,0.4802,HIGH
370590,610220,OTHER PHOTOGRAPHIC SUPPLIES,0.2599,MEDIUM-LOW
370590,610230,PHOTOGRAPHIC EQUIPMENT,0.2599,MEDIUM-LOW
370610,610210,FILM,0.7198,HIGH
370610,310331,MISCELLANEOUS SOUND EQUIPMENT,0.2802,MEDIUM-LOW
370690,610210,FILM,1.0,HIGH
370710,610220,OTHER PHOTOGRAPHIC SUPPLIES,0.5,MEDIUM-LOW
370710,610230,PHOTOGRAPHIC EQUIPMENT,0.5,MEDIUM-LOW
370790,610220,OTHER PHOTOGRAPHIC SUPPLIES,0.5,MEDIUM-LOW
370790,610230,PHOTOGRAPHIC EQUIPMENT,0.5,MEDIUM-LOW
380110,320512,SEWING MACHINES,0.3333,MEDIUM-LOW
380110,150212,ARTIFICIAL SWEETENERS,0.3333,MEDIUM-LOW
380110,600110,OUTBOARD MOTORS,0.3333,MEDIUM-LOW
380210,130310,CANNED FRUITS,0.2848,HIGH
380210,110410,OTHER FRESH FRUITS,0.2848,HIGH
380210,130121,FROZEN FRUITS,0.2848,HIGH
380210,110510,"CITRUS FRUITS, EXCLUDING ORANGES",0.1457,MEDIUM
380300,160211,FATS AND OILS,0.6748,HIGH
380300,470211,MOTOR OIL,0.3252,MEDIUM
380400,160211,FATS AND OILS,1.0,HIGH
380510,150110,CANDY AND CHEWING GUM,0.6232,MEDIUM-HIGH
380510,160211,FATS AND OILS,0.3768,MEDIUM-LOW
380590,160211,FATS AND OILS,0.6144,HIGH
380590,470211,MOTOR OIL,0.2162,MEDIUM
380590,250111,FUEL OIL (RENTER),0.1694,MEDIUM-LOW
380610,150110,CANDY AND CHEWING GUM,1.0,HIGH
380700,160211,FATS AND OILS,0.3499,MEDIUM-LOW
380700,140410,FROZEN VEGETABLE JUICES,0.325,MEDIUM-LOW
380700,140420,FRESH AND CANNED VEGETABLE JUICES,0.325,MEDIUM-LOW
380910,990940,MATERIAL FOR FINISHING BASEMENTS AND,1.0,MEDIUM-LOW
380991,990940,MATERIAL FOR FINISHING BASEMENTS AND,1.0,MEDIUM-LOW
380992,990940,MATERIAL FOR FINISHING BASEMENTS AND,1.0,MEDIUM-LOW
380993,990940,MATERIAL FOR FINISHING BASEMENTS AND,1.0,MEDIUM-LOW
381121,470211,MOTOR OIL,0.214,HIGH
381121,470111,GASOLINE,0.2021,HIGH
381121,470212,MOTOR OIL ON OUT-OF-TOWN TRIPS,0.1213,MEDIUM
381121,490311,MOTOR TUNE-UP,0.1129,MEDIUM
381121,160211,FATS AND OILS,0.0892,MEDIUM-LOW
381121,250111,FUEL OIL (RENTER),0.0872,MEDIUM-LOW
381121,600132,PURCHASE OF BOAT WITH MOTOR,0.0872,MEDIUM-LOW
381121,470113,GASOLINE ON OUT-OF-TOWN TRIPS,0.0862,MEDIUM-LOW
381129,470211,MOTOR OIL,0.2132,HIGH
381129,470111,GASOLINE,0.2027,HIGH
381129,470212,MOTOR OIL ON OUT-OF-TOWN TRIPS,0.1195,MEDIUM
381129,490311,MOTOR TUNE-UP,0.1141,MEDIUM
381129,160211,FATS AND OILS,0.0886,MEDIUM-LOW
381129,250111,FUEL OIL (RENTER),0.0881,MEDIUM-LOW
381129,600132,PURCHASE OF BOAT WITH MOTOR,0.0881,MEDIUM-LOW
381129,470113,GASOLINE ON OUT-OF-TOWN TRIPS,0.0856,MEDIUM-LOW
381190,160211,FATS AND OILS,1.0,MEDIUM
381300,520550,TOWING CHARGES,1.0,MEDIUM-LOW
381400,240112,"PAINTS, WALLPAPER AND SUPPLIES",0.5,MEDIUM
381400,240113,"PAINTS, WALLPAPER, SUPPLIES",0.5,MEDIUM
381511,380340,WOMEN''S ACTIVE SPORTSWEAR,0.3333,MEDIUM-LOW
381511,390230,GIRLS'' ACTIVE SPORTSWEAR,0.3333,MEDIUM-LOW
381511,360350,MEN''S ACTIVE SPORTSWEAR,0.3333,MEDIUM-LOW
381512,380340,WOMEN''S ACTIVE SPORTSWEAR,0.3333,MEDIUM-LOW
381512,390230,GIRLS'' ACTIVE SPORTSWEAR,0.3333,MEDIUM-LOW
381512,360350,MEN''S ACTIVE SPORTSWEAR,0.3333,MEDIUM-LOW
381900,470211,MOTOR OIL,0.1807,HIGH
381900,470111,GASOLINE,0.1776,HIGH
381900,160211,FATS AND OILS,0.127,HIGH
381900,490311,MOTOR TUNE-UP,0.1006,MEDIUM
381900,470212,MOTOR OIL ON OUT-OF-TOWN TRIPS,0.0981,MEDIUM
381900,250111,FUEL OIL (RENTER),0.0808,MEDIUM-LOW
381900,470113,GASOLINE ON OUT-OF-TOWN TRIPS,0.0805,MEDIUM-LOW
381900,600132,PURCHASE OF BOAT WITH MOTOR,0.0777,MEDIUM-LOW
381900,470220,"COOLANT, BRAKE FLUID, TRANSMISSION FLUID, AND OTHER",0.0768,MEDIUM-LOW
382313,160211,FATS AND OILS,0.686,HIGH
382313,470211,MOTOR OIL,0.314,MEDIUM-LOW
382319,160211,FATS AND OILS,0.4386,HIGH
382319,130310,CANNED FRUITS,0.1431,HIGH
382319,110410,OTHER FRESH FRUITS,0.1431,HIGH
382319,130121,FROZEN FRUITS,0.1431,HIGH
382319,110510,"CITRUS FRUITS, EXCLUDING ORANGES",0.0696,MEDIUM
382319,470211,MOTOR OIL,0.0625,MEDIUM-LOW
382370,200535,OTHER ALCOHOL AT BOARD,0.5,MEDIUM
382370,140410,FROZEN VEGETABLE JUICES,0.25,MEDIUM-LOW
382370,140420,FRESH AND CANNED VEGETABLE JUICES,0.25,MEDIUM-LOW
382490,140410,FROZEN VEGETABLE JUICES,0.25,MEDIUM-LOW
382490,140420,FRESH AND CANNED VEGETABLE JUICES,0.25,MEDIUM-LOW
382490,470211,MOTOR OIL,0.102,HIGH
382490,470111,GASOLINE,0.0979,HIGH
382490,160211,FATS AND OILS,0.0979,HIGH
382490,470212,MOTOR OIL ON OUT-OF-TOWN TRIPS,0.0563,MEDIUM
382490,490311,MOTOR TUNE-UP,0.0557,MEDIUM
382490,250111,FUEL OIL (RENTER),0.0471,MEDIUM
