hs6_code,ucc_code,ucc_description,map_weight,confidence_level
846692,320902,HAND TOOLS,0.3546,MEDIUM-HIGH
846692,320420,POWER TOOLS,0.1662,MEDIUM-LOW
846693,290320,LIVING ROOM TABLES,0.2363,MEDIUM-LOW
846693,320902,HAND TOOLS,0.2109,MEDIUM-HIGH
846693,320512,SEWING MACHINES,0.1416,MEDIUM-LOW
846693,320232,TELEPHONES AND ACCESSORIES,0.1193,MEDIUM-LOW
846693,480213,"PARTS, EQUIPMENT, AND ACCESSORIES",0.1193,MEDIUM-LOW
846693,320420,POWER TOOLS,0.0919,MEDIUM-LOW
846693,990940,MATERIAL FOR FINISHING BASEMENTS AND,0.0807,MEDIUM-LOW
846694,290320,LIVING ROOM TABLES,0.5093,MEDIUM-LOW
846694,320512,SEWING MACHINES,0.4907,MEDIUM-LOW
846711,180320,NUTS,0.5,MEDIUM-LOW
846711,320902,HAND TOOLS,0.3238,HIGH
846711,320420,POWER TOOLS,0.1763,MEDIUM-LOW
846719,320902,HAND TOOLS,0.3225,HIGH
846719,320420,POWER TOOLS,0.1776,MEDIUM-LOW
846719,320130,INFANTS'' EQUIPMENT,0.1044,HIGH
846719,310331,MISCELLANEOUS SOUND EQUIPMENT,0.0565,MEDIUM-LOW
846719,310335,MISCELLANEOUS VIDEO EQUIPMENT,0.0565,MEDIUM-LOW
846719,320150,OUTDOOR EQUIPMENT,0.0565,MEDIUM-LOW
846719,610120,PLAYGROUND EQUIPMENT,0.0565,MEDIUM-LOW
846719,610230,PHOTOGRAPHIC EQUIPMENT,0.0565,MEDIUM-LOW
846719,320905,MISCELLANEOUS HOUSEHOLD EQUIPMENT AND PARTS,0.0565,MEDIUM-LOW
846719,480213,"PARTS, EQUIPMENT, AND ACCESSORIES",0.0565,MEDIUM-LOW
846721,320902,HAND TOOLS,0.3282,HIGH
846721,320420,POWER TOOLS,0.208,MEDIUM-HIGH
846721,240123,TOOLS AND EQUIPMENT FOR PAINTING AND,0.168,MEDIUM
846721,240122,TOOLS AND EQUIPMENT FOR PAINTING AND WALLPAPERIN,0.1479,MEDIUM
846721,240121,TOOLS AND EQUIPMENT FOR PAINTING AND WALLPAPERIN,0.1479,MEDIUM
846722,470311,ELECTRIC VEHICLE CHARGING,1.0,MEDIUM-LOW
846729,180320,NUTS,0.3333,MEDIUM-LOW
846729,470311,ELECTRIC VEHICLE CHARGING,0.3333,MEDIUM-LOW
846729,320902,HAND TOOLS,0.1602,HIGH
846729,320420,POWER TOOLS,0.0971,MEDIUM
846729,240123,TOOLS AND EQUIPMENT FOR PAINTING AND,0.0761,MEDIUM-LOW
846781,320370,NONELECTRIC COOKWARE,0.3333,MEDIUM-LOW
846781,470211,MOTOR OIL,0.3333,MEDIUM-LOW
846781,490311,MOTOR TUNE-UP,0.3333,MEDIUM-LOW
846789,320902,HAND TOOLS,0.2686,HIGH
846789,470111,GASOLINE,0.2077,HIGH
846789,320420,POWER TOOLS,0.1445,MEDIUM-LOW
846789,320370,NONELECTRIC COOKWARE,0.1081,MEDIUM-LOW
846789,470113,GASOLINE ON OUT-OF-TOWN TRIPS,0.0905,MEDIUM-LOW
846789,470211,MOTOR OIL,0.0903,MEDIUM-LOW
846789,490311,MOTOR TUNE-UP,0.0903,MEDIUM-LOW
846792,320902,HAND TOOLS,0.3207,HIGH
846792,320420,POWER TOOLS,0.1794,MEDIUM
846792,320130,INFANTS'' EQUIPMENT,0.1044,HIGH
846792,310331,MISCELLANEOUS SOUND EQUIPMENT,0.0565,MEDIUM-LOW
846792,310335,MISCELLANEOUS VIDEO EQUIPMENT,0.0565,MEDIUM-LOW
846792,320150,OUTDOOR EQUIPMENT,0.0565,MEDIUM-LOW
846792,610120,PLAYGROUND EQUIPMENT,0.0565,MEDIUM-LOW
846792,610230,PHOTOGRAPHIC EQUIPMENT,0.0565,MEDIUM-LOW
846792,320905,MISCELLANEOUS HOUSEHOLD EQUIPMENT AND PARTS,0.0565,MEDIUM-LOW
846792,480213,"PARTS, EQUIPMENT, AND ACCESSORIES",0.0565,MEDIUM-LOW
846799,470111,GASOLINE,0.3492,HIGH
846799,320902,HAND TOOLS,0.1606,MEDIUM-HIGH
846799,470113,GASOLINE ON OUT-OF-TOWN TRIPS,0.1509,MEDIUM-LOW
846799,320370,NONELECTRIC COOKWARE,0.0848,MEDIUM-LOW
846799,320420,POWER TOOLS,0.0848,MEDIUM-LOW
846799,470211,MOTOR OIL,0.0848,MEDIUM-LOW
846799,490311,MOTOR TUNE-UP,0.0848,MEDIUM-LOW
846900,320512,SEWING MACHINES,1.0,MEDIUM-LOW
847010,320420,POWER TOOLS,1.0,MEDIUM-LOW
847021,320512,SEWING MACHINES,1.0,MEDIUM-LOW
847029,320512,SEWING MACHINES,1.0,MEDIUM-LOW
847030,320512,SEWING MACHINES,1.0,MEDIUM
847090,320512,SEWING MACHINES,1.0,MEDIUM-LOW
847130,320512,SEWING MACHINES,1.0,MEDIUM-LOW
847149,320512,SEWING MACHINES,1.0,MEDIUM-LOW
847150,320904,CLOSET AND STORAGE ITEMS,1.0,MEDIUM-LOW
847160,320512,SEWING MACHINES,1.0,MEDIUM-LOW
847170,320420,POWER TOOLS,0.4265,MEDIUM-LOW
847170,320904,CLOSET AND STORAGE ITEMS,0.2794,MEDIUM-LOW
847170,290320,LIVING ROOM TABLES,0.1476,MEDIUM
847170,290440,"WALL UNITS, CABINETS AND OTHER OCCASIONAL FURNITURE",0.1465,MEDIUM
847180,320512,SEWING MACHINES,1.0,MEDIUM-LOW
847190,320512,SEWING MACHINES,1.0,MEDIUM
847210,320512,SEWING MACHINES,1.0,MEDIUM
847230,320512,SEWING MACHINES,1.0,MEDIUM-LOW
847290,320512,SEWING MACHINES,1.0,MEDIUM
847310,320512,SEWING MACHINES,0.5,MEDIUM-LOW
847310,320232,TELEPHONES AND ACCESSORIES,0.25,MEDIUM-LOW
847310,480213,"PARTS, EQUIPMENT, AND ACCESSORIES",0.25,MEDIUM-LOW
847321,320232,TELEPHONES AND ACCESSORIES,0.3333,MEDIUM-LOW
847321,320512,SEWING MACHINES,0.3333,MEDIUM-LOW
847321,480213,"PARTS, EQUIPMENT, AND ACCESSORIES",0.3333,MEDIUM-LOW
847329,320232,TELEPHONES AND ACCESSORIES,0.5,MEDIUM-LOW
847329,480213,"PARTS, EQUIPMENT, AND ACCESSORIES",0.5,MEDIUM-LOW
847330,320232,TELEPHONES AND ACCESSORIES,0.1926,MEDIUM-LOW
847330,320512,SEWING MACHINES,0.1926,MEDIUM-LOW
847330,480213,"PARTS, EQUIPMENT, AND ACCESSORIES",0.1926,MEDIUM-LOW
847330,610130,MUSICAL INSTRUMENTS AND ACCESSORIES,0.0626,MEDIUM-LOW
847330,310332,SOUND EQUIPMENT ACCESSORIES,0.0626,MEDIUM-LOW
847330,380901,WOMEN''S ACCESSORIES,0.0594,MEDIUM-LOW
847330,360330,MEN''S ACCESSORIES,0.0594,MEDIUM-LOW
847330,390322,GIRLS'' ACCESSORIES,0.0594,MEDIUM-LOW
847330,370220,BOYS'' ACCESSORIES,0.0594,MEDIUM-LOW
847330,410901,INFANT ACCESSORIES,0.0594,MEDIUM-LOW
847340,320512,SEWING MACHINES,0.3508,MEDIUM
847340,320232,TELEPHONES AND ACCESSORIES,0.1379,MEDIUM
847340,480213,"PARTS, EQUIPMENT, AND ACCESSORIES",0.1379,MEDIUM
847340,610130,MUSICAL INSTRUMENTS AND ACCESSORIES,0.0554,MEDIUM-LOW
847340,310332,SOUND EQUIPMENT ACCESSORIES,0.0554,MEDIUM-LOW
847340,380901,WOMEN''S ACCESSORIES,0.0525,MEDIUM-LOW
847340,360330,MEN''S ACCESSORIES,0.0525,MEDIUM-LOW
847340,390322,GIRLS'' ACCESSORIES,0.0525,MEDIUM-LOW
847340,370220,BOYS'' ACCESSORIES,0.0525,MEDIUM-LOW
847340,410901,INFANT ACCESSORIES,0.0525,MEDIUM-LOW
847350,320512,SEWING MACHINES,0.4546,MEDIUM-LOW
847350,320232,TELEPHONES AND ACCESSORIES,0.2727,MEDIUM-LOW
847350,480213,"PARTS, EQUIPMENT, AND ACCESSORIES",0.2727,MEDIUM-LOW
847410,320512,SEWING MACHINES,1.0,MEDIUM-LOW
847420,320512,SEWING MACHINES,1.0,MEDIUM-LOW
847432,320512,SEWING MACHINES,1.0,MEDIUM-LOW
847439,320512,SEWING MACHINES,1.0,MEDIUM-LOW
847480,320512,SEWING MACHINES,0.4,MEDIUM-LOW
847480,320420,POWER TOOLS,0.3,MEDIUM-LOW
847480,470114,ALTERNATIVE FUELS,0.3,MEDIUM-LOW
847490,320512,SEWING MACHINES,1.0,MEDIUM-LOW
847510,320512,SEWING MACHINES,1.0,MEDIUM-LOW
847521,320512,SEWING MACHINES,1.0,MEDIUM-LOW
847529,320512,SEWING MACHINES,1.0,MEDIUM-LOW
847590,320512,SEWING MACHINES,1.0,MEDIUM-LOW
847621,320512,SEWING MACHINES,1.0,MEDIUM-LOW
847629,320512,SEWING MACHINES,1.0,MEDIUM-LOW
847681,320512,SEWING MACHINES,1.0,MEDIUM-LOW
847689,320512,SEWING MACHINES,1.0,MEDIUM-LOW
847690,320512,SEWING MACHINES,1.0,MEDIUM
847710,320512,SEWING MACHINES,0.5734,MEDIUM-LOW
847710,310220,"VIDEO CASSETTES, TAPES, AND DISCS",0.2267,MEDIUM
847710,310335,MISCELLANEOUS VIDEO EQUIPMENT,0.2,MEDIUM-LOW
847720,320430,OTHER HARDWARE,0.6981,HIGH
847720,310232,VIDEO GAME HARDWARE AND ACCESSORIES,0.302,MEDIUM-LOW
847730,320512,SEWING MACHINES,1.0,MEDIUM
847740,320512,SEWING MACHINES,1.0,MEDIUM
847751,490318,REPAIR TIRES AND OTHER REPAIR WORK,0.5331,MEDIUM
847751,480110,"TIRES - PURCHASED, REPLACED, INSTALLED",0.4669,MEDIUM-LOW
847790,320512,SEWING MACHINES,0.5449,MEDIUM
847790,490318,REPAIR TIRES AND OTHER REPAIR WORK,0.242,MEDIUM
847790,480110,"TIRES - PURCHASED, REPLACED, INSTALLED",0.2131,MEDIUM
847810,320512,SEWING MACHINES,1.0,MEDIUM
847890,320512,SEWING MACHINES,1.0,MEDIUM
847920,160211,FATS AND OILS,1.0,MEDIUM
847940,320512,SEWING MACHINES,1.0,MEDIUM
847981,320521,SMALL ELECTRIC KITCHEN APPLIANCES,0.3563,MEDIUM
847981,300900,MISCELLANEOUS HOUSEHOLD APPLIANCES,0.3219,MEDIUM-LOW
847981,320512,SEWING MACHINES,0.3219,MEDIUM-LOW
847982,320512,SEWING MACHINES,1.0,MEDIUM
847989,320111,"FLOOR COVERINGS, NONPERMANENT",0.1843,MEDIUM-LOW
847989,330210,OTHER LAUNDRY CLEANING PRODUCTS,0.1843,MEDIUM
847989,320512,SEWING MACHINES,0.0997,MEDIUM-LOW
847989,320521,SMALL ELECTRIC KITCHEN APPLIANCES,0.0987,MEDIUM
847989,300900,MISCELLANEOUS HOUSEHOLD APPLIANCES,0.0905,MEDIUM-LOW
847989,320130,INFANTS'' EQUIPMENT,0.0316,HIGH
847989,320611,"MATERIAL FOR INSULATION, OTHER MAINTENANCE AND",0.0263,MEDIUM
847989,320612,"MATERIAL FOR INSULATION, OTHER MAINTENANCE AND",0.0263,MEDIUM
847989,320613,"MATERIAL FOR INSULATION, OTHER MAINTENANCE",0.0263,MEDIUM
847989,320631,MATERIAL FOR LANDSCAPE MAINTENANCE,0.0263,MEDIUM
847989,320632,MATERIALS FOR LANDSCAPING MAINTENANCE,0.0263,MEDIUM
847989,320633,MATERIALS FOR LANDSCAPING MAINTENANCE,0.0263,MEDIUM
847989,160211,FATS AND OILS,0.0173,MEDIUM-LOW
847989,310331,MISCELLANEOUS SOUND EQUIPMENT,0.0169,MEDIUM-LOW
847989,310335,MISCELLANEOUS VIDEO EQUIPMENT,0.0169,MEDIUM-LOW
847989,320150,OUTDOOR EQUIPMENT,0.0169,MEDIUM-LOW
847989,610120,PLAYGROUND EQUIPMENT,0.0169,MEDIUM-LOW
847989,610230,PHOTOGRAPHIC EQUIPMENT,0.0169,MEDIUM-LOW
847989,470211,MOTOR OIL,0.0169,MEDIUM-LOW
847989,320905,MISCELLANEOUS HOUSEHOLD EQUIPMENT AND PARTS,0.0169,MEDIUM-LOW
847989,480213,"PARTS, EQUIPMENT, AND ACCESSORIES",0.0169,MEDIUM-LOW
847990,320111,"FLOOR COVERINGS, NONPERMANENT",0.3333,MEDIUM-LOW
847990,320420,POWER TOOLS,0.3333,MEDIUM-LOW
847990,300900,MISCELLANEOUS HOUSEHOLD APPLIANCES,0.1667,MEDIUM-LOW
847990,320512,SEWING MACHINES,0.1667,MEDIUM-LOW
848110,320420,POWER TOOLS,1.0,MEDIUM-LOW
848180,300900,MISCELLANEOUS HOUSEHOLD APPLIANCES,0.5,MEDIUM-LOW
848180,320130,INFANTS'' EQUIPMENT,0.0511,HIGH
848180,310331,MISCELLANEOUS SOUND EQUIPMENT,0.0304,MEDIUM
848180,310335,MISCELLANEOUS VIDEO EQUIPMENT,0.0304,MEDIUM
848180,320150,OUTDOOR EQUIPMENT,0.0304,MEDIUM
848180,610120,PLAYGROUND EQUIPMENT,0.0304,MEDIUM
848180,610230,PHOTOGRAPHIC EQUIPMENT,0.0304,MEDIUM
848180,320905,MISCELLANEOUS HOUSEHOLD EQUIPMENT AND PARTS,0.0304,MEDIUM
848180,480213,"PARTS, EQUIPMENT, AND ACCESSORIES",0.0304,MEDIUM
848180,600901,WATER SPORTS EQUIPMENT,0.0244,MEDIUM-LOW
848180,600902,OTHER SPORTS EQUIPMENT,0.0244,MEDIUM-LOW
848180,310332,SOUND EQUIPMENT ACCESSORIES,0.0234,MEDIUM-LOW
848180,320140,LAUNDRY AND CLEANING EQUIPMENT,0.0234,MEDIUM-LOW
848180,320410,LAWN AND GARDEN EQUIPMENT,0.0234,MEDIUM-LOW
848180,240123,TOOLS AND EQUIPMENT FOR PAINTING AND,0.0234,MEDIUM-LOW
848180,240213,MATERIALS AND EQUIPMENT FOR ROOF AND GUTTERS,0.0234,MEDIUM-LOW
848180,240311,PLUMBING SUPPLIES AND EQUIPMENT,0.0234,MEDIUM-LOW
848180,240312,PLUMBING SUPPLIES AND EQUIPMENT,0.0234,MEDIUM-LOW
848180,240313,PLUMBING SUPPLIES AND EQUIPMENT,0.0234,MEDIUM-LOW
848190,300900,MISCELLANEOUS HOUSEHOLD APPLIANCES,1.0,MEDIUM-LOW
848210,320130,INFANTS'' EQUIPMENT,0.1017,HIGH
848210,310331,MISCELLANEOUS SOUND EQUIPMENT,0.0604,MEDIUM
848210,310335,MISCELLANEOUS VIDEO EQUIPMENT,0.0604,MEDIUM
848210,320150,OUTDOOR EQUIPMENT,0.0604,MEDIUM
848210,610120,PLAYGROUND EQUIPMENT,0.0604,MEDIUM
848210,610230,PHOTOGRAPHIC EQUIPMENT,0.0604,MEDIUM
848210,320905,MISCELLANEOUS HOUSEHOLD EQUIPMENT AND PARTS,0.0604,MEDIUM
848210,480213,"PARTS, EQUIPMENT, AND ACCESSORIES",0.0604,MEDIUM
848210,600901,WATER SPORTS EQUIPMENT,0.0512,MEDIUM-LOW
848210,600902,OTHER SPORTS EQUIPMENT,0.0512,MEDIUM-LOW
848210,310332,SOUND EQUIPMENT ACCESSORIES,0.0466,MEDIUM-LOW
848210,320140,LAUNDRY AND CLEANING EQUIPMENT,0.0466,MEDIUM-LOW
848210,320410,LAWN AND GARDEN EQUIPMENT,0.0466,MEDIUM-LOW
848210,240123,TOOLS AND EQUIPMENT FOR PAINTING AND,0.0466,MEDIUM-LOW
848210,240213,MATERIALS AND EQUIPMENT FOR ROOF AND GUTTERS,0.0466,MEDIUM-LOW
848210,240311,PLUMBING SUPPLIES AND EQUIPMENT,0.0466,MEDIUM-LOW
848210,240312,PLUMBING SUPPLIES AND EQUIPMENT,0.0466,MEDIUM-LOW
848210,240313,PLUMBING SUPPLIES AND EQUIPMENT,0.0466,MEDIUM-LOW
848280,320130,INFANTS'' EQUIPMENT,0.1019,HIGH
848280,310331,MISCELLANEOUS SOUND EQUIPMENT,0.0605,MEDIUM
848280,310335,MISCELLANEOUS VIDEO EQUIPMENT,0.0605,MEDIUM
848280,320150,OUTDOOR EQUIPMENT,0.0605,MEDIUM
848280,610120,PLAYGROUND EQUIPMENT,0.0605,MEDIUM
848280,610230,PHOTOGRAPHIC EQUIPMENT,0.0605,MEDIUM
848280,320905,MISCELLANEOUS HOUSEHOLD EQUIPMENT AND PARTS,0.0605,MEDIUM
848280,480213,"PARTS, EQUIPMENT, AND ACCESSORIES",0.0605,MEDIUM
848280,600901,WATER SPORTS EQUIPMENT,0.0501,MEDIUM-LOW
848280,600902,OTHER SPORTS EQUIPMENT,0.0501,MEDIUM-LOW
848280,310332,SOUND EQUIPMENT ACCESSORIES,0.0468,MEDIUM-LOW
848280,320140,LAUNDRY AND CLEANING EQUIPMENT,0.0468,MEDIUM-LOW
848280,320410,LAWN AND GARDEN EQUIPMENT,0.0468,MEDIUM-LOW
848280,240123,TOOLS AND EQUIPMENT FOR PAINTING AND,0.0468,MEDIUM-LOW
848280,240213,MATERIALS AND EQUIPMENT FOR ROOF AND GUTTERS,0.0468,MEDIUM-LOW
848280,240311,PLUMBING SUPPLIES AND EQUIPMENT,0.0468,MEDIUM-LOW
848280,240312,PLUMBING SUPPLIES AND EQUIPMENT,0.0468,MEDIUM-LOW
848280,240313,PLUMBING SUPPLIES AND EQUIPMENT,0.0468,MEDIUM-LOW
848291,320130,INFANTS'' EQUIPMENT,0.102,HIGH
848291,310331,MISCELLANEOUS SOUND EQUIPMENT,0.0606,MEDIUM
848291,310335,MISCELLANEOUS VIDEO EQUIPMENT,0.0606,MEDIUM
848291,320150,OUTDOOR EQUIPMENT,0.0606,MEDIUM
848291,610120,PLAYGROUND EQUIPMENT,0.0606,MEDIUM
848291,610230,PHOTOGRAPHIC EQUIPMENT,0.0606,MEDIUM
848291,320905,MISCELLANEOUS HOUSEHOLD EQUIPMENT AND PARTS,0.0606,MEDIUM
848291,480213,"PARTS, EQUIPMENT, AND ACCESSORIES",0.0606,MEDIUM
848291,600901,WATER SPORTS EQUIPMENT,0.0499,MEDIUM-LOW
848291,600902,OTHER SPORTS EQUIPMENT,0.0499,MEDIUM-LOW
848291,310332,SOUND EQUIPMENT ACCESSORIES,0.0468,MEDIUM-LOW
848291,320140,LAUNDRY AND CLEANING EQUIPMENT,0.0468,MEDIUM-LOW
848291,320410,LAWN AND GARDEN EQUIPMENT,0.0468,MEDIUM-LOW
848291,240123,TOOLS AND EQUIPMENT FOR PAINTING AND,0.0468,MEDIUM-LOW
848291,240213,MATERIALS AND EQUIPMENT FOR ROOF AND GUTTERS,0.0468,MEDIUM-LOW
848291,240311,PLUMBING SUPPLIES AND EQUIPMENT,0.0468,MEDIUM-LOW
848291,240312,PLUMBING SUPPLIES AND EQUIPMENT,0.0468,MEDIUM-LOW
848291,240313,PLUMBING SUPPLIES AND EQUIPMENT,0.0468,MEDIUM-LOW
848299,320130,INFANTS'' EQUIPMENT,0.1021,HIGH
848299,310331,MISCELLANEOUS SOUND EQUIPMENT,0.0606,MEDIUM
848299,310335,MISCELLANEOUS VIDEO EQUIPMENT,0.0606,MEDIUM
848299,320150,OUTDOOR EQUIPMENT,0.0606,MEDIUM
848299,610120,PLAYGROUND EQUIPMENT,0.0606,MEDIUM
848299,610230,PHOTOGRAPHIC EQUIPMENT,0.0606,MEDIUM
848299,320905,MISCELLANEOUS HOUSEHOLD EQUIPMENT AND PARTS,0.0606,MEDIUM
848299,480213,"PARTS, EQUIPMENT, AND ACCESSORIES",0.0606,MEDIUM
848299,600901,WATER SPORTS EQUIPMENT,0.0495,MEDIUM-LOW
848299,600902,OTHER SPORTS EQUIPMENT,0.0495,MEDIUM-LOW
848299,310332,SOUND EQUIPMENT ACCESSORIES,0.0468,MEDIUM-LOW
848299,320140,LAUNDRY AND CLEANING EQUIPMENT,0.0468,MEDIUM-LOW
848299,320410,LAWN AND GARDEN EQUIPMENT,0.0468,MEDIUM-LOW
848299,240123,TOOLS AND EQUIPMENT FOR PAINTING AND,0.0468,MEDIUM-LOW
848299,240213,MATERIALS AND EQUIPMENT FOR ROOF AND GUTTERS,0.0468,MEDIUM-LOW
848299,240311,PLUMBING SUPPLIES AND EQUIPMENT,0.0468,MEDIUM-LOW
848299,240312,PLUMBING SUPPLIES AND EQUIPMENT,0.0468,MEDIUM-LOW
848299,240313,PLUMBING SUPPLIES AND EQUIPMENT,0.0468,MEDIUM-LOW
848310,450220,NEW MOTORCYCLES,0.5,MEDIUM-HIGH
848310,460902,USED MOTORCYCLES,0.5,MEDIUM-HIGH
848320,320130,INFANTS'' EQUIPMENT,0.1021,HIGH
848320,310331,MISCELLANEOUS SOUND EQUIPMENT,0.0607,MEDIUM
848320,310335,MISCELLANEOUS VIDEO EQUIPMENT,0.0607,MEDIUM
848320,320150,OUTDOOR EQUIPMENT,0.0607,MEDIUM
848320,610120,PLAYGROUND EQUIPMENT,0.0607,MEDIUM
848320,610230,PHOTOGRAPHIC EQUIPMENT,0.0607,MEDIUM
848320,320905,MISCELLANEOUS HOUSEHOLD EQUIPMENT AND PARTS,0.0607,MEDIUM
848320,480213,"PARTS, EQUIPMENT, AND ACCESSORIES",0.0607,MEDIUM
848320,600901,WATER SPORTS EQUIPMENT,0.0493,MEDIUM-LOW
848320,600902,OTHER SPORTS EQUIPMENT,0.0493,MEDIUM-LOW
848320,310332,SOUND EQUIPMENT ACCESSORIES,0.0468,MEDIUM-LOW
848320,320140,LAUNDRY AND CLEANING EQUIPMENT,0.0468,MEDIUM-LOW
848320,320410,LAWN AND GARDEN EQUIPMENT,0.0468,MEDIUM-LOW
848320,240123,TOOLS AND EQUIPMENT FOR PAINTING AND,0.0468,MEDIUM-LOW
848320,240213,MATERIALS AND EQUIPMENT FOR ROOF AND GUTTERS,0.0468,MEDIUM-LOW
848320,240311,PLUMBING SUPPLIES AND EQUIPMENT,0.0468,MEDIUM-LOW
848320,240312,PLUMBING SUPPLIES AND EQUIPMENT,0.0468,MEDIUM-LOW
848320,240313,PLUMBING SUPPLIES AND EQUIPMENT,0.0468,MEDIUM-LOW
848330,320130,INFANTS'' EQUIPMENT,0.1019,HIGH
848330,310331,MISCELLANEOUS SOUND EQUIPMENT,0.0605,MEDIUM
848330,310335,MISCELLANEOUS VIDEO EQUIPMENT,0.0605,MEDIUM
848330,320150,OUTDOOR EQUIPMENT,0.0605,MEDIUM
848330,610120,PLAYGROUND EQUIPMENT,0.0605,MEDIUM
848330,610230,PHOTOGRAPHIC EQUIPMENT,0.0605,MEDIUM
848330,320905,MISCELLANEOUS HOUSEHOLD EQUIPMENT AND PARTS,0.0605,MEDIUM
848330,480213,"PARTS, EQUIPMENT, AND ACCESSORIES",0.0605,MEDIUM
848330,600901,WATER SPORTS EQUIPMENT,0.0502,MEDIUM-LOW
848330,600902,OTHER SPORTS EQUIPMENT,0.0502,MEDIUM-LOW
848330,310332,SOUND EQUIPMENT ACCESSORIES,0.0467,MEDIUM-LOW
848330,320140,LAUNDRY AND CLEANING EQUIPMENT,0.0467,MEDIUM-LOW
848330,320410,LAWN AND GARDEN EQUIPMENT,0.0467,MEDIUM-LOW
848330,240123,TOOLS AND EQUIPMENT FOR PAINTING AND,0.0467,MEDIUM-LOW
848330,240213,MATERIALS AND EQUIPMENT FOR ROOF AND GUTTERS,0.0467,MEDIUM-LOW
848330,240311,PLUMBING SUPPLIES AND EQUIPMENT,0.0467,MEDIUM-LOW
848330,240312,PLUMBING SUPPLIES AND EQUIPMENT,0.0467,MEDIUM-LOW
848330,240313,PLUMBING SUPPLIES AND EQUIPMENT,0.0467,MEDIUM-LOW
848340,320512,SEWING MACHINES,0.5,MEDIUM-LOW
848340,320130,INFANTS'' EQUIPMENT,0.0507,HIGH
848340,310331,MISCELLANEOUS SOUND EQUIPMENT,0.0301,MEDIUM
848340,310335,MISCELLANEOUS VIDEO EQUIPMENT,0.0301,MEDIUM
848340,320150,OUTDOOR EQUIPMENT,0.0301,MEDIUM
848340,610120,PLAYGROUND EQUIPMENT,0.0301,MEDIUM
848340,610230,PHOTOGRAPHIC EQUIPMENT,0.0301,MEDIUM
848340,320905,MISCELLANEOUS HOUSEHOLD EQUIPMENT AND PARTS,0.0301,MEDIUM
848340,480213,"PARTS, EQUIPMENT, AND ACCESSORIES",0.0301,MEDIUM
848340,600901,WATER SPORTS EQUIPMENT,0.0261,MEDIUM
848340,600902,OTHER SPORTS EQUIPMENT,0.0261,MEDIUM
848340,310332,SOUND EQUIPMENT ACCESSORIES,0.0232,MEDIUM-LOW
848340,320140,LAUNDRY AND CLEANING EQUIPMENT,0.0232,MEDIUM-LOW
848340,320410,LAWN AND GARDEN EQUIPMENT,0.0232,MEDIUM-LOW
848340,240123,TOOLS AND EQUIPMENT FOR PAINTING AND,0.0232,MEDIUM-LOW
848340,240213,MATERIALS AND EQUIPMENT FOR ROOF AND GUTTERS,0.0232,MEDIUM-LOW
848340,240311,PLUMBING SUPPLIES AND EQUIPMENT,0.0232,MEDIUM-LOW
848340,240312,PLUMBING SUPPLIES AND EQUIPMENT,0.0232,MEDIUM-LOW
848340,240313,PLUMBING SUPPLIES AND EQUIPMENT,0.0232,MEDIUM-LOW
848390,320130,INFANTS'' EQUIPMENT,0.102,HIGH
848390,310331,MISCELLANEOUS SOUND EQUIPMENT,0.0606,MEDIUM
848390,310335,MISCELLANEOUS VIDEO EQUIPMENT,0.0606,MEDIUM
848390,320150,OUTDOOR EQUIPMENT,0.0606,MEDIUM
848390,610120,PLAYGROUND EQUIPMENT,0.0606,MEDIUM
848390,610230,PHOTOGRAPHIC EQUIPMENT,0.0606,MEDIUM
848390,320905,MISCELLANEOUS HOUSEHOLD EQUIPMENT AND PARTS,0.0606,MEDIUM
848390,480213,"PARTS, EQUIPMENT, AND ACCESSORIES",0.0606,MEDIUM
848390,600901,WATER SPORTS EQUIPMENT,0.0499,MEDIUM-LOW
848390,600902,OTHER SPORTS EQUIPMENT,0.0499,MEDIUM-LOW
848390,310332,SOUND EQUIPMENT ACCESSORIES,0.0468,MEDIUM-LOW
848390,320140,LAUNDRY AND CLEANING EQUIPMENT,0.0468,MEDIUM-LOW
848390,320410,LAWN AND GARDEN EQUIPMENT,0.0468,MEDIUM-LOW
848390,240123,TOOLS AND EQUIPMENT FOR PAINTING AND,0.0468,MEDIUM-LOW
848390,240213,MATERIALS AND EQUIPMENT FOR ROOF AND GUTTERS,0.0468,MEDIUM-LOW
848390,240311,PLUMBING SUPPLIES AND EQUIPMENT,0.0468,MEDIUM-LOW
848390,240312,PLUMBING SUPPLIES AND EQUIPMENT,0.0468,MEDIUM-LOW
848390,240313,PLUMBING SUPPLIES AND EQUIPMENT,0.0468,MEDIUM-LOW
848610,320512,SEWING MACHINES,1.0,MEDIUM-LOW
848620,320512,SEWING MACHINES,1.0,MEDIUM-LOW
848630,320512,SEWING MACHINES,1.0,MEDIUM-LOW
848640,320512,SEWING MACHINES,1.0,MEDIUM-LOW
848690,320232,TELEPHONES AND ACCESSORIES,0.3333,MEDIUM-LOW
848690,320512,SEWING MACHINES,0.3333,MEDIUM-LOW
848690,480213,"PARTS, EQUIPMENT, AND ACCESSORIES",0.3333,MEDIUM-LOW
848790,160211,FATS AND OILS,0.505,MEDIUM-LOW
848790,470211,MOTOR OIL,0.495,MEDIUM-LOW
850132,320420,POWER TOOLS,0.5,MEDIUM-LOW
850132,460903,USED AIRCRAFT,0.25,HIGH
850132,450900,NEW AIRCRAFT,0.25,HIGH
850133,460903,USED AIRCRAFT,0.5,HIGH
850133,450900,NEW AIRCRAFT,0.5,HIGH
