code_type,code,description,reason
HS6,441234,"Plywood; consisting only of sheets of wood (not bamboo), each ply 6mm or thinner, with at least one outer ply of non-coniferous wood not listed in subheading 4412.33",No UCC match found above confidence threshold
HS6,441239,"Plywood; consisting only of sheets of wood (not bamboo), each ply 6mm or thinner, with both outer plies of coniferous wood",No UCC match found above confidence threshold
HS6,441294,"Blockboard, laminboard and battenboard (not bamboo, and other than plywood consisting only of sheets of wood each ply 6mm or thinner)",No UCC match found above confidence threshold
HS6,441299,"Plywood, veneered panels and similar laminated wood (other than blockboard, laminboard and battenboard, other than of bamboo, and other than plywood consisting only of sheets of wood each ply 6mm or thinner)",No UCC match found above confidence threshold
HS6,441300,"Wood; densified wood, in blocks, plates, strips or profile shapes",No UCC match found above confidence threshold
HS6,441510,"Wood; cases, boxes, crates, drums, similar packings and cable-drums",No UCC match found above confidence threshold
HS6,441520,"Wood; pallets, box pallets and other load boards; pallet collars",No UCC match found above confidence threshold
HS6,441810,"Wood; windows, French-windows and their frames",No UCC match found above confidence threshold
HS6,441820,Wood; doors and their frames and thresholds,No UCC match found above confidence threshold
HS6,441873,"Wood; assembled flooring panels, of bamboo or with at least the top layer (wear layer) of bamboo",No UCC match found above confidence threshold
HS6,441874,"Wood; assembled flooring panels, not of bamboo or with at least the top layer (wear layer) of bamboo, for mosaic floors",No UCC match found above confidence threshold
HS6,441875,"Wood; assembled flooring panels, not of bamboo or with at least the top layer (wear layer) of bamboo, multilayer",No UCC match found above confidence threshold
HS6,441879,"Wood; assembled flooring panels, n.e.c in headings 4418.73, 4418.74 or 4418.75",No UCC match found above confidence threshold
HS6,450200,"Cork; natural cork, debacked or roughly squared, or in rectangular (including square) blocks, plates, sheets or strip, (including sharp-edged blanks for corks or stoppers)",No UCC match found above confidence threshold
HS6,450310,"Cork; corks and stoppers, of natural cork",No UCC match found above confidence threshold
HS6,450410,"Cork; blocks, plates, sheets and strip, tiles of any shape, solid cylinders (including discs), of agglomerated cork (with or without a binding substance)",No UCC match found above confidence threshold
HS6,470200,"Wood pulp; chemical wood pulp, dissolving grades",No UCC match found above confidence threshold
HS6,470411,"Wood pulp; chemical wood pulp, sulphite, (other than dissolving grades), unbleached, of coniferous wood",No UCC match found above confidence threshold
HS6,470419,"Wood pulp; chemical wood pulp, sulphite, (other than dissolving grades), unbleached, of non-coniferous wood",No UCC match found above confidence threshold
HS6,470421,"Wood pulp; chemical wood pulp, sulphite, (other than dissolving grades), semi-bleached or bleached, of coniferous wood",No UCC match found above confidence threshold
HS6,470429,"Wood pulp; chemical wood pulp, sulphite, (other than dissolving grades), semi-bleached or bleached, of non-coniferous wood",No UCC match found above confidence threshold
HS6,470500,Wood pulp; obtained by a combination of mechanical and chemical pulping processes,No UCC match found above confidence threshold
HS6,470630,Pulp; of bamboo,No UCC match found above confidence threshold
HS6,530110,"Flax; raw or retted, but not spun",No UCC match found above confidence threshold
HS6,530121,"Flax; broken or scutched, but not spun",No UCC match found above confidence threshold
HS6,530130,"Flax; tow and waste, including yarn waste and garnetted stock",No UCC match found above confidence threshold
HS6,530210,"Hemp (cannabis sativa L.); raw or retted, but not spun",No UCC match found above confidence threshold
HS6,530620,"Yarn; of flax, multiple (folded) or cabled",No UCC match found above confidence threshold
HS6,530810,Yarn; of coir,No UCC match found above confidence threshold
HS6,530820,Yarn; of hemp (cannabis sativa L.),No UCC match found above confidence threshold
HS6,560600,"Yarn and strip and the like of heading no. 5404 or 5405; gimped, (other than those of heading no. 5406 and gimped horsehair yarn); chenille yarn (including flock chenille yarn); loop wale-yarn",No UCC match found above confidence threshold
HS6,580136,"Fabrics; chenille, of man-made fibres, other than fabrics of heading no. 5802 or 5806",No UCC match found above confidence threshold
HS6,580300,Gauze; other than narrow fabrics of heading no. 5806,No UCC match found above confidence threshold
HS6,580421,"Lace; mechanically made, of man-made fibres in the piece, in strips or in motifs, (other than fabrics of headings 60.02 to 60.06)",No UCC match found above confidence threshold
HS6,580810,Braids; in the piece,No UCC match found above confidence threshold
HS6,590410,"Linoleum, whether or not cut to shape",No UCC match found above confidence threshold
HS6,650610,"Headgear; safety, whether or not lined or trimmed",No UCC match found above confidence threshold
HS6,650700,"Head-bands, linings, covers, hat foundations, hat frames, peaks and chinstraps; for headgear",No UCC match found above confidence threshold
HS6,660199,Umbrellas and sun umbrellas; n.e.c. in heading no. 6601 (including walking stick umbrellas),No UCC match found above confidence threshold
HS6,660200,"Walking-sticks, seat-sticks, whips, riding-crops and the like",No UCC match found above confidence threshold
HS6,660320,Umbrella frames; including frames mounted on shafts (sticks),No UCC match found above confidence threshold
HS6,680100,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",No UCC match found above confidence threshold
HS6,680221,"Marble, travertine and alabaster; simply cut or sawn, with a flat or even surface",No UCC match found above confidence threshold
HS6,680410,"Millstones and grindstones; for milling, grinding or pulping",No UCC match found above confidence threshold
HS6,680422,"Millstones, grindstones, grinding wheels and the like; of other agglomerated abrasives or of ceramics",No UCC match found above confidence threshold
HS6,680423,"Millstones, grindstones, grinding wheels and the like; of natural stone",No UCC match found above confidence threshold
HS6,680620,"Exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials (including intermixtures thereof)",No UCC match found above confidence threshold
HS6,681381,Brake linings and pads; with a basis of mineral substances or cellulose (other than asbestos),No UCC match found above confidence threshold
HS6,690410,Ceramic building bricks,No UCC match found above confidence threshold
HS6,690490,"Ceramic flooring blocks, supports or filler tiles and the like (excluding building bricks)",No UCC match found above confidence threshold
HS6,690600,"Ceramic pipes, conduits, guttering and pipe fittings",No UCC match found above confidence threshold
HS6,690730,"Mosaic cubes and the like, other than those of subheading 6907.40",No UCC match found above confidence threshold
HS6,690911,"Ceramic wares; for laboratory, chemical or other technical uses, of porcelain or china",No UCC match found above confidence threshold
HS6,700100,"Glass; cullet and other waste and scrap of glass, glass in the mass",No UCC match found above confidence threshold
HS6,700210,"Glass; unworked, in balls (other than microspheres of heading no. 7018)",No UCC match found above confidence threshold
HS6,700220,"Glass; unworked, in rods",No UCC match found above confidence threshold
HS6,700231,"Glass; unworked, in tubes, of fused quartz or other fused silica",No UCC match found above confidence threshold
HS6,700232,"Glass; unworked, tubes, of glass having a linear coefficient of expansion not exceeding 5 x 10 (to the minus 6), (or 0.000005) per Kelvin within a temperature range of 0-300 degrees C",No UCC match found above confidence threshold
HS6,700239,"Glass; unworked, in tubes, other than of glass having a linear coefficient of expansion not exceeding 5 x 10 (to the minus 6, (or 0.000005) ) per Kelvin within a temperature range of 0-300 degrees C, not fused quartz or other fused silica",No UCC match found above confidence threshold
HS6,700320,"Glass; cast glass and rolled glass, wired sheets, whether or not having an absorbent or reflecting layer but not otherwise worked",No UCC match found above confidence threshold
HS6,700330,"Glass; cast glass and rolled glass, profiles, not otherwise worked",No UCC match found above confidence threshold
HS6,700600,"Glass of heading no. 7003, 7004 or 7005; bent, edge-worked, engraved, drilled, enamelled or otherwise worked, but not framed or fitted with other materials",No UCC match found above confidence threshold
HS6,700800,Glass; multiple-walled insulating units of glass,No UCC match found above confidence threshold
HS6,701020,"Glass; stoppers, lids and other closures",No UCC match found above confidence threshold
HS6,701322,"Stemware drinking glasses, of lead crystal",No UCC match found above confidence threshold
HS6,701328,"Stemware drinking glasses, other than of lead crystal or glass-ceramics",No UCC match found above confidence threshold
HS6,701510,"Glasses for corrective spectacles; curved, bent, hollowed or the like, not optically worked",No UCC match found above confidence threshold
HS6,701810,"Glass; beads, imitation pearls, imitation precious or semi-precious stones and similar glass smallwares",No UCC match found above confidence threshold
HS6,701820,Glass microspheres; not exceeding 1mm in diameter,No UCC match found above confidence threshold
HS6,701990,Glass fibres; n.e.c. in heading no. 7019,No UCC match found above confidence threshold
HS6,710110,"Pearls; natural, whether or not worked or graded (but not strung, mounted or set), temporarily strung for the convenience of transport",No UCC match found above confidence threshold
HS6,710121,"Pearls; cultured, unworked, whether or not graded (but not strung, mounted or set), temporarily strung for the convenience of transport",No UCC match found above confidence threshold
HS6,710122,"Pearls; cultured, worked, whether or not graded (but not strung, mounted or set), temporarily strung for the convenience of transport",No UCC match found above confidence threshold
HS6,710391,"Stones; rubies, sapphires and emeralds, worked (other than simply sawn or roughly shaped), not strung, mounted or set",No UCC match found above confidence threshold
HS6,720221,"Ferro-alloys; ferro-silicon, containing by weight more than 55% of silicon",No UCC match found above confidence threshold
HS6,720229,"Ferro-alloys; ferro-silicon, containing by weight 55% or less of silicon",No UCC match found above confidence threshold
HS6,720230,Ferro-alloys; ferro-silico-manganese,No UCC match found above confidence threshold
HS6,720250,Ferro-alloys; ferro-silico-chromium,No UCC match found above confidence threshold
HS6,720260,Ferro-alloys; ferro-nickel,No UCC match found above confidence threshold
HS6,720270,Ferro-alloys; ferro-molybdenum,No UCC match found above confidence threshold
HS6,720280,Ferro-alloys; ferro-tungsten and ferro-silico-tungsten,No UCC match found above confidence threshold
HS6,720291,Ferro-alloys; ferro-titanium and ferro-silico-titanium,No UCC match found above confidence threshold
HS6,720292,Ferro-alloys; ferro-vanadium,No UCC match found above confidence threshold
HS6,720293,Ferro-alloys; ferro-niobium,No UCC match found above confidence threshold
HS6,720299,Ferro-alloys; n.e.c. in heading no. 7202,No UCC match found above confidence threshold
HS6,720410,Ferrous waste and scrap; of cast iron,No UCC match found above confidence threshold
HS6,720421,Ferrous waste and scrap; of stainless steel,No UCC match found above confidence threshold
HS6,720429,Ferrous waste and scrap; of alloy steel (excluding stainless),No UCC match found above confidence threshold
HS6,720430,Ferrous waste and scrap; of tinned iron or steel,No UCC match found above confidence threshold
HS6,720449,Ferrous waste and scrap; n.e.c. in heading no. 7204,No UCC match found above confidence threshold
HS6,720610,Iron or non-alloy steel; ingots (excluding iron of heading no. 7203),No UCC match found above confidence threshold
HS6,720690,Iron or non-alloy steel; primary forms (excluding ingots and iron of heading no. 7203),No UCC match found above confidence threshold
HS6,720810,"Iron or non-alloy steel; in coils, flat-rolled, of a width 600mm or more, hot-rolled, with patterns in relief",No UCC match found above confidence threshold
HS6,720825,"Iron or non-alloy steel; in coils, without patterns in relief, flat-rolled, of a width 600mm or more, hot-rolled, pickled, of a thickness of 4.75mm or more",No UCC match found above confidence threshold
HS6,720826,"Iron or non-alloy steel; in coils, without patterns in relief, flat-rolled, of a width 600mm or more, hot-rolled, pickled, of a thickness of 3mm or more but less than 4.75mm",No UCC match found above confidence threshold
HS6,720827,"Iron or non-alloy steel; in coils, without patterns in relief, flat-rolled, of a width 600mm or more, hot-rolled, pickled, of a thickness of less than 3mm",No UCC match found above confidence threshold
HS6,720836,"Iron or non-alloy steel; in coils, without patterns in relief, flat-rolled, of a width 600mm or more, hot-rolled, of a thickness exceeding 10mm",No UCC match found above confidence threshold
HS6,720837,"Iron or non-alloy steel; in coils, without patterns in relief, flat-rolled, of a width 600mm or more, hot-rolled, of a thickness of 4.75mm or more but not exceeding 10mm",No UCC match found above confidence threshold
HS6,720838,"Iron or non-alloy steel; in coils, without patterns in relief, flat-rolled, of a width 600mm or more, hot-rolled, of a thickness of 3mm or more but less than 4.75mm",No UCC match found above confidence threshold
HS6,720839,"Iron or non-alloy steel; in coils, without patterns in relief, flat-rolled, of a width 600mm or more, hot-rolled, of a thickness of less than 3mm",No UCC match found above confidence threshold
HS6,720840,"Iron or non-alloy steel; (not in coils), flat-rolled, of a width 600mm or more, hot-rolled, with patterns in relief",No UCC match found above confidence threshold
HS6,720851,"Iron or non-alloy steel; (not in coils), flat-rolled, of a width 600mm or more, hot-rolled, without patterns in relief, of a thickness exceeding 10mm",No UCC match found above confidence threshold
HS6,720852,"Iron or non-alloy steel; (not in coils), flat-rolled, of a width 600mm or more, hot-rolled, without patterns in relief, of a thickness of 4.75mm or more but not exceeding 10mm",No UCC match found above confidence threshold
HS6,720853,"Iron or non-alloy steel; (not in coils), flat-rolled, of a width 600mm or more, hot-rolled, without patterns in relief, of a thickness of 3mm or more but less than 4.75mm",No UCC match found above confidence threshold
HS6,720854,"Iron or non-alloy steel; (not in coils), flat-rolled, of a width 600mm or more, hot-rolled, without patterns in relief, of a thickness of less than 3mm",No UCC match found above confidence threshold
HS6,720890,"Iron or non-alloy steel; flat-rolled, hot-rolled, of a width 600mm or more, n.e.c. in heading no. 7208",No UCC match found above confidence threshold
HS6,720915,"Iron or non-alloy steel; in coils, flat-rolled, width 600mm or more, cold-rolled, of a thickness of 3mm or more",No UCC match found above confidence threshold
HS6,720916,"Iron or non-alloy steel; in coils, flat-rolled, width 600mm or more, cold-rolled, of a thickness exceeding 1mm but less than 3mm",No UCC match found above confidence threshold
HS6,720917,"Iron or non-alloy steel; in coils, flat-rolled, width 600mm or more, cold-rolled, of a thickness of 0.5mm or more but not exceeding 1mm",No UCC match found above confidence threshold
HS6,720918,"Iron or non-alloy steel; in coils, flat-rolled, width 600mm or more, cold-rolled, of a thickness of less than 0.5mm",No UCC match found above confidence threshold
HS6,720925,"Iron or non-alloy steel; (not in coils), flat-rolled, width 600mm or more, cold-rolled, of a thickness of 3mm or more",No UCC match found above confidence threshold
HS6,720926,"Iron or non-alloy steel; (not in coils), flat-rolled, width 600mm or more, cold-rolled, of a thickness exceeding 1mm but less than 3mm",No UCC match found above confidence threshold
HS6,720927,"Iron or non-alloy steel; (not in coils), flat-rolled, width 600mm or more, cold-rolled, of a thickness of 0.5mm or more but not exceeding 1mm",No UCC match found above confidence threshold
HS6,720928,"Iron or non-alloy steel; (not in coils), flat-rolled, width 600mm or more, cold-rolled, of a thickness of less than 0.5mm",No UCC match found above confidence threshold
HS6,720990,"Iron or non-alloy steel; flat-rolled, width 600mm or more, cold-rolled, n.e.c. in heading no. 7209",No UCC match found above confidence threshold
HS6,721113,"Iron or non-alloy steel; flat-rolled, hot-rolled, rolled on four faces or in a closed box pass, of a width more than 150mm but less than 600mm, 4mm thick or more, not in coils, without patterns in relief",No UCC match found above confidence threshold
HS6,721114,"Iron or non-alloy steel; flat-rolled, hot-rolled, of a width less than 600mm, 4.75mm thick or more, excluding those of item no. 7211.13",No UCC match found above confidence threshold
HS6,721119,"Iron or non-alloy steel; flat-rolled, hot-rolled, of a width less than 600mm, less than 4.75mm thick, excluding those of item no. 7211.13",No UCC match found above confidence threshold
HS6,721190,"Iron or non-alloy steel; flat-rolled, n.e.c. in heading no. 7211, width less than 600mm",No UCC match found above confidence threshold
HS6,721260,"Iron or non-alloy steel; flat-rolled, width less than 600mm, clad",No UCC match found above confidence threshold
HS6,721310,"Iron or non-alloy steel; bars and rods, hot-rolled, in irregularly wound coils, containing indentations, ribs, grooves or other deformations produced during the rolling process",No UCC match found above confidence threshold
HS6,721320,"Iron or non-alloy steel; bars and rods, hot-rolled, in irregularly wound coils, of free-cutting steel",No UCC match found above confidence threshold
HS6,721391,"Iron or non-alloy steel; bars and rods, hot-rolled, in irregularly wound coils, n.e.c. in heading no. 7213, of circular cross-section measuring less than 14mm in diameter",No UCC match found above confidence threshold
HS6,721399,"Iron or non-alloy steel; bars and rods, hot-rolled, in irregularly wound coils, n.e.c. in heading no. 7213, of circular cross-section measuring 14mm or more in diameter",No UCC match found above confidence threshold
HS6,721410,"Iron or non-alloy steel; bars and rods, forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling",No UCC match found above confidence threshold
HS6,721420,"Iron or non-alloy steel; bars and rods, hot-rolled, hot-drawn or hot-extruded, containing indentations, ribs, grooves or other deformations produced during the rolling process or twisted after rolling",No UCC match found above confidence threshold
HS6,721430,"Iron or non-alloy steel; bars and rods, hot-rolled, hot-drawn or hot-extruded, including those twisted after rolling, of free-cutting steel",No UCC match found above confidence threshold
HS6,721491,"Iron or non-alloy steel; bars and rods, hot-rolled, hot-drawn or hot-extruded, n.e.c. in heading no. 7214, of rectangular (other than square) cross-section",No UCC match found above confidence threshold
HS6,721499,"Iron or non-alloy steel; bars and rods, hot-rolled, hot-drawn or hot-extruded, n.e.c. in heading no. 7214, other than of rectangular cross-section",No UCC match found above confidence threshold
HS6,721510,"Iron or non-alloy steel; bars and rods, of free-cutting steel, cold-formed or cold-finished, n.e.c. in chapter 72",No UCC match found above confidence threshold
HS6,721550,"Iron or non-alloy steel; bars and rods, n.e.c. in chapter 72, cold-formed or cold-finished, (not free-cutting)",No UCC match found above confidence threshold
HS6,721590,"Iron or non-alloy steel; bars and rods, n.e.c. in chapter 72, n.e.c. in heading no. 7215",No UCC match found above confidence threshold
HS6,721610,"Iron or non-alloy steel; U, I or H sections, hot-rolled, hot-drawn or extruded, of a height of less than 80mm",No UCC match found above confidence threshold
HS6,721621,"Iron or non-alloy steel; L sections, hot-rolled, hot-drawn or extruded, of a height of less than 80mm",No UCC match found above confidence threshold
HS6,721622,"Iron or non-alloy steel; T sections, hot-rolled, hot-drawn or extruded, of a height less than 80mm",No UCC match found above confidence threshold
HS6,721631,"Iron or non-alloy steel; U sections, hot-rolled, hot-drawn or extruded, of a height of 80mm or more",No UCC match found above confidence threshold
HS6,721632,"Iron or non-alloy steel; I sections, hot-rolled, hot-drawn or extruded, of a height of 80mm or more",No UCC match found above confidence threshold
HS6,721633,"Iron or non-alloy steel; H sections, hot-rolled, hot-drawn or extruded, of a height of 80mm or more",No UCC match found above confidence threshold
HS6,721640,"Iron or non-alloy steel; L or T sections, hot-rolled, hot-drawn or extruded, of a height of 80mm or more",No UCC match found above confidence threshold
HS6,721650,"Iron or non-alloy steel; angles, shapes and sections, n.e.c. in heading no. 7216, hot-rolled, hot-drawn or extruded",No UCC match found above confidence threshold
HS6,721699,"Iron or non-alloy steel; angles, shapes and sections, n.e.c. in heading no. 7216",No UCC match found above confidence threshold
HS6,721790,"Iron or non-alloy steel; wire, n.e.c. in heading no. 7217",No UCC match found above confidence threshold
HS6,721810,"Steel, stainless; ingots and other primary forms",No UCC match found above confidence threshold
HS6,721911,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness exceeding 10mm",No UCC match found above confidence threshold
HS6,721912,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm",No UCC match found above confidence threshold
HS6,721913,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 3mm or more but less than 4.75mm",No UCC match found above confidence threshold
HS6,721914,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of less than 3mm",No UCC match found above confidence threshold
HS6,721921,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, (not in coils), of a thickness exceeding 10mm",No UCC match found above confidence threshold
HS6,721922,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, (not in coils), of a thickness of 4.75mm or more but not exceeding 10mm",No UCC match found above confidence threshold
HS6,721923,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, (not in coils), of a thickness of 3mm or more but less than 4.75mm",No UCC match found above confidence threshold
HS6,721924,"Steel, stainless; flat-rolled, width 600mm or more, hot-rolled, (not in coils), of a thickness of less than 3mm",No UCC match found above confidence threshold
HS6,721931,"Steel, stainless; flat-rolled, width 600mm or more, cold-rolled or cold-reduced, of a thickness of 4.75mm or more",No UCC match found above confidence threshold
HS6,721932,"Steel, stainless; flat-rolled, width 600mm or more, cold-rolled, of a thickness of 3mm or more but less than 4.75mm",No UCC match found above confidence threshold
HS6,721933,"Steel, stainless; flat-rolled, width 600mm or more, cold-rolled, of a thickness exceeding 1mm but less than 3mm",No UCC match found above confidence threshold
HS6,721934,"Steel, stainless; flat-rolled, width 600mm or more, cold-rolled, of a thickness of 0.5mm or more but not exceeding 1mm",No UCC match found above confidence threshold
HS6,721935,"Steel, stainless; flat-rolled, width 600mm or more, cold-rolled, of a thickness of less than 0.5mm",No UCC match found above confidence threshold
HS6,721990,"Steel, stainless; flat-rolled, width 600mm or more, n.e.c. in heading no. 7219",No UCC match found above confidence threshold
HS6,722011,"Steel, stainless; flat-rolled, width less than 600mm, hot-rolled, of a thickness of 4.75mm or more",No UCC match found above confidence threshold
HS6,722012,"Steel, stainless; flat-rolled, width less than 600mm, hot-rolled, of a thickness of less than 4.75mm",No UCC match found above confidence threshold
HS6,722020,"Steel, stainless; flat-rolled, width less than 600mm, cold-rolled",No UCC match found above confidence threshold
HS6,722090,"Steel, stainless; flat-rolled, width less than 600mm, n.e.c. in heading no 7220",No UCC match found above confidence threshold
HS6,722100,"Steel, stainless; bars and rods, hot-rolled, in irregularly wound coils",No UCC match found above confidence threshold
HS6,722211,"Steel, stainless; bars and rods, hot-rolled, hot-drawn or extruded, of circular cross-section",No UCC match found above confidence threshold
HS6,722219,"Steel, stainless; bars and rods, hot-rolled, hot-drawn or extruded, other than of circular cross-section",No UCC match found above confidence threshold
HS6,722220,"Steel, stainless; bars and rods, cold-formed or cold-finished",No UCC match found above confidence threshold
HS6,722230,"Steel, stainless; bars and rods, n.e.c. in heading no. 7222",No UCC match found above confidence threshold
HS6,722240,"Steel, stainless; angles, shapes and sections",No UCC match found above confidence threshold
HS6,722300,"Steel, stainless; wire",No UCC match found above confidence threshold
HS6,722410,"Steel, alloy; ingots and other primary forms",No UCC match found above confidence threshold
HS6,722530,"Steel, alloy; flat-rolled, width 600mm or more, hot-rolled, in coils",No UCC match found above confidence threshold
HS6,722540,"Steel, alloy; flat-rolled, width 600mm or more, hot-rolled, not in coils",No UCC match found above confidence threshold
HS6,722550,"Steel, alloy; flat-rolled, width 600mm or more, cold-rolled",No UCC match found above confidence threshold
HS6,722620,"Steel, alloy; flat-rolled, width less than 600mm, of high speed steel",No UCC match found above confidence threshold
HS6,722699,"Steel, alloy; flat-rolled, width less than 600mm, n.e.c. in item no. 7226.9",No UCC match found above confidence threshold
HS6,722710,"Steel, alloy; bars and rods, hot-rolled, in irregularly wound coils, of high speed steel",No UCC match found above confidence threshold
HS6,722720,"Steel, alloy; bars and rods, hot-rolled, in irregularly wound coils, of silico-manganese steel",No UCC match found above confidence threshold
HS6,722790,"Steel, alloy; bars and rods, hot-rolled, in irregularly wound coils, n.e.c. in heading no. 7227",No UCC match found above confidence threshold
HS6,722810,"Steel, alloy; bars and rods, of high speed steel",No UCC match found above confidence threshold
HS6,722820,"Steel, alloy; bars and rods, of silico-manganese steel",No UCC match found above confidence threshold
HS6,722830,"Steel, alloy; bars and rods, hot-rolled, hot-drawn or extruded",No UCC match found above confidence threshold
HS6,722840,"Steel, alloy; bars and rods, forged",No UCC match found above confidence threshold
HS6,722850,"Steel, alloy; bars and rods, cold-formed or cold-finished",No UCC match found above confidence threshold
HS6,722860,"Steel, alloy; bars and rods n.e.c. in heading no. 7228",No UCC match found above confidence threshold
HS6,722870,"Steel, alloy; angles, shapes and sections",No UCC match found above confidence threshold
HS6,722880,"Steel, alloy or non-alloy; hollow drill bars and rods",No UCC match found above confidence threshold
HS6,722920,"Steel, alloy; wire, of silico-manganese steel",No UCC match found above confidence threshold
HS6,722990,"Steel, alloy; wire, of materials other than silico-manganese steel",No UCC match found above confidence threshold
HS6,730120,"Iron or steel; angles, shapes and sections, welded",No UCC match found above confidence threshold
HS6,730300,"Cast iron; tubes, pipes and hollow profiles",No UCC match found above confidence threshold
HS6,730431,"Iron or non-alloy steel (excluding cast iron); seamless, cold-drawn or cold-rolled, tubes, pipes and hollow profiles of circular cross-section",No UCC match found above confidence threshold
HS6,730439,"Iron or non-alloy steel (excluding cast iron); seamless, (excluding cold-drawn or cold-rolled), tubes, pipes and hollow profiles of circular cross-section",No UCC match found above confidence threshold
HS6,730441,"Steel, stainless; cold-drawn or cold-rolled (cold-reduced), tubes and pipes of circular cross-section",No UCC match found above confidence threshold
HS6,730449,"Steel, stainless; (excluding cold-drawn or cold-rolled), tubes pipes and hollow profiles of circular cross-section",No UCC match found above confidence threshold
HS6,730451,"Steel, alloy (not stainless steel); seamless, cold-drawn or cold-rolled (cold-reduced), tubes, pipes and hollow profiles of circular cross-section",No UCC match found above confidence threshold
HS6,730459,"Steel, alloy (not stainless steel); (excluding cold-drawn or cold-rolled), tubes, pipes and hollow profiles of circular cross-section",No UCC match found above confidence threshold
HS6,730490,"Iron or steel (excluding cast iron); seamless, tubes, pipes and hollow profiles, seamless, n.e.c. in heading no. 7304",No UCC match found above confidence threshold
HS6,730590,"Iron or steel (excluding cast iron); tubes and pipes n.e.c. in heading no. 7305, having circular cross-sections, external diameter exceeds 406.4mm, (not seamless)",No UCC match found above confidence threshold
HS6,730630,"Iron or non-alloy steel (excluding cast iron); tubes and pipes (not seamless), welded, of circular cross-section, n.e.c. in chapter 73",No UCC match found above confidence threshold
HS6,730640,"Steel, stainless; tubes, pipes and hollow profiles, welded, of circular cross-section, n.e.c. in chapter 73",No UCC match found above confidence threshold
HS6,730650,"Steel, alloy; tubes, pipes and hollow profiles (other than stainless steel or seamless), welded, of circular cross-section, n.e.c. in chapter 73",No UCC match found above confidence threshold
HS6,730661,"Iron or steel (excluding cast iron); tubes, pipes and hollow profiles (not seamless), welded, of square or rectangular cross-section, n.e.c. in chapter 73",No UCC match found above confidence threshold
HS6,730669,"Iron or steel (excluding cast iron); tubes, pipes and hollow profiles (not seamless), n.e.c. in chapter 73, welded, of non-circular cross-section (not square or rectangular cross-section)",No UCC match found above confidence threshold
HS6,730690,"Iron or steel (excluding cast iron); tubes, pipes and hollow profiles (not seamless), n.e.c. in chapter 73",No UCC match found above confidence threshold
HS6,730711,"Cast iron; cast fittings, of non-malleable cast iron",No UCC match found above confidence threshold
HS6,730719,"Iron or steel; cast fittings, other than of non-malleable cast iron",No UCC match found above confidence threshold
HS6,730721,"Steel, stainless; tube or pipe fittings, flanges, of stainless steel",No UCC match found above confidence threshold
HS6,730722,"Steel, stainless; tube or pipe fittings, threaded elbows, bends and sleeves",No UCC match found above confidence threshold
HS6,730723,"Steel, stainless; tube or pipe fittings, butt welding fittings",No UCC match found above confidence threshold
HS6,730729,"Steel, stainless; tube or pipe fittings, n.e.c. in item no. 7307.2",No UCC match found above confidence threshold
HS6,730791,"Iron or steel; tube or pipe fittings, flanges, other than stainless steel",No UCC match found above confidence threshold
HS6,730792,"Iron or steel; tube or pipe fittings, threaded elbows, bends and sleeves, other than stainless steel",No UCC match found above confidence threshold
HS6,730793,"Iron or steel; tube or pipe fittings, butt welding fittings, other than stainless steel",No UCC match found above confidence threshold
HS6,730799,"Iron or steel; tube or pipe fittings, n.e.c. in item no. 7307.9, other than stainless steel",No UCC match found above confidence threshold
HS6,731100,"Containers for compressed or liquefied gas, of iron or steel",No UCC match found above confidence threshold
HS6,731210,"Iron or steel; stranded wire, ropes and cables, not electrically insulated",No UCC match found above confidence threshold
HS6,731290,"Iron or steel; plaited bands, slings and the like, not electrically insulated",No UCC match found above confidence threshold
HS6,731511,"Chain; articulated link, roller, of iron or steel",No UCC match found above confidence threshold
HS6,731512,"Chain; articulated link, (other than roller), of iron or steel",No UCC match found above confidence threshold
HS6,731581,"Chain; stud-link chain, of iron or steel",No UCC match found above confidence threshold
HS6,731582,"Chain; welded link chain, of iron or steel",No UCC match found above confidence threshold
HS6,731589,"Chain; n.e.c. in heading no. 7315, of iron or steel",No UCC match found above confidence threshold
HS6,731811,Iron or steel; threaded coach screws,No UCC match found above confidence threshold
HS6,731812,Iron or steel; threaded wood screws other than coach screws,No UCC match found above confidence threshold
HS6,731813,Iron or steel; threaded screw hooks and screw rings,No UCC match found above confidence threshold
HS6,731814,Iron or steel; threaded self-tapping screws,No UCC match found above confidence threshold
HS6,731821,Iron or steel; non-threaded spring washers and other lock washers,No UCC match found above confidence threshold
HS6,731822,"Iron or steel; non-threaded washers, excluding spring and lock",No UCC match found above confidence threshold
HS6,731823,Iron or steel; non-threaded rivets,No UCC match found above confidence threshold
HS6,731824,Iron or steel; non-threaded cotters and cotter-pins,No UCC match found above confidence threshold
HS6,731940,Safety pins and other pins; of iron or steel,No UCC match found above confidence threshold
