code_type,code,description,reason
HS6,292217,"Amino-alcohols, other than those containing more than one kind of oxygen function; their ethers and esters; salts thereof, Methyldiethanolamine and ethyldiethanolamine",No UCC match found above confidence threshold
HS6,292218,"Amino-alcohols, other than those containing more than one kind of oxygen function; their ethers and esters; salts thereof, 2-(N,N- Diisopropylamino)ethanol",No UCC match found above confidence threshold
HS6,292219,"Amino-alcohols, other than those containing more than one kind of oxygen function, their ethers and esters; salts thereof, n.e.c. in item no. 2922.1",No UCC match found above confidence threshold
HS6,292221,"Amino-naphthols and other amino-phenols, other than those containing more than one kind of oxygen function; their ethers and esters; salts thereof, aminohydroxynaphthalenesulphonic acids and their salts",No UCC match found above confidence threshold
HS6,292229,"Amino-naphthols and other amino-phenols, other than those containing more than one kind of oxygen function, their ethers and esters; salts thereof n.e.c. in item no. 2922.2",No UCC match found above confidence threshold
HS6,292231,"Amino-aldehydes, amino-ketones and amino-quinones; other than those containing more than one kind of oxygen function; salts thereof",No UCC match found above confidence threshold
HS6,292239,"Amino-aldehydes, amino-ketones and amino-quinones; other than those containing more than one kind of oxygen function; salts thereof, excluding amfepramone (INN), methadone (INN), and normethadone (INN) and salts thereof",No UCC match found above confidence threshold
HS6,292241,"Amino-acids, other than those containing more than one kind of oxygen function, and their esters; lysine and its esters; salts thereof",No UCC match found above confidence threshold
HS6,292242,"Amino-acids, other than those containing more than one kind of oxygen function, and their esters; glutamic acid and its esters; salts thereof",No UCC match found above confidence threshold
HS6,292243,"Amino-acids, other than those containing more than one kind of oxygen function, and their esters; anthranilic acid and its esters; salts thereof",No UCC match found above confidence threshold
HS6,292244,"Amino-acids, other than those containing more than one kind of oxygen function, and their esters; tilidine (INN) and its esters; salts thereof",No UCC match found above confidence threshold
HS6,292249,"Amino-acids, other than those containing more than one kind of oxygen function, their esters; salts thereof, excluding lysine, glutamic acid, anthranalic acid and tilidine, their esters and salts thereof",No UCC match found above confidence threshold
HS6,292310,"Quaternary ammonium salts and hydroxides; choline and its salts, whether or not chemically defined",No UCC match found above confidence threshold
HS6,292320,"Lecithins and other phosphoaminolipids, whether or not chemically defined",No UCC match found above confidence threshold
HS6,292330,"Quaternary ammonium salts and hydroxides; tetraethylammonium perfluorooctane sulphonate, whether or not chemically defined",No UCC match found above confidence threshold
HS6,292340,"Quaternary ammonium salts and hydroxides; didecyldimethylammonium perfluorooctane sulphonate, whether or not chemically defined",No UCC match found above confidence threshold
HS6,292390,Quaternary ammonium salts and hydroxides; whether or not chemically defined n.e.c. in heading no. 2923,No UCC match found above confidence threshold
HS6,292511,Imides and their derivatives; saccharin and its salts,No UCC match found above confidence threshold
HS6,292512,Imides and their derivatives; glutethimide (INN),No UCC match found above confidence threshold
HS6,292519,Imides and their derivatives; other than saccharin and glutethimide (INN),No UCC match found above confidence threshold
HS6,292521,Imines and their derivatives; salts thereof; chlordimeform (ISO),No UCC match found above confidence threshold
HS6,292529,Imines and their derivatives; salts thereof; other than chlordimeform (ISO),No UCC match found above confidence threshold
HS6,292610,Nitrile-function compounds; acrylonitrile,No UCC match found above confidence threshold
HS6,292620,Nitrile-function compounds; 1-cyanoguanidine (dicyandiamide),No UCC match found above confidence threshold
HS6,292630,"Nitrile-function compounds; fenproporex (INN) and its salts; methadone (INN) intermediate (4-cyano-2-dimethylamino-4,4-diphenylbutane)",No UCC match found above confidence threshold
HS6,292640,Nitrile-function compounds; alpha-phenylacetoacetonitrile,No UCC match found above confidence threshold
HS6,292690,Nitrile-function compounds; n.e.c. heading no. 2926,No UCC match found above confidence threshold
HS6,292700,"Diazo-, azo- or azoxy compounds",No UCC match found above confidence threshold
HS6,292800,Organic derivatives of hydrazine or of hydroxylamine,No UCC match found above confidence threshold
HS6,292910,"Nitrogen-function compounds; n.e.c. in chapter 29, isocyanates",No UCC match found above confidence threshold
HS6,292990,"Nitrogen-function compounds; n.e.c. in chapter 29, excluding isocyanates",No UCC match found above confidence threshold
HS6,293030,"Organo-sulphur compounds; thiuram mono-, di- or tetrasulphides",No UCC match found above confidence threshold
HS6,293040,Organo-sulphur compounds; methionine,No UCC match found above confidence threshold
HS6,293060,"Organo-sulphur compounds; 2-(N,N-Diethylamino)ethanethiol",No UCC match found above confidence threshold
HS6,293070,Organo-sulphur compounds; bis(2-hydroxyethyl)sulfide (thiodiglycol (INN)),No UCC match found above confidence threshold
HS6,293090,Organo-sulphur compounds; n.e.c. in heading no. 2930,No UCC match found above confidence threshold
HS6,293110,Organo-inorganic compounds; tetramethyl lead and tetraethyl lead,No UCC match found above confidence threshold
HS6,293120,Organo-inorganic compounds; tributyltin compounds,No UCC match found above confidence threshold
HS6,293131,"Organo-inorganic compounds; organo-phosphorus derivatives, dimethyl methylphosphonate",No UCC match found above confidence threshold
HS6,293132,"Organo-inorganic compounds; organo-phosphorus derivatives, dimethyl propylphosphonate",No UCC match found above confidence threshold
HS6,293133,"Organo-inorganic compounds; organo-phosphorus derivatives, diethyl ethylphosphonate",No UCC match found above confidence threshold
HS6,293134,"Organo-inorganic compounds; organo-phosphorus derivatives, sodium-3-(hydroxysilyl)propyl methylphosphonate",No UCC match found above confidence threshold
HS6,293135,"Organo-inorganic compounds; organo-phosphorus derivatives, 2,4,6-tripropyl-1,3,5,2,4,6-trioxatriphosphinane 2,4,6-trioxide",No UCC match found above confidence threshold
HS6,293136,"Organo-inorganic compounds; organo-phosphorus derivatives, (5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl)methyl methyl methylphosphonate",No UCC match found above confidence threshold
HS6,293137,"Organo-inorganic compounds; organo-phosphorus derivatives, bis[(5-Ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl)methyl methyl methylphosphonate]",No UCC match found above confidence threshold
HS6,293139,"Organo-inorganic compounds; other organo-phosphorus derivatives, n.e.c. in heading no. 2931",No UCC match found above confidence threshold
HS6,293190,"Organo-inorganic compounds; other than tetramethyl lead, tetraethyl lead, tributyltin compounds, and other organo-phosphorus derivatives",No UCC match found above confidence threshold
HS6,293211,"Heterocyclic compounds; with oxygen hetero-atom(s) only, containing an unfused furan ring (whether or not hydrogenated) in the structure, tetrahydrofuran",No UCC match found above confidence threshold
HS6,293212,"Heterocyclic compounds; with oxygen hetero-atom(s) only, containing an unfused furan ring (whether or not hydrogenated) in the structure, 2-furaldehyde (furfuraldehyde)",No UCC match found above confidence threshold
HS6,293214,"Heterocyclic compounds; with oxygen hetero-atom(s) only, containing an unfused furan ring (whether or not hydrogenated) in the structure, sucralose",No UCC match found above confidence threshold
HS6,293219,"Heterocyclic compounds; with oxygen hetero-atom(s) only, containing an unfused furan ring (whether or not hydrogenated) in the structure, n.e.c. in item no. 2932.1",No UCC match found above confidence threshold
HS6,293220,"Heterocyclic compounds; with oxygen hetero-atom(s) only, containing an unfused furan ring (whether or not hydrogenated) in the structure, lactones",No UCC match found above confidence threshold
HS6,293291,"Heterocyclic compounds; with oxygen hetero-atom(s) only, (other than lactones or compounds containing an unfused furan ring (whether or not hydrogenated) in the structure), isosafrole",No UCC match found above confidence threshold
HS6,293292,"Heterocyclic compounds; with oxygen hetero-atom(s) only, (other than lactones or compounds containing an unfused furan ring (whether or not hydrogenated) in the structure), 1-(1,3-benzodiaxol-5-yl) propan-2-one",No UCC match found above confidence threshold
HS6,293293,"Heterocyclic compounds; with oxygen hetero-atom(s) only, (other than lactones or compounds containing an unfused furan ring (whether or not hydrogenated) in the structure), piperonal",No UCC match found above confidence threshold
HS6,293294,"Heterocyclic compounds; with oxygen hetero-atom(s) only, (other than lactones or compounds containing an unfused furan ring (whether or not hydrogenated) in the structure), safrole",No UCC match found above confidence threshold
HS6,293295,"Heterocyclic compounds; with oxygen hetero-atom(s) only, (other than lactones or compounds containing an unfused furan ring (whether or not hydrogenated) in the structure), tetrahydrocannabinols (all isomers)",No UCC match found above confidence threshold
HS6,293299,"Heterocyclic compounds; with oxygen hetero-atom(s) only, no lactones or unfused furan rings (hydrogenated or not) in the structure, other than isosafrole, 1-(1,3-benzodiaxol-5-yl) propan-2-one, piperonal, safrole, tetrahydrocannabinols (all isomers)",No UCC match found above confidence threshold
HS6,293311,"Heterocyclic compounds; with nitrogen hetero-atom(s) only, containing an unfused pyrazole ring (whether or not hydrogenated) in the structure, phenazone (antipyrin) and its derivatives",No UCC match found above confidence threshold
HS6,293319,"Heterocyclic compounds; with nitrogen hetero-atom(s) only, containing an unfused pyrazole ring (whether or not hydrogenated) in the structure, other than henazone (antipyrin) and its derivatives",No UCC match found above confidence threshold
HS6,293321,"Heterocyclic compounds; with nitrogen hetero-atom(s) only, containing an unfused imidazole ring (whether or not hydrogenated) in the structure, hydantoin and its derivatives",No UCC match found above confidence threshold
HS6,293329,"Heterocyclic compounds; with nitrogen hetero-atom(s) only, containing an unfused imidazole ring (whether or not hydrogenated) in the structure, other than hydantoin and its derivatives",No UCC match found above confidence threshold
HS6,293331,"Heterocyclic compounds; containing an unfused pyridine ring (whether or not hydrogenated) in the structure, pyridine and its salts",No UCC match found above confidence threshold
HS6,293332,"Heterocyclic compounds; containing an unfused pyridine ring (whether or not hydrogenated) in the structure, piperidine and its salts",No UCC match found above confidence threshold
HS6,293333,"Heterocyclic compounds; containing an unfused pyridine ring (whether or not hydrogenated) in the structure, other than pyridine and its salts, other than piperidine and its salts",No UCC match found above confidence threshold
HS6,293339,"Heterocyclic compounds; containing an unfused pyridine ring (whether or not hydrogenated) in the structure, n.e.c. in 2933.3",No UCC match found above confidence threshold
HS6,293341,"Heterocyclic compounds; containing a quinoline or isoquinoline ring-system (whether or not hydrogenated) in the structure, not further fused, levorphanol (INN) and its salts",No UCC match found above confidence threshold
HS6,293349,"Heterocyclic compounds; containing a quinoline or isoquinoline ring-system (whether or not hydrogenated) in the structure, not further fused, other than levorphanol (INN) and its salts",No UCC match found above confidence threshold
HS6,293352,"Heterocyclic compounds; containing a pyrimidine ring (whether or not hydrogenated) or piperazine ring in the structure, malonylurea (barbituric acid) and its salts",No UCC match found above confidence threshold
HS6,293353,"Allobarbital (INN), amobarbital (INN), barbital (INN), butalbital (INN), butobarbital, cyclobarbital (INN), methylphenobarbital (INN), pentobarbital (INN), phenobarbital (INN), secbutabarbital (INN), secobarbital (INN) and vinylbital (INN); salts thereof",No UCC match found above confidence threshold
HS6,293354,"Heterocyclic compounds; containing a pyrimidine ring (whether or not hydrogenated) or piperazine ring in the structure, other derivatives of malonylurea (barbituric acid) and salts thereof, n.e.c. in 2933.53",No UCC match found above confidence threshold
HS6,293355,"Heterocyclic compounds; containing a pyrimidine ring (whether or not hydrogenated) or piperazine ring in the structure; loprazolam (INN), mecloqualone (INN), methaqualone (INN), and zipeprol (INN); salts thereof",No UCC match found above confidence threshold
HS6,293359,"Heterocyclic compounds; containing a pyrimidine ring (whether or not hydrogenated) or piperazine ring in the structure, (other than malonylurea and its derivatives, loprazolam, mecloqualone, methaqualone, zipeprol, and salts thereof) n.e.c. in 2933.5",No UCC match found above confidence threshold
HS6,293361,"Heterocyclic compounds; containing an unfused triazine ring (whether or not hydrogenated) in the structure, melamine",No UCC match found above confidence threshold
HS6,293369,"Heterocyclic compounds; containing an unfused triazine ring (whether or not hydrogenated) in the structure, others excluding melamine",No UCC match found above confidence threshold
HS6,293371,Heterocyclic compounds; lactams; 6-hexanelactam (epsilon-caprolactam),No UCC match found above confidence threshold
HS6,293372,Heterocyclic compounds; lactams; clobazam (INN) and methyprylon (INN),No UCC match found above confidence threshold
HS6,293379,Heterocyclic compounds; lactams; other than 6-hexanelactam (epsilon caprolactam) and clobazam (INN) and methyprylon (INN),No UCC match found above confidence threshold
HS6,293391,"Heterocyclic compounds; alprazolam (INN), camazepam (INN), chlordiazepoxide (INN), clonazepam (INN), clorazepate, delorazepam (INN), diazepam (INN), estazolam (INN), ethyl loflazepate (INN), fludiazepam (INN), flunitrazepam (INN), (cont)",No UCC match found above confidence threshold
HS6,293392,Heterocyclic compounds; azinphos-methyl (ISO),No UCC match found above confidence threshold
HS6,293399,Heterocyclic compounds; n.e.c. in headings no. 2933,No UCC match found above confidence threshold
HS6,293410,Heterocyclic compounds; containing an unfused thiazole ring (whether or not hydrogenated) in the structure,No UCC match found above confidence threshold
HS6,293420,"Heterocyclic compounds; containing in the structure, a benzothiazole ring-system (whether or not hydrogenated), not further fused",No UCC match found above confidence threshold
HS6,293430,"Heterocyclic compounds; containing in the structure, a phenothiazine ring-system (whether or not hydrogenated), not further fused",No UCC match found above confidence threshold
HS6,293491,"Other heterocyclic compounds, n.e.c. in 2934.1, 2934.2 and 2934.3",No UCC match found above confidence threshold
HS6,293499,"Nucleic acids and their salts, other heterocyclic compounds, n.e.c. in heading number 2934",No UCC match found above confidence threshold
HS6,293510,Sulphonamides; N-methylperfluorooctane sulphonamide,No UCC match found above confidence threshold
HS6,293520,Sulphonamides; N-ethylperfluorooctane sulphonamide,No UCC match found above confidence threshold
HS6,293530,Sulphonamides; N-ethyl-N-(2-hydroxyethyl) perfluorooctane sulphonamide,No UCC match found above confidence threshold
HS6,293540,Sulphonamides; N-(2-hydroxyethyl)-N-methylperfluorooctane sulphonamide,No UCC match found above confidence threshold
HS6,293550,Sulphonamides; other perfluorooctane sulphonamides,No UCC match found above confidence threshold
HS6,293590,Sulphonamides; n.e.c. in heading no. 2935,No UCC match found above confidence threshold
HS6,293711,"Polypeptide hormones, protein hormones and glycoprotein hormones, their derivatives and structural analogues; somatotropin, its derivatives and structural analogues",No UCC match found above confidence threshold
HS6,293712,"Polypeptide hormones, protein hormones and glycoprotein hormones, their derivatives and structural analogues; insulin and its salts",No UCC match found above confidence threshold
HS6,293719,"Polypeptide hormones, protein hormones and glycoprotein hormones, their derivatives and structural analogues; other than somatotropin, (its derivatives and structural anaologues) and insulin and its salts",No UCC match found above confidence threshold
HS6,293721,"Steroidal hormones, their derivatives and structural analogues; cortisone, hydrocortisone, prednisone (dehydrocortisone) and prednisolone (dehydrohydrocortisone)",No UCC match found above confidence threshold
HS6,293722,"Steroidal hormones, their derivatives and structural analogues; halogenated derivatives of corticosteroidal hormones",No UCC match found above confidence threshold
HS6,293723,"Steroidal hormones, their derivatives and structural analogues; oestrogens and progestogens",No UCC match found above confidence threshold
HS6,293729,"Steroidal hormones, their derivatives and structural analogues; other than cortisone, hydrocortisone, prednisone (dehydrocortisone), prednisolone (dehydrohydrocortisone), halogenated derivatives of corticosteroidal hormones, oestrogen and progestogens",No UCC match found above confidence threshold
HS6,293750,"Prostaglandins, thromboxanes and leukotrienes, their derivatives and structural analogues",No UCC match found above confidence threshold
HS6,293810,Glycosides; rutoside (rutin) and its derivatives,No UCC match found above confidence threshold
HS6,293890,"Glycosides; natural or reproduced by synthesis, other than rutoside (rutin) and its derivatives",No UCC match found above confidence threshold
HS6,293911,Alkaloids; of opium and their derivatives; salts thereof,No UCC match found above confidence threshold
HS6,293919,"Alkaloids; of opium and their derivatives; other than in 2939.11, salts thereof",No UCC match found above confidence threshold
HS6,293920,Alkaloids; of cinchona and their derivatives; salts thereof,No UCC match found above confidence threshold
HS6,293930,Alkaloids; caffeine and its salts,No UCC match found above confidence threshold
HS6,293941,Alkaloids; ephedrine and its salts,No UCC match found above confidence threshold
HS6,293942,Alkaloids; pseudoephedrine (INN) and its salts,No UCC match found above confidence threshold
HS6,293943,Alkaloids; cathine (INN) and its salts,No UCC match found above confidence threshold
HS6,293944,Alkaloids; norephedrine and its salts,No UCC match found above confidence threshold
HS6,293949,"Alkaloids; other than ephedrine, pseudoephedrine (INN), norephedrine, and cathine (INN) and their salts",No UCC match found above confidence threshold
HS6,293951,"Alkaloids; theophylline and aminophylline (theophylline-ethylenediamine) and their derivatives; salts thereof, fenetylline (INN) and its salts",No UCC match found above confidence threshold
HS6,293959,"Alkaloids; theophylline and aminophylline (theophylline-ethylenediamine) and their derivatives; salts thereof, other than fenetylline",No UCC match found above confidence threshold
HS6,293961,"Alkaloids; of rye ergot and their derivatives, ergometrine (INN) and its salts",No UCC match found above confidence threshold
HS6,293962,"Alkaloids; of rye ergot and their derivatives, ergotamine (INN) and its salts",No UCC match found above confidence threshold
HS6,293963,"Alkaloids; of rye ergot and their derivatives, lysergic acid and its salts",No UCC match found above confidence threshold
HS6,293969,"Alkaloids; of rye ergot and their derivatives, salts thereof, n.e.c. in item no. 2939.6",No UCC match found above confidence threshold
HS6,293971,"Alkaloids; of vegetal origin, cocaine, ecgonine, levometamfetamine, metamfetamine (INN), metamfetamine racemate; salts, esters and other derivatives thereof",No UCC match found above confidence threshold
HS6,293979,"Alkaloids; of vegetal origin, other than cocaine, ecgonine, levometamfetamine, metamfetamine (INN), metamfetamine racemate; salts, esters and other derivatives; n.e.c. in heading no. 2939",No UCC match found above confidence threshold
HS6,293980,"Alkaloids; natural or reproduced by synthesis, and their salts, esters and other derivatives n.e.c. in heading no. 2939",No UCC match found above confidence threshold
HS6,294110,Antibiotics; penicillins and their derivatives with a penicillanic acid structure; salts thereof,No UCC match found above confidence threshold
HS6,294120,Antibiotics; streptomycins and their derivatives; salts thereof,No UCC match found above confidence threshold
HS6,294130,Antibiotics; tetracyclines and their derivatives; salts thereof,No UCC match found above confidence threshold
HS6,294140,Antibiotics; chloramphenicol and its derivatives; salts thereof,No UCC match found above confidence threshold
HS6,294150,Antibiotics; erythromycin and its derivatives; salts thereof,No UCC match found above confidence threshold
HS6,294190,Antibiotics; n.e.c. in heading no. 2941,No UCC match found above confidence threshold
HS6,294200,Organic compounds; n.e.c. in chapter 29,No UCC match found above confidence threshold
HS6,300120,"Glands and other organs; extracts of glands or other organs or of their secretions, for organo-therapeutic uses",No UCC match found above confidence threshold
HS6,310210,"Fertilizers, mineral or chemical; nitrogenous, urea, whether or not in aqueous solution",No UCC match found above confidence threshold
HS6,310221,"Fertilizers, mineral or chemical; nitrogenous, ammonium sulphate",No UCC match found above confidence threshold
HS6,310229,"Fertilizers, mineral or chemical; nitrogenous, other than ammonium sulphate",No UCC match found above confidence threshold
HS6,310230,"Fertilizers, mineral or chemical; nitrogenous, ammonium nitrate, whether or not in aqueous solution",No UCC match found above confidence threshold
HS6,310250,"Fertilizers, mineral or chemical; nitrogenous, sodium nitrate",No UCC match found above confidence threshold
HS6,310260,"Fertilizers, mineral or chemical; nitrogenous, double salts and mixtures of calcium nitrate and ammonium nitrate",No UCC match found above confidence threshold
HS6,310280,"Fertilizers, mineral or chemical; nitrogenous, mixtures of urea and ammonium nitrate in aqueous or ammoniacal solution",No UCC match found above confidence threshold
HS6,310290,"Fertilizers, mineral or chemical; nitrogenous, other kinds including mixtures not specified in the foregoing subheadings",No UCC match found above confidence threshold
HS6,310311,"Fertilizers, mineral or chemical; phosphatic, superphosphates, containing by weight 35% or more of diphosphorus pentaoxide (P2O5)",No UCC match found above confidence threshold
HS6,310319,"Fertilizers, mineral or chemical; phosphatic, superphosphates, other than containing by weight 35% or more of diphosphorus pentaoxide (P2O5)",No UCC match found above confidence threshold
HS6,310390,"Fertilizers, mineral or chemical; phosphatic, n.e.c. in heading no. 3103",No UCC match found above confidence threshold
HS6,310420,"Fertilizers, mineral or chemical; potassic, potassium chloride",No UCC match found above confidence threshold
HS6,310430,"Fertilizers, mineral or chemical; potassic, potassium sulphate",No UCC match found above confidence threshold
HS6,310490,"Fertilizers, mineral or chemical; potassic, n.e.c. in heading no. 3104",No UCC match found above confidence threshold
HS6,310530,"Fertilizers, mineral or chemical; diammonium hydrogenorthophosphate (diammonium phosphate)",No UCC match found above confidence threshold
HS6,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",No UCC match found above confidence threshold
HS6,310551,"Fertilizers, mineral or chemical; containing nitrates and phosphates",No UCC match found above confidence threshold
HS6,310590,"Fertilizers, mineral or chemical; n.e.c. in heading no. 3105",No UCC match found above confidence threshold
HS6,320290,"Tanning substances; inorganic tanning substances; tanning preparations, whether or not containing natural tanning substances; enzymatic preparations for pre- tanning",No UCC match found above confidence threshold
HS6,320411,Dyes; disperse dyes and preparations based thereon,No UCC match found above confidence threshold
HS6,320413,Dyes; basic dyes and preparations based thereon,No UCC match found above confidence threshold
HS6,320414,Dyes; direct dyes and preparations based thereon,No UCC match found above confidence threshold
HS6,320416,Dyes; reactive dyes and preparations based thereon,No UCC match found above confidence threshold
HS6,320419,"Dyes; n.e.c., including mixtures of colouring matter of two or more of those from item no. 3204.11 to 3204.19",No UCC match found above confidence threshold
HS6,320500,Colour lakes; preparations based on colour lakes as specified in note 3 to this chapter,No UCC match found above confidence threshold
HS6,320641,Colouring matter; ultramarine and preparations based thereon,No UCC match found above confidence threshold
HS6,320649,Colouring matter; other preparations n.e.c. in item no. 3206.4,No UCC match found above confidence threshold
HS6,320720,"Enamels and glazes; vitrifiable enamels and glazes, engobes (slips) and similar preparations",No UCC match found above confidence threshold
HS6,320730,Lustres; liquid lustres and similar preparations,No UCC match found above confidence threshold
HS6,321410,Mastics; painters' fillings,No UCC match found above confidence threshold
HS6,321490,Mastics; n.e.c. in heading no. 3214,No UCC match found above confidence threshold
HS6,330130,Resinoids,No UCC match found above confidence threshold
HS6,340600,"Candles, tapers and the like",No UCC match found above confidence threshold
HS6,350110,Casein,No UCC match found above confidence threshold
HS6,350190,Caseinates and other casein derivatives; casein glues,No UCC match found above confidence threshold
HS6,350300,"Gelatin (including gelatin in rectangular sheets, whether or not surface-worked or coloured) and gelatin derivatives; isinglass; other glues of animal origin, excluding casein glues of heading no. 3501",No UCC match found above confidence threshold
HS6,350510,Dextrins and other modified starches,No UCC match found above confidence threshold
HS6,350520,"Glues; based on starches, or on dextrins or other modified starches",No UCC match found above confidence threshold
HS6,350710,Enzymes; rennet and concentrates thereof,No UCC match found above confidence threshold
HS6,380120,Graphite; colloidal or semi-colloidal,No UCC match found above confidence threshold
HS6,380610,Rosin and resin acids,No UCC match found above confidence threshold
HS6,380620,"Rosin and resin; salts of rosin, of resin acids or of derivatives of rosin or resin acids, other than salts of rosin adducts",No UCC match found above confidence threshold
HS6,380630,Ester gums,No UCC match found above confidence threshold
HS6,381111,Anti-knock preparations; based on lead compounds,No UCC match found above confidence threshold
HS6,381119,Anti-knock preparations; other than those based on lead compounds,No UCC match found above confidence threshold
HS6,381590,"Reaction initiators, reaction accelerators and catalytic preparations, unsupported, n.e.c. or included",No UCC match found above confidence threshold
HS6,381700,"Mixed alkylbenzenes and mixed alkylnaphthalenes, other than those of heading no. 2707 or 2902",No UCC match found above confidence threshold
HS6,382370,Industrial fatty alcohols,No UCC match found above confidence threshold
HS6,382450,Mortars and concretes; non-refractory,No UCC match found above confidence threshold
HS6,382460,Sorbitol; other than that of subheading no. 2905.44,No UCC match found above confidence threshold
HS6,382472,"Mixtures containing halogenated derivatives of methane, ethane or propane; containing bromochlorodifluoromethane, bromotrifluoromethane or dibromotetrafluoroethanes",No UCC match found above confidence threshold
HS6,382476,"Mixtures containing halogenated derivatives of methane, ethane or propane; containing 1,1,1-trichloroethane (methyl chloroform)",No UCC match found above confidence threshold
HS6,382477,"Mixtures containing halogenated derivatives of methane, ethane or propane; containing bromomethane (methyl bromide) or bromochloromethane",No UCC match found above confidence threshold
HS6,382479,"Mixtures containing halogenated derivatives of methane, ethane or propane; n.e.c. in item no. 3827.7",No UCC match found above confidence threshold
HS6,390110,"Ethylene polymers; in primary forms, polyethylene having a specific gravity of less than 0.94",No UCC match found above confidence threshold
HS6,390120,"Ethylene polymers; in primary forms, polyethylene having a specific gravity of 0.94 or more",No UCC match found above confidence threshold
HS6,390130,"Ethylene polymers; in primary forms, ethylene-vinyl acetate copolymers",No UCC match found above confidence threshold
HS6,390140,"Ethylene polymers; in primary forms, ethylene-alpha-olefin copolymers, having a specific gravity of less than 0.94",No UCC match found above confidence threshold
HS6,390190,"Ethylene polymers; in primary forms, n.e.c. in heading no. 3901",No UCC match found above confidence threshold
HS6,390210,"Propylene, other olefin polymers; polypropylene in primary forms",No UCC match found above confidence threshold
HS6,390220,"Propylene, other olefin polymers; polyisobutylene in primary forms",No UCC match found above confidence threshold
HS6,390230,"Propylene, other olefin polymers; propylene copolymers in primary forms",No UCC match found above confidence threshold
HS6,390290,"Propylene, other olefin polymers; n.e.c. in heading no. 3902, in primary forms",No UCC match found above confidence threshold
HS6,390311,"Styrene polymers; expansible polystyrene, in primary forms",No UCC match found above confidence threshold
HS6,390319,"Styrene polymers; (other than expansible polystyrene), in primary forms",No UCC match found above confidence threshold
HS6,390320,"Styrene polymers; styrene-acrylonitrile (SAN) copolymers, in primary forms",No UCC match found above confidence threshold
HS6,390330,"Styrene polymers; acrylonitrile-butadiene-styrene (ABS) copolymers, in primary forms",No UCC match found above confidence threshold
HS6,390390,"Styrene polymers; in primary forms, n.e.c. in heading no. 3903",No UCC match found above confidence threshold
HS6,390410,"Vinyl chloride, other halogenated olefin polymers; poly(vinyl chloride), not mixed with any other substances, in primary forms",No UCC match found above confidence threshold
HS6,390430,"Vinyl chloride, other halogenated olefin polymers; vinyl chloride-vinyl acetate copolymers, in primary forms",No UCC match found above confidence threshold
HS6,390440,"Vinyl chloride, other halogenated olefin polymers; vinyl chloride copolymers, in primary forms n.e.c. in heading no. 3904",No UCC match found above confidence threshold
HS6,390450,"Vinyl chloride, other halogenated olefin polymers; vinylidene chloride polymers, in primary forms",No UCC match found above confidence threshold
HS6,390461,"Halogenated olefin polymers; fluoro-polymers, polytetrafluoroethylene, in primary forms",No UCC match found above confidence threshold
HS6,390469,"Halogenated olefin polymers; fluoro-polymers (other than polytetrafluoroethylene), in primary forms",No UCC match found above confidence threshold
HS6,390490,"Vinyl chloride, other halogenated olefin polymers; n.e.c. in heading no. 3904",No UCC match found above confidence threshold
HS6,390512,"Poly(vinyl acetate); in aqueous dispersion, in primary forms",No UCC match found above confidence threshold
HS6,390519,"Poly(vinyl acetate); (other than in aqueous dispersion), in primary forms",No UCC match found above confidence threshold
HS6,390521,"Vinyl acetate copolymers; in aqueous dispersion, in primary forms",No UCC match found above confidence threshold
HS6,390529,"Vinyl acetate copolymers; (other than in aqueous dispersion), in primary forms",No UCC match found above confidence threshold
HS6,390591,"Vinyl acetate, vinyl ester polymers, vinyl polymers; n.e.c. in heading no. 3905, in primary forms, copolymers",No UCC match found above confidence threshold
HS6,390599,"Vinyl acetate, vinyl ester polymers, vinyl polymers; n.e.c. in heading no. 3905, in primary forms, other than copolymers",No UCC match found above confidence threshold
HS6,390610,"Acrylic polymers; poly(methyl methacrylate), in primary forms",No UCC match found above confidence threshold
HS6,390690,"Acrylic polymers; (other than polymethyl methacrylate), in primary forms",No UCC match found above confidence threshold
HS6,390710,Polyacetals; in primary forms,No UCC match found above confidence threshold
HS6,390720,"Polyethers; in primary forms, excluding polyacetals",No UCC match found above confidence threshold
HS6,390730,Epoxide resins; in primary forms,No UCC match found above confidence threshold
HS6,390750,Alkyd resins; in primary forms,No UCC match found above confidence threshold
HS6,390761,"Poly(ethylene terephthalate); in primary forms, having a viscosity of 78ml/g or higher",No UCC match found above confidence threshold
HS6,390769,"Poly(ethylene terephthalate); in primary forms, having a viscosity of less than 78ml/g",No UCC match found above confidence threshold
HS6,390770,Poly(lactic acid); in primary forms,No UCC match found above confidence threshold
HS6,390791,"Polyesters; n.e.c. in heading no. 3907, unsaturated, in primary forms",No UCC match found above confidence threshold
HS6,390799,"Polyesters; n.e.c. in heading no. 3907, saturated, in primary forms",No UCC match found above confidence threshold
HS6,390810,"Polyamides; polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms",No UCC match found above confidence threshold
HS6,390890,"Polyamides; n.e.c. in heading no. 3908, in primary forms",No UCC match found above confidence threshold
HS6,390910,"Amino-resins; urea and thiourea resins, in primary forms",No UCC match found above confidence threshold
