Classification,Code,Description,Parent Code,Level,IsBasicLevel
H5,290319,Saturated chlorinated derivatives of acyclic hydrocarbons; n.e.c. in item no. 2903.1,2903,6,1
H5,290321,Unsaturated chlorinated derivatives of acyclic hydrocarbons; vinyl chloride (chloroethylene),2903,6,1
H5,290322,Unsaturated chlorinated derivatives of acyclic hydrocarbons; trichloroethylene,2903,6,1
H5,290323,Unsaturated chlorinated derivatives of acyclic hydrocarbons; tetrachloroethylene (perchloroethylene),2903,6,1
H5,290329,Unsaturated chlorinated derivatives of acyclic hydrocarbons; n.e.c. in item no. 2903.2,2903,6,1
H5,290331,"Fluorinated, brominated or iodinated derivatives of acyclic hydrocarbons; ethylene dibromide (ISO) (1,2-dibromoethane)",2903,6,1
H5,290339,"Fluorinated, brominated or iodinated derivatives of acyclic hydrocarbons; other than ethylene dibromide (ISO) (1,2-dibromoethane)",2903,6,1
H5,290371,Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens; chlorodifluoromethane,2903,6,1
H5,290372,Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens; dichlorotrifluoroethane,2903,6,1
H5,290373,Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens; dichlorofluoroethanes,2903,6,1
H5,290374,Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens; chlorodifluoroethanes,2903,6,1
H5,290375,Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens; dichloropentafluoropropanes,2903,6,1
H5,290376,"Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens; bromochlorodifluoromethane, bromotrifluoromethane, and dibromotetrafluoroethanes",2903,6,1
H5,290377,"Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens; n.e.c. in headings 290371 to 290376, perhalogenated only with fluorine and chlorine",2903,6,1
H5,290378,"Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens; perhalogenated derivatives, other than those only with fluorine and chlorine, n.e.c. in item no. 2903.71 to 2903.76",2903,6,1
H5,290379,Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens; n.e.c. in item no. 2903.7,2903,6,1
H5,290381,"Halogenated derivatives of cyclanic, cyclenic or cycloterpenic hydrocarbons; 1,2,3,4,5,6-Hexachlorocyclohexane (HCH (ISO)), including lindane (ISO, INN)",2903,6,1
H5,290382,"Halogenated derivatives of cyclanic, cyclenic or cycloterpenic hydrocarbons; aldrin (ISO), chlordane (ISO), and heptachlor (ISO)",2903,6,1
H5,290383,"Halogenated derivatives of cyclanic, cyclenic or cycloterpenic hydrocarbons; mirex (ISO)",2903,6,1
H5,290389,"Halogenated derivatives of cyclanic, cyclenic or cycloterpenic hydrocarbons; n.e.c. in item no. 2903.8",2903,6,1
H5,290391,"Halogenated derivatives of aromatic hydrocarbons; chlorobenzene, o-dichlorobenzene, and p-dichlorobenzene",2903,6,1
H5,290392,"Halogenated derivatives of aromatic hydrocarbons; hexachlorobenzene (ISO) and DDT (ISO) (clofenotane (INN), and 1,1,1-trichloro-2,2-bis(p-chlorophenyl)ethane)",2903,6,1
H5,290393,Halogenated derivatives of aromatic hydrocarbons; pentachlorobenzene (ISO),2903,6,1
H5,290394,Halogenated derivatives of aromatic hydrocarbons; hexabromobiphenyls,2903,6,1
H5,290399,"Halogenated derivatives of aromatic hydrocarbons; n.e.c. in item no. 2903.91, 2903.92, 2903.93 and 2903.94",2903,6,1
H5,290410,"Derivatives of hydrocarbons; containing only sulpho groups, their salts and ethyl esters, whether or not halogenated",2904,6,1
H5,290420,"Derivatives of hydrocarbons; containing only nitro or only nitroso groups, whether or not halogenated",2904,6,1
H5,290431,"Derivatives of hydrocarbons; perfluorooctane sulphonic acid, whether or not halogenated",2904,6,1
H5,290432,"Derivatives of hydrocarbons; ammonium perfluorooctane sulphonate, whether or not halogenated",2904,6,1
H5,290433,"Derivatives of hydrocarbons; lithium perfluorooctane sulphonate, whether or not halogenated",2904,6,1
H5,290434,"Derivatives of hydrocarbons; potassium perfluorooctane sulphonate, whether or not halogenated",2904,6,1
H5,290435,"Derivatives of hydrocarbons; salts of perfluorooctane sulphonic acid n.e.c in heading no. 2904, whether or not halogenated",2904,6,1
H5,290436,"Derivatives of hydrocarbons; perfluorooctane sulphonyl fluoride, whether or not halogenated",2904,6,1
H5,290491,"Derivatives of hydrocarbons; trichloronitromethane (chloropicrin), whether or not halogenated",2904,6,1
H5,290499,"Derivatives of hydrocarbons n.e.c. in heading no. 2904, whether or not halogenated",2904,6,1
H5,290511,"Alcohols; saturated monohydric, methanol (methyl alcohol)",2905,6,1
H5,290512,"Alcohols; saturated monohydric, propan-1-ol (propyl alcohol) and propan-2-ol (isopropyl alcohol)",2905,6,1
H5,290513,"Alcohols; saturated monohydric, butan-1-ol (n-butyl alcohol)",2905,6,1
H5,290514,"Alcohols; saturated monohydric, butanols excluding item no. 2905.13",2905,6,1
H5,290516,"Alcohols; saturated monohydric, octanol (octyl alcohol) and isomers thereof",2905,6,1
H5,290517,"Alcohols; saturated monohydric, dodecan-1-ol (lauryl alcohol), hexadecan-1-ol (cetyl alcohol) and octadecan-1-ol (stearyl alcohol)",2905,6,1
H5,290519,"Alcohols; saturated monohydric, n.e.c. in item no. 2905.1",2905,6,1
H5,290522,"Alcohols; unsaturated monohydric, acyclic terpene alcohols",2905,6,1
H5,290529,"Alcohols; acyclic, unsaturated monohydric, (other than acyclic terpene alcohols)",2905,6,1
H5,290531,"Alcohols; acyclic, diols; ethylene glycol (ethanediol)",2905,6,1
H5,290532,"Alcohols; acyclic, diols; propylene glycol (propane-1, 2-diol)",2905,6,1
H5,290539,"Alcohols; acyclic, diols, other than ethylene glycol (ethandiol) or propylene glycol (propane-1,2-diol)",2905,6,1
H5,290541,"Alcohols; polyhydric, 2-ethyl-2- (hydroxymethyl) propane-1,3-diol (trimethylolpropane)",2905,6,1
H5,290542,"Alcohols; polyhydric, pentaerythritol",2905,6,1
H5,290543,"Alcohols; polyhydric, mannitol",2905,6,1
H5,290544,"Alcohols; polyhydric, d-glucitol (sorbitol)",2905,6,1
H5,290545,"Alcohols; polyhydric, glycerol",2905,6,1
H5,290549,"Alcohols; polyhydric, n.e.c. in item no. 2905.4",2905,6,1
H5,290551,"Alcohols; acyclic; halogenated, sulphonated, nitrated or nitrosated derivatives thereof, ethchlorvynol (INN)",2905,6,1
H5,290559,"Alcohols; acyclic; halogenated, sulphonated, nitrated or nitrosated derivatives thereof, other than ethchlorvynol (INN)",2905,6,1
H5,290611,"Alcohols; cyclanic, cyclenic or cycloterpenic and derivatives, menthol",2906,6,1
H5,290612,"Alcohols; cyclanic, cyclenic or cycloterpenic and derivatives, cyclohexanol, methylcyclohexanols and dimethylcyclohexanols",2906,6,1
H5,290613,"Alcohols; cyclanic, cyclenic or cycloterpenic and derivatives, sterols and inositols",2906,6,1
H5,290619,"Alcohols; cyclanic, cyclenic or cycloterpenic and derivatives, n.e.c. in item no. 2906.1",2906,6,1
H5,290621,"Alcohols; aromatic alcohols and derivatives, benzyl alcohol",2906,6,1
H5,290629,"Alcohols; aromatic and derivatives, other than benzyl alcohol",2906,6,1
H5,290711,Monophenols; phenol (hydroxybenzene) and its salts,2907,6,1
H5,290712,Monophenols; cresols and their salts,2907,6,1
H5,290713,"Monophenols; octylphenol, nonylphenol and their isomers, salts thereof",2907,6,1
H5,290715,Monophenols; naphthols and their salts,2907,6,1
H5,290719,Monophenols; n.e.c. in item no. 2907.1,2907,6,1
H5,290721,Polyphenols; resorcinol and its salts,2907,6,1
H5,290722,Polyphenols; hydroquinone (quinol) and its salts,2907,6,1
H5,290723,"Polyphenols; 4,4'-isopropylidenediphenol (bisphenol A, diphenylolpropane) and its salts",2907,6,1
H5,290729,Phenol-alcohols and polyphenols n.e.c. in item number 2907.2,2907,6,1
H5,290811,Phenol or phenol-alcohol derivatives containing only halogen substituents and their salts; pentachlorophenol (ISO),2908,6,1
H5,290819,Phenol or phenol-alcohol derivatives containing only halogen substituents and their salts; other than pentachlorophenol (ISO),2908,6,1
H5,290891,"Phenol or phenol-alcohol derivatives, sulphonated, nitrated or nitrosated derivatives thereof; dinoseb (ISO) and its salts",2908,6,1
H5,290892,"Phenol or phenol-alcohol derivatives, sulphonated, nitrated or nitrosated derivatives thereof; 4,6-dinitro-o-cresol (DNOC (ISO)) and its salts",2908,6,1
H5,290899,"Phenol or phenol-alcohol derivatives, sulphonated, nitrated or nitrosated derivatives thereof; other than dinoseb (ISO), and 4,6-dinitro-o-cresol (DNOC (ISO)), and their salts",2908,6,1
H5,290911,"Ethers; acyclic, and their halogenated, sulphonated, nitrated or nitrosated derivatives, diethyl ether",2909,6,1
H5,290919,"Ethers; acyclic, and their halogenated, sulphonated, nitrated or nitrosated derivatives, other than diethyl ether",2909,6,1
H5,290920,"Ethers; cyclanic, cyclenic or cycloterpenic and their halogenated, sulphonated, nitrated or nitrosated derivatives",2909,6,1
H5,290930,"Ethers; aromatic, and their halogenated, sulphonated, nitrated or nitrosated derivatives",2909,6,1
H5,290941,"Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives; 2,2-oxydiethanol (diethylene glycol, digol)",2909,6,1
H5,290943,"Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives; monobutyl ethers of ethylene glycol or of diethylene glycol",2909,6,1
H5,290944,"Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives; monoalkylethers of ethylene glycol or of diethylene glycol n.e.c. in heading no. 2909",2909,6,1
H5,290949,"Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives; n.e.c. in item no. 2909.4",2909,6,1
H5,290950,"Ether-phenols, ether-alcohol-phenols and their halogenated, sulphonated, nitrated or nitrosated derivatives",2909,6,1
H5,290960,"Alcohol peroxides, ether peroxides, ketone peroxides and their halogenated, sulphonated, nitrated or nitrosated derivatives",2909,6,1
H5,291010,"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers; with a three-membered ring and their halogenated, sulphonated, nitrated or nitrosated derivatives; oxirane (ethylene oxide)",2910,6,1
H5,291020,"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers; with a three-membered ring and their halogenated, sulphonated, nitrated or nitrosated derivatives, methyloxirane (propylene oxide)",2910,6,1
H5,291030,"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers; with a three-membered ring and their halogenated, sulphonated, nitrated or nitrosated derivatives, 1-chloro-2,3-epoxypropane (epichlorohydrin)",2910,6,1
H5,291040,"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers; with a three-membered ring and their halogenated, sulphonated, nitrated or nitrosated derivatives, dieldrin (ISO, INN)",2910,6,1
H5,291050,"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers; with a three-membered ring and their halogenated, sulphonated, nitrated or nitrosated derivatives, endrin (ISO)",2910,6,1
H5,291090,"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers; with a three-membered ring and their halogenated, sulphonated, nitrated or nitrosated derivatives, n.e.c. in heading no. 2910",2910,6,1
H5,291100,"Acetals and hemiacetals; whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives",2911,6,1
H5,291211,"Aldehydes; acyclic, without other oxygen function, methanal (formaldehyde)",2912,6,1
H5,291212,"Aldehydes; acyclic, without other oxygen function, ethanal (acetaldehyde)",2912,6,1
H5,291219,"Aldehydes; acyclic, without other oxygen function, n.e.c. in item no. 2912.1",2912,6,1
H5,291221,"Aldehydes; cyclic, without other oxygen function, benzaldehyde",2912,6,1
H5,291229,"Aldehydes; cyclic, without other oxygen function, other than benzaldehyde",2912,6,1
H5,291241,"Aldehydes; aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function, vanillin (4-hydroxy-3-methoxybenzaldehyde)",2912,6,1
H5,291242,"Aldehydes; aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function, ethylvanillin (3-ethoxy-4-hydroxybenzaldehyde)",2912,6,1
H5,291249,"Aldehyde-alcohols, aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function; other than vanillin (4-hydroxy-3-methoxybenzaldehyde) and ethylvanillin (3-ethoxy-4-hydroxybenzaldehyde)",2912,6,1
H5,291250,Aldehydes; cyclic polymers of aldehydes,2912,6,1
H5,291260,Paraformaldehyde,2912,6,1
H5,291300,"Aldehydes; halogenated, sulphonated, nitrated or nitrosated derivatives of products of heading no. 2912",2913,6,1
H5,291411,"Ketones; acyclic, without other oxygen function, acetone",2914,6,1
H5,291412,"Ketones; acyclic, without other oxygen function, butanone (methyl ethyl ketone)",2914,6,1
H5,291413,"Ketones; acyclic, without other oxygen function, 4-methylpentan-2-one (methyl isobutyl ketone)",2914,6,1
H5,291419,"Ketones; acyclic, without other oxygen function, n.e.c. in item no. 2914.1",2914,6,1
H5,291422,"Ketones; cyclanic, cyclenic or cycloterpenic, without other oxygen function, cyclohexanone and methylcyclohexanones",2914,6,1
H5,291423,"Ketones; cyclanic, cyclenic or cycloterpenic, without other oxygen function, ionones and methylionones",2914,6,1
H5,291429,"Ketones; cyclanic, cyclenic or cycloterpenic, without other oxygen function, other than cyclohexanone, methylcyclohexanones, ionones, and methylionones",2914,6,1
H5,291431,"Ketones; aromatic, (without other oxygen function), phenylacetone (phenylpropan-2-one)",2914,6,1
H5,291439,"Ketones; aromatic, (without other oxygen function), excluding phenylacetone (phenylpropan-2-one)",2914,6,1
H5,291440,Ketone-alcohols and ketone-aldehydes,2914,6,1
H5,291450,Ketone-phenols and ketones with other oxygen function,2914,6,1
H5,291461,Quinones; anthraquinone,2914,6,1
H5,291462,Quinones; coenzyme Q10 (ubidecarenone (INN)),2914,6,1
H5,291469,Quinones; other than anthraquinone and coenzyme Q10 (ubidecarenone (INN)),2914,6,1
H5,291471,"Ketones and quinones; halogenated, sulphonated, nitrated or nitrosated derivatives; chlordecone (ISO)",2914,6,1
H5,291479,"Ketones and quinones; halogenated, sulphonated, nitrated or nitrosated derivatives, other than chlordecone (ISO)",2914,6,1
H5,291511,Acids; saturated acyclic monocarboxylic acids; formic acid,2915,6,1
H5,291512,Acids; saturated acyclic monocarboxylic acids; salts of formic acids,2915,6,1
H5,291513,Acids; saturated acyclic monocarboxylic acids; esters of formic acid,2915,6,1
H5,291521,Acids; saturated acyclic monocarboxylic acids; acetic acid,2915,6,1
H5,291524,Acids; saturated acyclic monocarboxylic acids; acetic anhydride,2915,6,1
H5,291529,Acids; saturated acyclic monocarboxylic acids; acetic acid and its salts n.e.c. in item no. 2915.2,2915,6,1
H5,291531,Acids; saturated acyclic monocarboxylic acids; ethyl acetate,2915,6,1
