hs10_code,hs10_description,ucc_code,ucc_description,confidence_level,match_score,match_reasoning,match_method,demographic_split
0713909002,"DRIED LEGUMINOUS VEGETABLES, SHELLED, NESOI",140110,FROZEN VEGETABLES,HIGH,0.825,anchor tokens: VEGETABLES,deterministic,1.0
0713909002,"DRIED LEGUMINOUS VEGETABLES, SHELLED, NESOI",140210,CANNED BEANS,HIGH,0.825,anchor tokens: BEANS; HS10 tokens matched: LEGUMINOUS,deterministic,1.0
0713909002,"DRIED LEGUMINOUS VEGETABLES, SHELLED, NESOI",140230,CANNED MISCELLANEOUS VEGETABLES,HIGH,0.825,anchor tokens: VEGETABLES,deterministic,1.0
0713909002,"DRIED LEGUMINOUS VEGETABLES, SHELLED, NESOI",140310,DRIED PROCESSED VEGETABLES,HIGH,0.825,anchor tokens: VEGETABLES,deterministic,1.0
0713909002,"DRIED LEGUMINOUS VEGETABLES, SHELLED, NESOI",140320,DRIED PEAS,HIGH,0.825,anchor tokens: PEAS; HS10 tokens matched: LEGUMINOUS,deterministic,1.0
0713909002,"DRIED LEGUMINOUS VEGETABLES, SHELLED, NESOI",140330,DRIED BEANS,HIGH,0.825,anchor tokens: BEANS; HS10 tokens matched: LEGUMINOUS,deterministic,1.0
0713909002,"DRIED LEGUMINOUS VEGETABLES, SHELLED, NESOI",140340,DRIED MISCELLANEOUS VEGETABLES,HIGH,0.825,anchor tokens: VEGETABLES,deterministic,1.0
0713909002,"DRIED LEGUMINOUS VEGETABLES, SHELLED, NESOI",120410,OTHER FRESH VEGETABLES,HIGH,0.825,anchor tokens: VEGETABLES,deterministic,1.0
0714201000,"SWEET POTATOES, FROZEN, WHETHER OR NOT SLICED OR IN THE FORM OF PELLETS",120110,POTATOES,HIGH,0.7375,anchor tokens: POTATOES,deterministic,1.0
0714202000,"SWEET POTATOES, FRESH, CHILLED OR DRIED, WHETHER OR NOT SLICED OR IN THE FORM OF PELLETS",120110,POTATOES,HIGH,0.72,anchor tokens: POTATOES,deterministic,1.0
0801210000,"BRAZIL NUTS, FRESH OR DRIED, IN SHELL",180320,NUTS,HIGH,0.7667,anchor tokens: NUTS,deterministic,1.0
0801220000,"BRAZIL NUTS, FRESH OR DRIED, SHELLED",180320,NUTS,HIGH,0.825,anchor tokens: NUTS,deterministic,1.0
0801310000,"CASHEW NUTS, FRESH OR DRIED, IN SHELL",180320,NUTS,HIGH,0.8833,"anchor tokens: NUTS; HS10 tokens matched: CASHEW, NUTS",deterministic,1.0
0801320000,"CASHEW NUTS, FRESH OR DRIED, SHELLED",180320,NUTS,HIGH,1.0,"anchor tokens: NUTS; HS10 tokens matched: CASHEW, NUTS",deterministic,1.0
0802610000,"MACADAMIA NUTS IN SHELL, FRESH OR DRIED",180320,NUTS,HIGH,0.7667,anchor tokens: NUTS,deterministic,1.0
0802620000,"MACADAMIA NUTS SHELLED, FRESH OR DRIED",180320,NUTS,HIGH,0.825,anchor tokens: NUTS,deterministic,1.0
0802700000,"KOLA NUTS, FRESH OR DRIED, WHETHER OR NOT SHELLED",180320,NUTS,HIGH,0.7667,anchor tokens: NUTS,deterministic,1.0
0802701000,"KOLA NUTS (COLA SPP.), FRESH OR DRIED, IN SHELL",180320,NUTS,HIGH,0.72,anchor tokens: NUTS,deterministic,1.0
0802702000,"KOLA NUTS, FRESH OR DRIED, SHELLED",180320,NUTS,HIGH,0.825,anchor tokens: NUTS,deterministic,1.0
0802800000,"ARECA NUTS, FRESH OR DRIED, WHETHER OR NOT SHELLED",180320,NUTS,HIGH,0.7667,anchor tokens: NUTS,deterministic,1.0
0802801000,"ARECA NUTS (COLA SPP.), FRESH OR DRIED, IN SHELL",180320,NUTS,HIGH,0.72,anchor tokens: NUTS,deterministic,1.0
0802802000,"ARECA NUTS, FRESH OR DRIED, SHELLED",180320,NUTS,HIGH,0.825,anchor tokens: NUTS,deterministic,1.0
0802908200,"NUTS, FRESH OR DRIED, IN SHELL, NESOI",180320,NUTS,HIGH,0.825,anchor tokens: NUTS,deterministic,1.0
0802909202,"NUTS, FRESH OR DRIED, IN SHELL, NESOI",180320,NUTS,HIGH,0.825,anchor tokens: NUTS,deterministic,1.0
0802909602,"NUTS, FRESH OR DRIED, SHELLED, NESOI",180320,NUTS,HIGH,1.0,anchor tokens: NUTS,deterministic,1.0
0802909800,"NUTS, FRESH OR DRIED, SHELLED, NESOI",180320,NUTS,HIGH,1.0,anchor tokens: NUTS,deterministic,1.0
0803900000,"BANANAS, FRESH OR DRIED",110210,BANANAS,HIGH,1.0,anchor tokens: BANANAS,deterministic,1.0
0803900025,CERTIFIED ORGANIC BANANAS,110210,BANANAS,HIGH,0.825,anchor tokens: BANANAS,deterministic,1.0
0803900035,"BANANAS, FRESH",110210,BANANAS,HIGH,1.0,anchor tokens: BANANAS,deterministic,1.0
0803900045,"BANANAS, DRIED",110210,BANANAS,HIGH,1.0,anchor tokens: BANANAS,deterministic,1.0
0805100020,"ORANGES, TEMPLE, FRESH OR DRIED",110310,ORANGES,HIGH,0.825,anchor tokens: ORANGES,deterministic,1.0
0805100040,"ORANGES, FRESH OR DRIED, NESOI",110310,ORANGES,HIGH,1.0,anchor tokens: ORANGES,deterministic,1.0
0805100040,"ORANGES, FRESH OR DRIED, NESOI",110510,"CITRUS FRUITS, EXCLUDING ORANGES",MEDIUM-HIGH,0.5667,anchor tokens: ORANGES,deterministic,1.0
0805100045,"ORANGES, CERTIFIED ORGANIC, FRESH OR DRIED, EXCLUDING TEMPLE ORANGES",110310,ORANGES,HIGH,0.7667,anchor tokens: ORANGES,deterministic,1.0
0805100065,"ORANGES, FRESH OR DRIED, OTHER THAN CERTIFIED ORGANIC, EXCLUDING TEMPLE ORANGES",110310,ORANGES,HIGH,0.7667,anchor tokens: ORANGES,deterministic,1.0
0805200040,"MANDARINS (INCLUDING SATSUMAS), CLEMENTINES, WILKINGS AND SIMILAR CITRUS HYBRIDS, FRESH OR DRIED, NESOI",110310,ORANGES,HIGH,0.7083,anchor tokens: ORANGES; HS10 tokens matched: CITRUS,deterministic,1.0
0805200040,"MANDARINS (INCLUDING SATSUMAS), CLEMENTINES, WILKINGS AND SIMILAR CITRUS HYBRIDS, FRESH OR DRIED, NESOI",110510,"CITRUS FRUITS, EXCLUDING ORANGES",HIGH,0.7083,"anchor tokens: CITRUS, FRUITS, ORANGES; HS10 tokens matched: CITRUS",deterministic,1.0
0805200040,"MANDARINS (INCLUDING SATSUMAS), CLEMENTINES, WILKINGS AND SIMILAR CITRUS HYBRIDS, FRESH OR DRIED, NESOI",130310,CANNED FRUITS,MEDIUM-HIGH,0.65,anchor tokens: FRUITS,deterministic,1.0
0805200040,"MANDARINS (INCLUDING SATSUMAS), CLEMENTINES, WILKINGS AND SIMILAR CITRUS HYBRIDS, FRESH OR DRIED, NESOI",110410,OTHER FRESH FRUITS,MEDIUM-HIGH,0.65,anchor tokens: FRUITS,deterministic,1.0
0805200040,"MANDARINS (INCLUDING SATSUMAS), CLEMENTINES, WILKINGS AND SIMILAR CITRUS HYBRIDS, FRESH OR DRIED, NESOI",130121,FROZEN FRUITS,MEDIUM-HIGH,0.65,anchor tokens: FRUITS,deterministic,1.0
0805200080,"MANDARINS (INCLUDING SATSUMAS), WILKINGS AND SIMILAR CITRUS HYBRIDS, FRESH OR DRIED, NESOI",110310,ORANGES,HIGH,0.72,anchor tokens: ORANGES; HS10 tokens matched: CITRUS,deterministic,1.0
0805200080,"MANDARINS (INCLUDING SATSUMAS), WILKINGS AND SIMILAR CITRUS HYBRIDS, FRESH OR DRIED, NESOI",110510,"CITRUS FRUITS, EXCLUDING ORANGES",HIGH,0.72,"anchor tokens: CITRUS, FRUITS, ORANGES; HS10 tokens matched: CITRUS",deterministic,1.0
0805200080,"MANDARINS (INCLUDING SATSUMAS), WILKINGS AND SIMILAR CITRUS HYBRIDS, FRESH OR DRIED, NESOI",130310,CANNED FRUITS,MEDIUM-HIGH,0.65,anchor tokens: FRUITS,deterministic,1.0
0805200080,"MANDARINS (INCLUDING SATSUMAS), WILKINGS AND SIMILAR CITRUS HYBRIDS, FRESH OR DRIED, NESOI",110410,OTHER FRESH FRUITS,MEDIUM-HIGH,0.65,anchor tokens: FRUITS,deterministic,1.0
0805200080,"MANDARINS (INCLUDING SATSUMAS), WILKINGS AND SIMILAR CITRUS HYBRIDS, FRESH OR DRIED, NESOI",130121,FROZEN FRUITS,MEDIUM-HIGH,0.65,anchor tokens: FRUITS,deterministic,1.0
0805290000,"WILKINGS AND SIMILAR CITRUS HYBRIDS, FRESH OR DRIED, NESOI",110310,ORANGES,HIGH,0.7667,anchor tokens: ORANGES; HS10 tokens matched: CITRUS,deterministic,1.0
0805290000,"WILKINGS AND SIMILAR CITRUS HYBRIDS, FRESH OR DRIED, NESOI",110510,"CITRUS FRUITS, EXCLUDING ORANGES",HIGH,0.7667,"anchor tokens: CITRUS, FRUITS, ORANGES; HS10 tokens matched: CITRUS",deterministic,1.0
0805290000,"WILKINGS AND SIMILAR CITRUS HYBRIDS, FRESH OR DRIED, NESOI",130310,CANNED FRUITS,MEDIUM-HIGH,0.65,anchor tokens: FRUITS,deterministic,1.0
0805290000,"WILKINGS AND SIMILAR CITRUS HYBRIDS, FRESH OR DRIED, NESOI",110410,OTHER FRESH FRUITS,MEDIUM-HIGH,0.65,anchor tokens: FRUITS,deterministic,1.0
0805290000,"WILKINGS AND SIMILAR CITRUS HYBRIDS, FRESH OR DRIED, NESOI",130121,FROZEN FRUITS,MEDIUM-HIGH,0.65,anchor tokens: FRUITS,deterministic,1.0
0805400010,"GRAPEFRUIT INCLUDING POMELOS, CERTIFIED ORGANIC, FRESH OR DRIED",130310,CANNED FRUITS,MEDIUM-HIGH,0.65,anchor tokens: FRUITS,deterministic,1.0
0805400010,"GRAPEFRUIT INCLUDING POMELOS, CERTIFIED ORGANIC, FRESH OR DRIED",110410,OTHER FRESH FRUITS,MEDIUM-HIGH,0.65,anchor tokens: FRUITS,deterministic,1.0
0805400010,"GRAPEFRUIT INCLUDING POMELOS, CERTIFIED ORGANIC, FRESH OR DRIED",130121,FROZEN FRUITS,MEDIUM-HIGH,0.65,anchor tokens: FRUITS,deterministic,1.0
0805400010,"GRAPEFRUIT INCLUDING POMELOS, CERTIFIED ORGANIC, FRESH OR DRIED",110510,"CITRUS FRUITS, EXCLUDING ORANGES",MEDIUM-HIGH,0.55,"anchor tokens: CITRUS, FRUITS; HS10 tokens matched: GRAPEFRUIT",deterministic,1.0
0805400050,"GRAPEFRUIT INCLUDING POMELOS, FRESH OR DRIED, OTHER THAN CERTIFIED ORGANIC",130310,CANNED FRUITS,MEDIUM-HIGH,0.65,anchor tokens: FRUITS,deterministic,1.0
0805400050,"GRAPEFRUIT INCLUDING POMELOS, FRESH OR DRIED, OTHER THAN CERTIFIED ORGANIC",110410,OTHER FRESH FRUITS,MEDIUM-HIGH,0.65,anchor tokens: FRUITS,deterministic,1.0
0805400050,"GRAPEFRUIT INCLUDING POMELOS, FRESH OR DRIED, OTHER THAN CERTIFIED ORGANIC",130121,FROZEN FRUITS,MEDIUM-HIGH,0.65,anchor tokens: FRUITS,deterministic,1.0
0805400050,"GRAPEFRUIT INCLUDING POMELOS, FRESH OR DRIED, OTHER THAN CERTIFIED ORGANIC",110510,"CITRUS FRUITS, EXCLUDING ORANGES",MEDIUM-HIGH,0.55,"anchor tokens: CITRUS, FRUITS; HS10 tokens matched: GRAPEFRUIT",deterministic,1.0
0805404000,"GRAPEFRUIT, FRESH OR DRIED, IF ENTERED DURING THE PERIOD FROM AUGUST 1 TO SEPTEMBER 30, INCLUSIVE, IN ANY YEAR",130310,CANNED FRUITS,MEDIUM-HIGH,0.65,anchor tokens: FRUITS,deterministic,1.0
0805404000,"GRAPEFRUIT, FRESH OR DRIED, IF ENTERED DURING THE PERIOD FROM AUGUST 1 TO SEPTEMBER 30, INCLUSIVE, IN ANY YEAR",110410,OTHER FRESH FRUITS,MEDIUM-HIGH,0.65,anchor tokens: FRUITS,deterministic,1.0
0805404000,"GRAPEFRUIT, FRESH OR DRIED, IF ENTERED DURING THE PERIOD FROM AUGUST 1 TO SEPTEMBER 30, INCLUSIVE, IN ANY YEAR",130121,FROZEN FRUITS,MEDIUM-HIGH,0.65,anchor tokens: FRUITS,deterministic,1.0
0805404000,"GRAPEFRUIT, FRESH OR DRIED, IF ENTERED DURING THE PERIOD FROM AUGUST 1 TO SEPTEMBER 30, INCLUSIVE, IN ANY YEAR",110510,"CITRUS FRUITS, EXCLUDING ORANGES",MEDIUM,0.4771,"anchor tokens: CITRUS, FRUITS; HS10 tokens matched: GRAPEFRUIT",deterministic,1.0
0805406000,"GRAPEFRUIT, FRESH OR DRIED, IF ENTERED DURING THE MONTH OF OCTOBER",130310,CANNED FRUITS,MEDIUM-HIGH,0.65,anchor tokens: FRUITS,deterministic,1.0
0805406000,"GRAPEFRUIT, FRESH OR DRIED, IF ENTERED DURING THE MONTH OF OCTOBER",110410,OTHER FRESH FRUITS,MEDIUM-HIGH,0.65,anchor tokens: FRUITS,deterministic,1.0
0805406000,"GRAPEFRUIT, FRESH OR DRIED, IF ENTERED DURING THE MONTH OF OCTOBER",130121,FROZEN FRUITS,MEDIUM-HIGH,0.65,anchor tokens: FRUITS,deterministic,1.0
0805406000,"GRAPEFRUIT, FRESH OR DRIED, IF ENTERED DURING THE MONTH OF OCTOBER",110510,"CITRUS FRUITS, EXCLUDING ORANGES",MEDIUM,0.5033,"anchor tokens: CITRUS, FRUITS; HS10 tokens matched: GRAPEFRUIT",deterministic,1.0
0805408000,"GRAPEFRUIT, FRESH OR DRIED, ENTERING DURING THE PERIOD FROM NOVEMBER 1 TO JULY 31, OF THE FOLLOWING YEAR, INCLUSIVE",130310,CANNED FRUITS,MEDIUM-HIGH,0.65,anchor tokens: FRUITS,deterministic,1.0
0805408000,"GRAPEFRUIT, FRESH OR DRIED, ENTERING DURING THE PERIOD FROM NOVEMBER 1 TO JULY 31, OF THE FOLLOWING YEAR, INCLUSIVE",110410,OTHER FRESH FRUITS,MEDIUM-HIGH,0.65,anchor tokens: FRUITS,deterministic,1.0
0805408000,"GRAPEFRUIT, FRESH OR DRIED, ENTERING DURING THE PERIOD FROM NOVEMBER 1 TO JULY 31, OF THE FOLLOWING YEAR, INCLUSIVE",130121,FROZEN FRUITS,MEDIUM-HIGH,0.65,anchor tokens: FRUITS,deterministic,1.0
0805408000,"GRAPEFRUIT, FRESH OR DRIED, ENTERING DURING THE PERIOD FROM NOVEMBER 1 TO JULY 31, OF THE FOLLOWING YEAR, INCLUSIVE",110510,"CITRUS FRUITS, EXCLUDING ORANGES",MEDIUM,0.4722,"anchor tokens: CITRUS, FRUITS; HS10 tokens matched: GRAPEFRUIT",deterministic,1.0
0805502000,"LEMONS (CITRUS LIMON, CITRUS LIMONUM) FRESH OR DRIED",110310,ORANGES,HIGH,0.7375,anchor tokens: ORANGES; HS10 tokens matched: CITRUS,deterministic,1.0
0805502000,"LEMONS (CITRUS LIMON, CITRUS LIMONUM) FRESH OR DRIED",110510,"CITRUS FRUITS, EXCLUDING ORANGES",HIGH,0.7375,"anchor tokens: CITRUS, FRUITS, ORANGES; HS10 tokens matched: CITRUS",deterministic,1.0
0805502000,"LEMONS (CITRUS LIMON, CITRUS LIMONUM) FRESH OR DRIED",130310,CANNED FRUITS,MEDIUM-HIGH,0.65,anchor tokens: FRUITS,deterministic,1.0
0805502000,"LEMONS (CITRUS LIMON, CITRUS LIMONUM) FRESH OR DRIED",110410,OTHER FRESH FRUITS,MEDIUM-HIGH,0.65,anchor tokens: FRUITS,deterministic,1.0
0805502000,"LEMONS (CITRUS LIMON, CITRUS LIMONUM) FRESH OR DRIED",130121,FROZEN FRUITS,MEDIUM-HIGH,0.65,anchor tokens: FRUITS,deterministic,1.0
0805502010,"LEMONS (CITRUS LIMON, CITRUS LIMONUM), CERTIFIED ORGANIC, FRESH OR DRIED",110310,ORANGES,HIGH,0.72,anchor tokens: ORANGES; HS10 tokens matched: CITRUS,deterministic,1.0
0805502010,"LEMONS (CITRUS LIMON, CITRUS LIMONUM), CERTIFIED ORGANIC, FRESH OR DRIED",110510,"CITRUS FRUITS, EXCLUDING ORANGES",HIGH,0.72,"anchor tokens: CITRUS, FRUITS, ORANGES; HS10 tokens matched: CITRUS",deterministic,1.0
0805502010,"LEMONS (CITRUS LIMON, CITRUS LIMONUM), CERTIFIED ORGANIC, FRESH OR DRIED",130310,CANNED FRUITS,MEDIUM-HIGH,0.65,anchor tokens: FRUITS,deterministic,1.0
0805502010,"LEMONS (CITRUS LIMON, CITRUS LIMONUM), CERTIFIED ORGANIC, FRESH OR DRIED",110410,OTHER FRESH FRUITS,MEDIUM-HIGH,0.65,anchor tokens: FRUITS,deterministic,1.0
0805502010,"LEMONS (CITRUS LIMON, CITRUS LIMONUM), CERTIFIED ORGANIC, FRESH OR DRIED",130121,FROZEN FRUITS,MEDIUM-HIGH,0.65,anchor tokens: FRUITS,deterministic,1.0
0805502050,"LEMONS (CITRUS LIMON, CITRUS LIMONUM), FRESH OR DRIED, OTHER THAN CERTIFIED ORGANIC",110310,ORANGES,HIGH,0.72,anchor tokens: ORANGES; HS10 tokens matched: CITRUS,deterministic,1.0
0805502050,"LEMONS (CITRUS LIMON, CITRUS LIMONUM), FRESH OR DRIED, OTHER THAN CERTIFIED ORGANIC",110510,"CITRUS FRUITS, EXCLUDING ORANGES",HIGH,0.72,"anchor tokens: CITRUS, FRUITS, ORANGES; HS10 tokens matched: CITRUS",deterministic,1.0
0805502050,"LEMONS (CITRUS LIMON, CITRUS LIMONUM), FRESH OR DRIED, OTHER THAN CERTIFIED ORGANIC",130310,CANNED FRUITS,MEDIUM-HIGH,0.65,anchor tokens: FRUITS,deterministic,1.0
0805502050,"LEMONS (CITRUS LIMON, CITRUS LIMONUM), FRESH OR DRIED, OTHER THAN CERTIFIED ORGANIC",110410,OTHER FRESH FRUITS,MEDIUM-HIGH,0.65,anchor tokens: FRUITS,deterministic,1.0
0805502050,"LEMONS (CITRUS LIMON, CITRUS LIMONUM), FRESH OR DRIED, OTHER THAN CERTIFIED ORGANIC",130121,FROZEN FRUITS,MEDIUM-HIGH,0.65,anchor tokens: FRUITS,deterministic,1.0
0805503000,"TIHITIAN LIMES, PERSIAN LIMES AND OTHER LIMES OF THE CITRUS LATIFOLIA VARIETY,  FRESH OR DRIED",110310,ORANGES,HIGH,0.7083,anchor tokens: ORANGES; HS10 tokens matched: CITRUS,deterministic,1.0
0805503000,"TIHITIAN LIMES, PERSIAN LIMES AND OTHER LIMES OF THE CITRUS LATIFOLIA VARIETY,  FRESH OR DRIED",110510,"CITRUS FRUITS, EXCLUDING ORANGES",HIGH,0.7083,"anchor tokens: CITRUS, FRUITS, ORANGES; HS10 tokens matched: CITRUS",deterministic,1.0
0805503000,"TIHITIAN LIMES, PERSIAN LIMES AND OTHER LIMES OF THE CITRUS LATIFOLIA VARIETY,  FRESH OR DRIED",130310,CANNED FRUITS,MEDIUM-HIGH,0.65,anchor tokens: FRUITS,deterministic,1.0
0805503000,"TIHITIAN LIMES, PERSIAN LIMES AND OTHER LIMES OF THE CITRUS LATIFOLIA VARIETY,  FRESH OR DRIED",110410,OTHER FRESH FRUITS,MEDIUM-HIGH,0.65,anchor tokens: FRUITS,deterministic,1.0
0805503000,"TIHITIAN LIMES, PERSIAN LIMES AND OTHER LIMES OF THE CITRUS LATIFOLIA VARIETY,  FRESH OR DRIED",130121,FROZEN FRUITS,MEDIUM-HIGH,0.65,anchor tokens: FRUITS,deterministic,1.0
0805504000,LIMES (CITRUS AURANTIFOLIA) FRESH OR DRIED,110310,ORANGES,HIGH,0.7667,anchor tokens: ORANGES; HS10 tokens matched: CITRUS,deterministic,1.0
0805504000,LIMES (CITRUS AURANTIFOLIA) FRESH OR DRIED,110510,"CITRUS FRUITS, EXCLUDING ORANGES",HIGH,0.7667,"anchor tokens: CITRUS, FRUITS, ORANGES; HS10 tokens matched: CITRUS",deterministic,1.0
0805504000,LIMES (CITRUS AURANTIFOLIA) FRESH OR DRIED,130310,CANNED FRUITS,MEDIUM-HIGH,0.65,anchor tokens: FRUITS,deterministic,1.0
0805504000,LIMES (CITRUS AURANTIFOLIA) FRESH OR DRIED,110410,OTHER FRESH FRUITS,MEDIUM-HIGH,0.65,anchor tokens: FRUITS,deterministic,1.0
0805504000,LIMES (CITRUS AURANTIFOLIA) FRESH OR DRIED,130121,FROZEN FRUITS,MEDIUM-HIGH,0.65,anchor tokens: FRUITS,deterministic,1.0
0805505010,"LIMES (CITRUS AURANTIFOLIA,  CITRUS LATIFOLIA), CERTIFIED ORGANIC, FRESH OR DRIED",110310,ORANGES,HIGH,0.72,anchor tokens: ORANGES; HS10 tokens matched: CITRUS,deterministic,1.0
0805505010,"LIMES (CITRUS AURANTIFOLIA,  CITRUS LATIFOLIA), CERTIFIED ORGANIC, FRESH OR DRIED",110510,"CITRUS FRUITS, EXCLUDING ORANGES",HIGH,0.72,"anchor tokens: CITRUS, FRUITS, ORANGES; HS10 tokens matched: CITRUS",deterministic,1.0
0805505010,"LIMES (CITRUS AURANTIFOLIA,  CITRUS LATIFOLIA), CERTIFIED ORGANIC, FRESH OR DRIED",130310,CANNED FRUITS,MEDIUM-HIGH,0.65,anchor tokens: FRUITS,deterministic,1.0
0805505010,"LIMES (CITRUS AURANTIFOLIA,  CITRUS LATIFOLIA), CERTIFIED ORGANIC, FRESH OR DRIED",110410,OTHER FRESH FRUITS,MEDIUM-HIGH,0.65,anchor tokens: FRUITS,deterministic,1.0
0805505010,"LIMES (CITRUS AURANTIFOLIA,  CITRUS LATIFOLIA), CERTIFIED ORGANIC, FRESH OR DRIED",130121,FROZEN FRUITS,MEDIUM-HIGH,0.65,anchor tokens: FRUITS,deterministic,1.0
0805505090,"LIMES (CITRUS AURANTIFOLIA, CITRUS LATIFOLIA), FRESH OR DRIED, NESOI",110310,ORANGES,HIGH,0.7375,anchor tokens: ORANGES; HS10 tokens matched: CITRUS,deterministic,1.0
0805505090,"LIMES (CITRUS AURANTIFOLIA, CITRUS LATIFOLIA), FRESH OR DRIED, NESOI",110510,"CITRUS FRUITS, EXCLUDING ORANGES",HIGH,0.7375,"anchor tokens: CITRUS, FRUITS, ORANGES; HS10 tokens matched: CITRUS",deterministic,1.0
0805505090,"LIMES (CITRUS AURANTIFOLIA, CITRUS LATIFOLIA), FRESH OR DRIED, NESOI",130310,CANNED FRUITS,MEDIUM-HIGH,0.65,anchor tokens: FRUITS,deterministic,1.0
0805505090,"LIMES (CITRUS AURANTIFOLIA, CITRUS LATIFOLIA), FRESH OR DRIED, NESOI",110410,OTHER FRESH FRUITS,MEDIUM-HIGH,0.65,anchor tokens: FRUITS,deterministic,1.0
0805505090,"LIMES (CITRUS AURANTIFOLIA, CITRUS LATIFOLIA), FRESH OR DRIED, NESOI",130121,FROZEN FRUITS,MEDIUM-HIGH,0.65,anchor tokens: FRUITS,deterministic,1.0
0805900100,"CITRUS FRUITS, FRESH OR DRIED, INCLUDING KUMQUATS, CITRONS, BERGAMOTS AND OTHERS, NESOI",110510,"CITRUS FRUITS, EXCLUDING ORANGES",HIGH,0.8667,"anchor tokens: CITRUS, FRUITS, ORANGES; HS10 tokens matched: CITRUS, FRUITS; bigram matches: CITRUS FRUITS",deterministic,1.0
0805900100,"CITRUS FRUITS, FRESH OR DRIED, INCLUDING KUMQUATS, CITRONS, BERGAMOTS AND OTHERS, NESOI",130310,CANNED FRUITS,HIGH,0.7083,anchor tokens: FRUITS,deterministic,1.0
0805900100,"CITRUS FRUITS, FRESH OR DRIED, INCLUDING KUMQUATS, CITRONS, BERGAMOTS AND OTHERS, NESOI",110310,ORANGES,HIGH,0.7083,anchor tokens: ORANGES; HS10 tokens matched: CITRUS,deterministic,1.0
0805900100,"CITRUS FRUITS, FRESH OR DRIED, INCLUDING KUMQUATS, CITRONS, BERGAMOTS AND OTHERS, NESOI",110410,OTHER FRESH FRUITS,HIGH,0.7083,anchor tokens: FRUITS,deterministic,1.0
0805900100,"CITRUS FRUITS, FRESH OR DRIED, INCLUDING KUMQUATS, CITRONS, BERGAMOTS AND OTHERS, NESOI",130121,FROZEN FRUITS,HIGH,0.7083,anchor tokens: FRUITS,deterministic,1.0
0808100010,"APPLES, CERTIFIED ORGANIC, FRESH",110110,APPLES,HIGH,0.825,anchor tokens: APPLES,deterministic,1.0
0808100030,"APPLES, FRESH, VALUED NOT OVER TWENTY-TWO CENTS PER KILOGRAM",110110,APPLES,HIGH,0.7,anchor tokens: APPLES,deterministic,1.0
0808100045,"APPLES, CERTIFIED ORGANIC, VALUED OVER 22 CENTS PER KILOGRAM, FRESH",110110,APPLES,HIGH,0.7083,anchor tokens: APPLES,deterministic,1.0
0808100050,"APPLES, FRESH, OTHER THAN CERTIFIED ORGANIC",110110,APPLES,HIGH,0.825,anchor tokens: APPLES,deterministic,1.0
0808100065,"APPLES, VALUED OVER 22 CENTS PER KILOGRAM, FRESH, OTHER THAN CERTIFIED ORGANIC",110110,APPLES,HIGH,0.7083,anchor tokens: APPLES,deterministic,1.0
0810300000,"CURRANTS, BLACK, WHITE OR RED, GOOSEBERRIES (OTHER THAN KIWI FRUIT), AND OTHER BERRIES; TAMARINDS, FRESH",130320,DRIED FRUIT,MEDIUM-HIGH,0.6889,anchor tokens: FRUIT,deterministic,1.0
0810400040,"FRUITS OF THE GENUS VACCINIUM, FRESH, NESOI",130310,CANNED FRUITS,HIGH,0.7667,anchor tokens: FRUITS,deterministic,1.0
0810400040,"FRUITS OF THE GENUS VACCINIUM, FRESH, NESOI",130121,FROZEN FRUITS,HIGH,0.7667,anchor tokens: FRUITS,deterministic,1.0
0810400040,"FRUITS OF THE GENUS VACCINIUM, FRESH, NESOI",110410,OTHER FRESH FRUITS,HIGH,0.7667,anchor tokens: FRUITS,deterministic,1.0
0810400050,"CRANBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM EXCEPT BLUEBERRIES, FRESH, NESOI",130310,CANNED FRUITS,HIGH,0.72,anchor tokens: FRUITS,deterministic,1.0
0810400050,"CRANBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM EXCEPT BLUEBERRIES, FRESH, NESOI",130121,FROZEN FRUITS,HIGH,0.72,anchor tokens: FRUITS,deterministic,1.0
0810400050,"CRANBERRIES AND OTHER FRUITS OF THE GENUS VACCINIUM EXCEPT BLUEBERRIES, FRESH, NESOI",110410,OTHER FRESH FRUITS,HIGH,0.72,anchor tokens: FRUITS,deterministic,1.0
0810500000,"KIWI FRUIT, FRESH",130320,DRIED FRUIT,HIGH,0.825,anchor tokens: FRUIT,deterministic,1.0
0810500000,"KIWI FRUIT, FRESH",130212,CANNED AND BOTTLED FRUIT JUICE,MEDIUM,0.5,anchor tokens: FRUIT,deterministic,1.0
0810500000,"KIWI FRUIT, FRESH",130122,FROZEN FRUIT JUICES,MEDIUM,0.5,anchor tokens: FRUIT,deterministic,1.0
0810500000,"KIWI FRUIT, FRESH",130211,FRESH FRUIT JUICE,MEDIUM,0.5,anchor tokens: FRUIT,deterministic,1.0
0810904500,"FRUITS, FRESH, NESOI",130310,CANNED FRUITS,HIGH,1.0,anchor tokens: FRUITS,deterministic,1.0
0810904500,"FRUITS, FRESH, NESOI",130121,FROZEN FRUITS,HIGH,1.0,anchor tokens: FRUITS,deterministic,1.0
0810904500,"FRUITS, FRESH, NESOI",110410,OTHER FRESH FRUITS,HIGH,1.0,anchor tokens: FRUITS,deterministic,1.0
0810904500,"FRUITS, FRESH, NESOI",110510,"CITRUS FRUITS, EXCLUDING ORANGES",MEDIUM-HIGH,0.5667,anchor tokens: FRUITS,deterministic,1.0
