hs10_code,hs10_description,ucc_code,ucc_description,confidence_level,match_score,match_reasoning,match_method,demographic_split
6103290530,"MEN'S OR BOYS' ENSEMBLES, KNITTED OR CROCHETTED: OF WOOL OR FINE ANIMAL HAIR, TROUSERS, BREECHES, AND SHORTS",370314,BOYS'' PANTS AND SHORTS,HIGH,0.7375,"anchor tokens: BOYS, PANTS, SHORTS; HS10 tokens matched: BOYS, SHORTS, TROUSERS",deterministic,1.0
6103290530,"MEN'S OR BOYS' ENSEMBLES, KNITTED OR CROCHETTED: OF WOOL OR FINE ANIMAL HAIR, TROUSERS, BREECHES, AND SHORTS",380333,WOMEN''S PANTS AND SHORTS,MEDIUM,0.4917,"anchor tokens: PANTS, SHORTS; HS10 tokens matched: SHORTS, TROUSERS",deterministic,1.0
6103290550,"MEN'S OR BOYS' ENSEMBLES, KNITTED OR CROCHETTED: OF WOOL OR FINE ANIMAL HAIR, SHIRTS",370125,BOYS'' SHIRTS AND SWEATERS,MEDIUM,0.5033,"anchor tokens: BOYS, SHIRTS",deterministic,1.0
6103291050,"MEN'S OR BOYS' ENSEMBLES, KNITTED OR CROCHETTED: OF ARTIFICIAL FIBERS, SHIRTS",370125,BOYS'' SHIRTS AND SWEATERS,MEDIUM,0.5208,"anchor tokens: BOYS, SHIRTS",deterministic,1.0
6103291050,"MEN'S OR BOYS' ENSEMBLES, KNITTED OR CROCHETTED: OF ARTIFICIAL FIBERS, SHIRTS",360420,"MEN''S SHIRTS, SWEATERS, AND VESTS",MEDIUM,0.4125,"anchor tokens: MEN, SHIRTS",deterministic,1.0
6103291060,"MEN'S OR BOYS' ENSEMBLES, KNITTED OR CROCHETTED: OF ARTIFICIAL FIBERS, OTHER APPAREL",440140,CLOTHING RENTAL,MEDIUM,0.4125,"anchor tokens: CLOTHING; HS10 tokens matched: APPAREL, KNITTED",deterministic,1.0
6103291060,"MEN'S OR BOYS' ENSEMBLES, KNITTED OR CROCHETTED: OF ARTIFICIAL FIBERS, OTHER APPAREL",440900,CLOTHING STORAGE,MEDIUM,0.4125,"anchor tokens: CLOTHING; HS10 tokens matched: APPAREL, KNITTED",deterministic,1.0
6103292036,"MEN'S OR BOYS' ENSEMBLES, KNITTED OR CROCHETTED: OF OTHER TEXTILE MATERIALS, JACKETS AND BLAZERS OF 6101, LESS THAN 70 PERCENT BY WEIGHT OF SILK",360210,MEN''S COATS AND JACKETS,MEDIUM,0.5033,"anchor tokens: JACKETS, MEN",deterministic,1.0
6103292036,"MEN'S OR BOYS' ENSEMBLES, KNITTED OR CROCHETTED: OF OTHER TEXTILE MATERIALS, JACKETS AND BLAZERS OF 6101, LESS THAN 70 PERCENT BY WEIGHT OF SILK",370110,BOYS'' COATS AND JACKETS,MEDIUM,0.5033,"anchor tokens: BOYS, JACKETS",deterministic,1.0
6103292052,"MEN'S OR BOYS' ENSEMBLES, KNITTED OR CROCHETTED: OF OTHER TEXTILE MATERIALS, SHIRTS, GREATER THAN OR EQUAL TO 70 PERCENT BY WEIGHT OF SILK",370125,BOYS'' SHIRTS AND SWEATERS,MEDIUM,0.497,"anchor tokens: BOYS, SHIRTS",deterministic,1.0
6103310000,"MEN'S OR BOYS' SUIT-TYPE JACKETS AND BLAZERS, KNITTED OR CROCHETED: OF WOOL OR FINE ANIMAL HAIR",360110,MEN''S SUITS,HIGH,0.7136,"anchor tokens: MEN, SUITS; HS10 tokens matched: MEN, SUIT",deterministic,1.0
6103310000,"MEN'S OR BOYS' SUIT-TYPE JACKETS AND BLAZERS, KNITTED OR CROCHETED: OF WOOL OR FINE ANIMAL HAIR",360210,MEN''S COATS AND JACKETS,MEDIUM,0.497,"anchor tokens: JACKETS, MEN",deterministic,1.0
6103310000,"MEN'S OR BOYS' SUIT-TYPE JACKETS AND BLAZERS, KNITTED OR CROCHETED: OF WOOL OR FINE ANIMAL HAIR",370110,BOYS'' COATS AND JACKETS,MEDIUM,0.497,"anchor tokens: BOYS, JACKETS",deterministic,1.0
6103320000,"MEN'S OR BOYS' SUIT-TYPE JACKETS AND BLAZERS, KNITTED OR CROCHETTED: OF COTTON",360110,MEN''S SUITS,HIGH,0.7375,"anchor tokens: MEN, SUITS; HS10 tokens matched: MEN, SUIT",deterministic,1.0
6103320000,"MEN'S OR BOYS' SUIT-TYPE JACKETS AND BLAZERS, KNITTED OR CROCHETTED: OF COTTON",360210,MEN''S COATS AND JACKETS,MEDIUM,0.5208,"anchor tokens: JACKETS, MEN",deterministic,1.0
6103320000,"MEN'S OR BOYS' SUIT-TYPE JACKETS AND BLAZERS, KNITTED OR CROCHETTED: OF COTTON",370110,BOYS'' COATS AND JACKETS,MEDIUM,0.5208,"anchor tokens: BOYS, JACKETS",deterministic,1.0
6103320000,"MEN'S OR BOYS' SUIT-TYPE JACKETS AND BLAZERS, KNITTED OR CROCHETTED: OF COTTON",360120,"MEN''S SPORTCOATS, TAILORED JACKETS",MEDIUM,0.4125,"anchor tokens: JACKETS, MEN",deterministic,1.0
6103320000,"MEN'S OR BOYS' SUIT-TYPE JACKETS AND BLAZERS, KNITTED OR CROCHETTED: OF COTTON",370311,"BOYS'' SUITS, SPORTCOATS, VESTS",MEDIUM,0.4125,"anchor tokens: BOYS, SUITS; HS10 tokens matched: BOYS, SUIT",deterministic,1.0
6103330000,"MEN'S OR BOYS' SUIT-TYPE JACKETS AND BLAZERS OF SYNTHETIC FIBERS, KNITTED OR CROCHETED",360110,MEN''S SUITS,HIGH,0.7278,"anchor tokens: MEN, SUITS; HS10 tokens matched: MEN, SUIT",deterministic,1.0
6103330000,"MEN'S OR BOYS' SUIT-TYPE JACKETS AND BLAZERS OF SYNTHETIC FIBERS, KNITTED OR CROCHETED",360210,MEN''S COATS AND JACKETS,MEDIUM,0.5111,"anchor tokens: JACKETS, MEN",deterministic,1.0
6103330000,"MEN'S OR BOYS' SUIT-TYPE JACKETS AND BLAZERS OF SYNTHETIC FIBERS, KNITTED OR CROCHETED",370110,BOYS'' COATS AND JACKETS,MEDIUM,0.5111,"anchor tokens: BOYS, JACKETS",deterministic,1.0
6103330000,"MEN'S OR BOYS' SUIT-TYPE JACKETS AND BLAZERS OF SYNTHETIC FIBERS, KNITTED OR CROCHETED",360120,"MEN''S SPORTCOATS, TAILORED JACKETS",MEDIUM,0.4028,"anchor tokens: JACKETS, MEN",deterministic,1.0
6103330000,"MEN'S OR BOYS' SUIT-TYPE JACKETS AND BLAZERS OF SYNTHETIC FIBERS, KNITTED OR CROCHETED",370311,"BOYS'' SUITS, SPORTCOATS, VESTS",MEDIUM,0.4028,"anchor tokens: BOYS, SUITS; HS10 tokens matched: BOYS, SUIT",deterministic,1.0
6103331000,"MEN'S OR BOYS' SUIT-TYPE JACKETS AND BLAZERS, KNITTED OR CROCHETTED: OF SYNTHETIC FIBERS, GREATER THAN OR EQUAL TO 23 PERCENT WOOL OR F.A.H.",360110,MEN''S SUITS,HIGH,0.7038,"anchor tokens: MEN, SUITS; HS10 tokens matched: MEN, SUIT",deterministic,1.0
6103331000,"MEN'S OR BOYS' SUIT-TYPE JACKETS AND BLAZERS, KNITTED OR CROCHETTED: OF SYNTHETIC FIBERS, GREATER THAN OR EQUAL TO 23 PERCENT WOOL OR F.A.H.",360210,MEN''S COATS AND JACKETS,MEDIUM,0.4872,"anchor tokens: JACKETS, MEN",deterministic,1.0
6103331000,"MEN'S OR BOYS' SUIT-TYPE JACKETS AND BLAZERS, KNITTED OR CROCHETTED: OF SYNTHETIC FIBERS, GREATER THAN OR EQUAL TO 23 PERCENT WOOL OR F.A.H.",370110,BOYS'' COATS AND JACKETS,MEDIUM,0.4872,"anchor tokens: BOYS, JACKETS",deterministic,1.0
6103332000,"MEN'S OR BOYS' SUIT-TYPE JACKETS AND BLAZERS, KNITTED OR CROCHETTED: OF SYNTHETIC FIBERS, LESS THAN 23 PERCENT BY WEIGHT OF WOOL OR FINE ANIMAL HAIR",360110,MEN''S SUITS,HIGH,0.7,"anchor tokens: MEN, SUITS; HS10 tokens matched: MEN, SUIT",deterministic,1.0
6103332000,"MEN'S OR BOYS' SUIT-TYPE JACKETS AND BLAZERS, KNITTED OR CROCHETTED: OF SYNTHETIC FIBERS, LESS THAN 23 PERCENT BY WEIGHT OF WOOL OR FINE ANIMAL HAIR",360210,MEN''S COATS AND JACKETS,MEDIUM,0.4833,"anchor tokens: JACKETS, MEN",deterministic,1.0
6103332000,"MEN'S OR BOYS' SUIT-TYPE JACKETS AND BLAZERS, KNITTED OR CROCHETTED: OF SYNTHETIC FIBERS, LESS THAN 23 PERCENT BY WEIGHT OF WOOL OR FINE ANIMAL HAIR",370110,BOYS'' COATS AND JACKETS,MEDIUM,0.4833,"anchor tokens: BOYS, JACKETS",deterministic,1.0
6103391000,"MEN'S OR BOYS' SUIT-TYPE JACKETS AND BLAZERS, KNITTED OR CROCHETTED: OF OTHER TEXTILE MATERIALS: OF ARTIFICIAL FIBERS",360110,MEN''S SUITS,HIGH,0.72,"anchor tokens: MEN, SUITS; HS10 tokens matched: MEN, SUIT",deterministic,1.0
6103391000,"MEN'S OR BOYS' SUIT-TYPE JACKETS AND BLAZERS, KNITTED OR CROCHETTED: OF OTHER TEXTILE MATERIALS: OF ARTIFICIAL FIBERS",360210,MEN''S COATS AND JACKETS,MEDIUM,0.5033,"anchor tokens: JACKETS, MEN",deterministic,1.0
6103391000,"MEN'S OR BOYS' SUIT-TYPE JACKETS AND BLAZERS, KNITTED OR CROCHETTED: OF OTHER TEXTILE MATERIALS: OF ARTIFICIAL FIBERS",370110,BOYS'' COATS AND JACKETS,MEDIUM,0.5033,"anchor tokens: BOYS, JACKETS",deterministic,1.0
6103392000,"MEN'S OR BOYS' SUIT-TYPE JACKETS AND BLAZERS OF OTHER TEXTILE MATERIALS, KNITTED OR CROCHETED",360110,MEN''S SUITS,HIGH,0.7375,"anchor tokens: MEN, SUITS; HS10 tokens matched: MEN, SUIT",deterministic,1.0
6103392000,"MEN'S OR BOYS' SUIT-TYPE JACKETS AND BLAZERS OF OTHER TEXTILE MATERIALS, KNITTED OR CROCHETED",360210,MEN''S COATS AND JACKETS,MEDIUM,0.5208,"anchor tokens: JACKETS, MEN",deterministic,1.0
6103392000,"MEN'S OR BOYS' SUIT-TYPE JACKETS AND BLAZERS OF OTHER TEXTILE MATERIALS, KNITTED OR CROCHETED",370110,BOYS'' COATS AND JACKETS,MEDIUM,0.5208,"anchor tokens: BOYS, JACKETS",deterministic,1.0
6103392000,"MEN'S OR BOYS' SUIT-TYPE JACKETS AND BLAZERS OF OTHER TEXTILE MATERIALS, KNITTED OR CROCHETED",360120,"MEN''S SPORTCOATS, TAILORED JACKETS",MEDIUM,0.4125,"anchor tokens: JACKETS, MEN",deterministic,1.0
6103392000,"MEN'S OR BOYS' SUIT-TYPE JACKETS AND BLAZERS OF OTHER TEXTILE MATERIALS, KNITTED OR CROCHETED",370311,"BOYS'' SUITS, SPORTCOATS, VESTS",MEDIUM,0.4125,"anchor tokens: BOYS, SUITS; HS10 tokens matched: BOYS, SUIT",deterministic,1.0
6103394000,"MEN'S OR BOYS' SUIT-TYPE JACKETS AND BLAZERS, KNITTED OR CROCHETTED: OF SILK, GREATER THAN OR EQUAL TO 70 PERCENT BY WEIGHT OF SILK OR SILK WASTE",360110,MEN''S SUITS,HIGH,0.7083,"anchor tokens: MEN, SUITS; HS10 tokens matched: MEN, SUIT",deterministic,1.0
6103394000,"MEN'S OR BOYS' SUIT-TYPE JACKETS AND BLAZERS, KNITTED OR CROCHETTED: OF SILK, GREATER THAN OR EQUAL TO 70 PERCENT BY WEIGHT OF SILK OR SILK WASTE",360210,MEN''S COATS AND JACKETS,MEDIUM,0.4917,"anchor tokens: JACKETS, MEN",deterministic,1.0
6103394000,"MEN'S OR BOYS' SUIT-TYPE JACKETS AND BLAZERS, KNITTED OR CROCHETTED: OF SILK, GREATER THAN OR EQUAL TO 70 PERCENT BY WEIGHT OF SILK OR SILK WASTE",370110,BOYS'' COATS AND JACKETS,MEDIUM,0.4917,"anchor tokens: BOYS, JACKETS",deterministic,1.0
6103398010,"MEN'S OR BOYS' SUIT-TYPE JACKETS AND BLAZERS, KNITTED OR CROCHETTED: OF OTHER TEXTILE MATERIALS: SUBJECT TO COTTON RESTRAINTS",360110,MEN''S SUITS,HIGH,0.7136,"anchor tokens: MEN, SUITS; HS10 tokens matched: MEN, SUIT",deterministic,1.0
6103398010,"MEN'S OR BOYS' SUIT-TYPE JACKETS AND BLAZERS, KNITTED OR CROCHETTED: OF OTHER TEXTILE MATERIALS: SUBJECT TO COTTON RESTRAINTS",360210,MEN''S COATS AND JACKETS,MEDIUM,0.497,"anchor tokens: JACKETS, MEN",deterministic,1.0
6103398010,"MEN'S OR BOYS' SUIT-TYPE JACKETS AND BLAZERS, KNITTED OR CROCHETTED: OF OTHER TEXTILE MATERIALS: SUBJECT TO COTTON RESTRAINTS",370110,BOYS'' COATS AND JACKETS,MEDIUM,0.497,"anchor tokens: BOYS, JACKETS",deterministic,1.0
6103398020,"MEN'S OR BOYS' SUIT-TYPE JACKETS AND BLAZERS, KNITTED OR CROCHETTED: OF OTHER TEXTILE MATERIALS: SUBJECT TO WOOL RESTRAINTS",360110,MEN''S SUITS,HIGH,0.7136,"anchor tokens: MEN, SUITS; HS10 tokens matched: MEN, SUIT",deterministic,1.0
6103398020,"MEN'S OR BOYS' SUIT-TYPE JACKETS AND BLAZERS, KNITTED OR CROCHETTED: OF OTHER TEXTILE MATERIALS: SUBJECT TO WOOL RESTRAINTS",360210,MEN''S COATS AND JACKETS,MEDIUM,0.497,"anchor tokens: JACKETS, MEN",deterministic,1.0
6103398020,"MEN'S OR BOYS' SUIT-TYPE JACKETS AND BLAZERS, KNITTED OR CROCHETTED: OF OTHER TEXTILE MATERIALS: SUBJECT TO WOOL RESTRAINTS",370110,BOYS'' COATS AND JACKETS,MEDIUM,0.497,"anchor tokens: BOYS, JACKETS",deterministic,1.0
6103398030,"MEN'S OR BOYS' SUIT-TYPE JACKETS AND BLAZERS, KNITTED OR CROCHETTED: OF OTHER TEXTILE MATERIALS: SUBJECT TO MAN-MADE FIBERS RESTRAINTS",360110,MEN''S SUITS,HIGH,0.7083,"anchor tokens: MEN, SUITS; HS10 tokens matched: MEN, SUIT",deterministic,1.0
6103398030,"MEN'S OR BOYS' SUIT-TYPE JACKETS AND BLAZERS, KNITTED OR CROCHETTED: OF OTHER TEXTILE MATERIALS: SUBJECT TO MAN-MADE FIBERS RESTRAINTS",360210,MEN''S COATS AND JACKETS,MEDIUM,0.4917,"anchor tokens: JACKETS, MEN",deterministic,1.0
6103398030,"MEN'S OR BOYS' SUIT-TYPE JACKETS AND BLAZERS, KNITTED OR CROCHETTED: OF OTHER TEXTILE MATERIALS: SUBJECT TO MAN-MADE FIBERS RESTRAINTS",370110,BOYS'' COATS AND JACKETS,MEDIUM,0.4917,"anchor tokens: BOYS, JACKETS",deterministic,1.0
6103398060,"MEN'S OR BOYS' SUIT-TYPE JACKETS AND BLAZERS, KNITTED OR CROCHETTED: OF NON-COTTON VEGETABLE FIBERS",360110,MEN''S SUITS,HIGH,0.7136,"anchor tokens: MEN, SUITS; HS10 tokens matched: MEN, SUIT",deterministic,1.0
6103398060,"MEN'S OR BOYS' SUIT-TYPE JACKETS AND BLAZERS, KNITTED OR CROCHETTED: OF NON-COTTON VEGETABLE FIBERS",360210,MEN''S COATS AND JACKETS,MEDIUM,0.497,"anchor tokens: JACKETS, MEN",deterministic,1.0
6103398060,"MEN'S OR BOYS' SUIT-TYPE JACKETS AND BLAZERS, KNITTED OR CROCHETTED: OF NON-COTTON VEGETABLE FIBERS",370110,BOYS'' COATS AND JACKETS,MEDIUM,0.497,"anchor tokens: BOYS, JACKETS",deterministic,1.0
6103410000,"MEN'S OR BOYS' TROUSERS, BIB AND BRACE OVERALLS, BREECHES AND SHORTS OF WOOL OR FINE ANIMAL HAIR, KNITTED OR CROCHETED",360513,MEN''S PANTS AND SHORTS,HIGH,0.725,"anchor tokens: MEN, PANTS, SHORTS; HS10 tokens matched: MEN, SHORTS, TROUSERS",deterministic,1.0
6103410000,"MEN'S OR BOYS' TROUSERS, BIB AND BRACE OVERALLS, BREECHES AND SHORTS OF WOOL OR FINE ANIMAL HAIR, KNITTED OR CROCHETED",370314,BOYS'' PANTS AND SHORTS,HIGH,0.725,"anchor tokens: BOYS, PANTS, SHORTS; HS10 tokens matched: BOYS, SHORTS, TROUSERS",deterministic,1.0
6103410000,"MEN'S OR BOYS' TROUSERS, BIB AND BRACE OVERALLS, BREECHES AND SHORTS OF WOOL OR FINE ANIMAL HAIR, KNITTED OR CROCHETED",380333,WOMEN''S PANTS AND SHORTS,MEDIUM,0.4833,"anchor tokens: PANTS, SHORTS; HS10 tokens matched: SHORTS, TROUSERS",deterministic,1.0
6103411010,"MEN'S OR BOYS' TROUSERS AND BREECHES, KNITTED OR CROCHETTED: OF WOOL OR FINE ANIMAL HAIR",360513,MEN''S PANTS AND SHORTS,MEDIUM,0.5033,"anchor tokens: MEN, PANTS; HS10 tokens matched: MEN, TROUSERS",deterministic,1.0
6103411010,"MEN'S OR BOYS' TROUSERS AND BREECHES, KNITTED OR CROCHETTED: OF WOOL OR FINE ANIMAL HAIR",370314,BOYS'' PANTS AND SHORTS,MEDIUM,0.5033,"anchor tokens: BOYS, PANTS; HS10 tokens matched: BOYS, TROUSERS",deterministic,1.0
6103411020,"MEN'S OR BOYS' SHORTS, KNITTED OR CROCHETTED: OF WOOL OR FINE ANIMAL HAIR",360513,MEN''S PANTS AND SHORTS,MEDIUM,0.5111,"anchor tokens: MEN, SHORTS",deterministic,1.0
6103411020,"MEN'S OR BOYS' SHORTS, KNITTED OR CROCHETTED: OF WOOL OR FINE ANIMAL HAIR",370314,BOYS'' PANTS AND SHORTS,MEDIUM,0.5111,"anchor tokens: BOYS, SHORTS",deterministic,1.0
6103420000,"MEN'S OR BOYS' TROUSERS, BIB AND BRACE OVERALLS, BREECHES AND SHORTS OF COTTON, KNITTED OR CROCHETED",360513,MEN''S PANTS AND SHORTS,HIGH,0.7455,"anchor tokens: MEN, PANTS, SHORTS; HS10 tokens matched: MEN, SHORTS, TROUSERS",deterministic,1.0
6103420000,"MEN'S OR BOYS' TROUSERS, BIB AND BRACE OVERALLS, BREECHES AND SHORTS OF COTTON, KNITTED OR CROCHETED",370314,BOYS'' PANTS AND SHORTS,HIGH,0.7455,"anchor tokens: BOYS, PANTS, SHORTS; HS10 tokens matched: BOYS, SHORTS, TROUSERS",deterministic,1.0
6103420000,"MEN'S OR BOYS' TROUSERS, BIB AND BRACE OVERALLS, BREECHES AND SHORTS OF COTTON, KNITTED OR CROCHETED",380333,WOMEN''S PANTS AND SHORTS,MEDIUM,0.497,"anchor tokens: PANTS, SHORTS; HS10 tokens matched: SHORTS, TROUSERS",deterministic,1.0
6103421020,"MEN'S TROUSERS AND BREECHES, KNITTED OR CROCHETTED: OF COTTON",360513,MEN''S PANTS AND SHORTS,MEDIUM-HIGH,0.55,"anchor tokens: MEN, PANTS; HS10 tokens matched: MEN, TROUSERS",deterministic,1.0
6103421035,"BOYS' TROUSERS AND BREECHES, KNITTED OR CROCHETTED: OF COTTON, IMPORTED AS PARTS OF PLAYSUITS",370314,BOYS'' PANTS AND SHORTS,MEDIUM,0.5333,"anchor tokens: BOYS, PANTS; HS10 tokens matched: BOYS, TROUSERS",deterministic,1.0
6103421040,"BOYS' TROUSERS AND BREECHES, KNITTED OR CROCHETTED: OF COTTON, OTHER THAN FOR PLAYSUITS",370314,BOYS'' PANTS AND SHORTS,MEDIUM,0.5333,"anchor tokens: BOYS, PANTS; HS10 tokens matched: BOYS, TROUSERS",deterministic,1.0
6103421050,"MEN'S SHORTS, KNITTED OR CROCHETED, OF COTTON",360513,MEN''S PANTS AND SHORTS,MEDIUM-HIGH,0.5733,"anchor tokens: MEN, SHORTS",deterministic,1.0
6103421065,"BOYS' SHORTS, KNITTED OR CROCHETED, OF COTTON, IMPORTED AS PARTS OF PLAYSUITS",370314,BOYS'' PANTS AND SHORTS,MEDIUM-HIGH,0.55,"anchor tokens: BOYS, SHORTS",deterministic,1.0
6103421070,"BOYS' SHORTS, KNITTED OR CROCHETED, OF COTTON, OTHER THAN FOR PLAYSUITS",370314,BOYS'' PANTS AND SHORTS,MEDIUM-HIGH,0.55,"anchor tokens: BOYS, SHORTS",deterministic,1.0
6103430000,"MEN'S OR BOYS' TROUSERS, BIB AND BRACE OVERALLS, BREECHES AND SHORTS OF SYNTHETIC FIBERS, KNITTED OR CROCHETED",360513,MEN''S PANTS AND SHORTS,HIGH,0.7375,"anchor tokens: MEN, PANTS, SHORTS; HS10 tokens matched: MEN, SHORTS, TROUSERS",deterministic,1.0
6103430000,"MEN'S OR BOYS' TROUSERS, BIB AND BRACE OVERALLS, BREECHES AND SHORTS OF SYNTHETIC FIBERS, KNITTED OR CROCHETED",370314,BOYS'' PANTS AND SHORTS,HIGH,0.7375,"anchor tokens: BOYS, PANTS, SHORTS; HS10 tokens matched: BOYS, SHORTS, TROUSERS",deterministic,1.0
6103430000,"MEN'S OR BOYS' TROUSERS, BIB AND BRACE OVERALLS, BREECHES AND SHORTS OF SYNTHETIC FIBERS, KNITTED OR CROCHETED",380333,WOMEN''S PANTS AND SHORTS,MEDIUM,0.4917,"anchor tokens: PANTS, SHORTS; HS10 tokens matched: SHORTS, TROUSERS",deterministic,1.0
6103431010,"MEN'S OR BOYS' TROUSERS AND BREECHES, KNITTED OR CROCHETED, OF SYNTHETIC FIBERS, GREATER THAN OR EQUAL TO 23 PERCENT BY WEIGHT OF WOOL OR F.A.H.",360513,MEN''S PANTS AND SHORTS,MEDIUM,0.4917,"anchor tokens: MEN, PANTS; HS10 tokens matched: MEN, TROUSERS",deterministic,1.0
6103431010,"MEN'S OR BOYS' TROUSERS AND BREECHES, KNITTED OR CROCHETED, OF SYNTHETIC FIBERS, GREATER THAN OR EQUAL TO 23 PERCENT BY WEIGHT OF WOOL OR F.A.H.",370314,BOYS'' PANTS AND SHORTS,MEDIUM,0.4917,"anchor tokens: BOYS, PANTS; HS10 tokens matched: BOYS, TROUSERS",deterministic,1.0
6103431020,"MEN'S OR BOYS' SHORTS, KNITTED OR CROCHETED, OF SYNTHETIC FIBERS, GREATER THAN OR EQUAL TO 23 PERCENT BY WEIGHT OF WOOL OR FINE ANIMAL HAIR",360513,MEN''S PANTS AND SHORTS,MEDIUM,0.4833,"anchor tokens: MEN, SHORTS",deterministic,1.0
6103431020,"MEN'S OR BOYS' SHORTS, KNITTED OR CROCHETED, OF SYNTHETIC FIBERS, GREATER THAN OR EQUAL TO 23 PERCENT BY WEIGHT OF WOOL OR FINE ANIMAL HAIR",370314,BOYS'' PANTS AND SHORTS,MEDIUM,0.4833,"anchor tokens: BOYS, SHORTS",deterministic,1.0
6103431520,"MEN'S TROUSERS AND BREECHES, KNITTED OR CROCHETED, OF SYNTHETIC FIBERS, CONTAINING LESS THAN 23 PERCENT BY WEIGHT OF WOOL OR FINE ANIMAL HAIR",360513,MEN''S PANTS AND SHORTS,MEDIUM,0.4917,"anchor tokens: MEN, PANTS; HS10 tokens matched: MEN, TROUSERS",deterministic,1.0
6103431535,"BOYS' TROUSERS AND BREECHES, KNITTED OR CROCHETED, OF SYNTHETIC FIBERS, LESS THAN 23 PERCENT BY WEIGHT OF WOOL OR F.A.H., PART OF A PLAYSUIT",370314,BOYS'' PANTS AND SHORTS,MEDIUM,0.5033,"anchor tokens: BOYS, PANTS; HS10 tokens matched: BOYS, TROUSERS",deterministic,1.0
6103431540,"BOYS' TROUSERS AND BREECHES, KNITTED OR CROCHETED, OF SYNTHETIC FIBERS, LESS THAN 23 PERCENT BY WEIGHT OF WOOL OR F.A.H., OTHER THAN PLAYSUITS",370314,BOYS'' PANTS AND SHORTS,MEDIUM,0.5033,"anchor tokens: BOYS, PANTS; HS10 tokens matched: BOYS, TROUSERS",deterministic,1.0
6103431550,"MEN'S SHORTS, KNITTED OR CROCHETED, OF SYNTHETIC FIBERS, CONTAINING LESS THAN 23 PERCENT BY WEIGHT OF WOOL OR FINE ANIMAL HAIR",360513,MEN''S PANTS AND SHORTS,MEDIUM,0.497,"anchor tokens: MEN, SHORTS",deterministic,1.0
6103431565,"BOYS' SHORTS, KNITTED OR CROCHETED, OF SYNTHETIC FIBERS, CONTAINING LESS THAN 23 PERCENT BY WEIGHT OF WOOL OR FINE ANIMAL HAIR, PART OF A PLAYSUIT",370314,BOYS'' PANTS AND SHORTS,MEDIUM,0.4917,"anchor tokens: BOYS, SHORTS",deterministic,1.0
6103431570,"BOYS' SHORTS, KNITTED OR CROCHETED, OF SYNTHETIC FIBERS, CONTAINING LESS THAN 23 PERCENT BY WEIGHT OF WOOL OR FINE ANIMAL HAIR, OTHER THAN PLAYSUITS",370314,BOYS'' PANTS AND SHORTS,MEDIUM,0.4917,"anchor tokens: BOYS, SHORTS",deterministic,1.0
6103491010,"MEN'S OR BOYS' TROUSERS, BREECHES, AND SHORTS, KNITTED OR CROCHETED, OF ARTIFICIAL FIBERS, GREATER THAN OR EQUAL TO 23 PERCENT WOOL OR F.A.H.",360513,MEN''S PANTS AND SHORTS,HIGH,0.7308,"anchor tokens: MEN, PANTS, SHORTS; HS10 tokens matched: MEN, SHORTS, TROUSERS",deterministic,1.0
6103491010,"MEN'S OR BOYS' TROUSERS, BREECHES, AND SHORTS, KNITTED OR CROCHETED, OF ARTIFICIAL FIBERS, GREATER THAN OR EQUAL TO 23 PERCENT WOOL OR F.A.H.",370314,BOYS'' PANTS AND SHORTS,HIGH,0.7308,"anchor tokens: BOYS, PANTS, SHORTS; HS10 tokens matched: BOYS, SHORTS, TROUSERS",deterministic,1.0
6103491010,"MEN'S OR BOYS' TROUSERS, BREECHES, AND SHORTS, KNITTED OR CROCHETED, OF ARTIFICIAL FIBERS, GREATER THAN OR EQUAL TO 23 PERCENT WOOL OR F.A.H.",380333,WOMEN''S PANTS AND SHORTS,MEDIUM,0.4872,"anchor tokens: PANTS, SHORTS; HS10 tokens matched: SHORTS, TROUSERS",deterministic,1.0
6103491020,"MEN'S OR BOYS' TROUSERS AND BREECHES, KNITTED OR CROCHETED, OF ARTIFICIAL FIBERS, LESS THAN 23 PERCENT WOOL OR FINE ANIMAL HAIR",360513,MEN''S PANTS AND SHORTS,MEDIUM,0.4872,"anchor tokens: MEN, PANTS; HS10 tokens matched: MEN, TROUSERS",deterministic,1.0
6103491020,"MEN'S OR BOYS' TROUSERS AND BREECHES, KNITTED OR CROCHETED, OF ARTIFICIAL FIBERS, LESS THAN 23 PERCENT WOOL OR FINE ANIMAL HAIR",370314,BOYS'' PANTS AND SHORTS,MEDIUM,0.4872,"anchor tokens: BOYS, PANTS; HS10 tokens matched: BOYS, TROUSERS",deterministic,1.0
6103491060,"MEN'S OR BOYS' SHORTS, KNITTED OR CROCHETED, OF ARTIFICIAL FIBERS, CONTAINING LESS THAN 23 PERCENT WOOL OR FINE ANIMAL HAIR",360513,MEN''S PANTS AND SHORTS,MEDIUM,0.4917,"anchor tokens: MEN, SHORTS",deterministic,1.0
6103491060,"MEN'S OR BOYS' SHORTS, KNITTED OR CROCHETED, OF ARTIFICIAL FIBERS, CONTAINING LESS THAN 23 PERCENT WOOL OR FINE ANIMAL HAIR",370314,BOYS'' PANTS AND SHORTS,MEDIUM,0.4917,"anchor tokens: BOYS, SHORTS",deterministic,1.0
6103491500,"MEN'S OR BOYS' TROUSERS, BIB AND BRACE OVERALLS, BREECHES AND SHORTS OF ARTIFICIAL FIBERS, KNITTED OR CROCHETED",360513,MEN''S PANTS AND SHORTS,HIGH,0.7375,"anchor tokens: MEN, PANTS, SHORTS; HS10 tokens matched: MEN, SHORTS, TROUSERS",deterministic,1.0
